n,knob_HIST_SIZE,knob_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_UNROLL_FACTOR,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
2426,256,6,2,3,1,2,0.0017,7657
2427,256,6,3,1,1,1,0.0013,7524
2428,256,6,3,1,1,2,0.0015,7612
2430,256,6,3,2,1,2,0.0017,7540
2431,256,6,3,3,1,1,0.0016,7124
2433,256,6,4,1,1,1,0.0014,7569
2434,256,6,4,1,1,2,0.0015,8003
2435,256,6,4,2,1,1,0.0016,7515
2436,256,6,4,2,1,2,0.0014,7102
2437,256,6,4,3,1,1,0.0015,7212
2438,256,6,4,3,1,2,0.0015,6985
2439,256,6,5,1,1,1,0.0014,7546
2440,256,6,5,1,1,2,0.0016,7622
2441,256,6,5,2,1,1,0.0016,7413
2448,256,6,6,2,1,2,0.0010,7705
2449,256,6,6,3,1,1,0.0016,7087
2450,256,6,6,3,1,2,0.0017,7170
2451,256,6,7,1,1,1,0.0014,7034
2461,256,7,1,3,1,1,0.0019,7135
2462,256,7,1,3,1,2,0.0017,7142
2463,256,7,2,1,1,1,0.0020,7495
2466,256,7,2,2,1,2,0.0015,7180
2467,256,7,2,3,1,1,0.0016,7637
2468,256,7,2,3,1,2,0.0017,7657
2469,256,7,3,1,1,1,0.0013,7524
2470,256,7,3,1,1,2,0.0015,7612
2472,256,7,3,2,1,2,0.0017,7540
2473,256,7,3,3,1,1,0.0016,7124
2475,256,7,4,1,1,1,0.0014,7569
2476,256,7,4,1,1,2,0.0015,8003
2477,256,7,4,2,1,1,0.0016,7515
2479,256,7,4,3,1,1,0.0015,7212
2481,256,7,5,1,1,1,0.0014,7546
2482,256,7,5,1,1,2,0.0016,7622
2483,256,7,5,2,1,1,0.0016,7413
2484,256,7,5,2,1,2,0.0013,7463
2485,256,7,5,3,1,1,0.0016,9337
2486,256,7,5,3,1,2,0.0015,7412
2488,256,7,6,1,1,2,0.0013,7111
2496,256,7,7,2,1,2,0.0009,7164
2497,256,7,7,3,1,1,0.0015,7316
2499,256,8,1,1,1,1,0.0023,7530
2509,256,8,2,3,1,1,0.0016,7637
2510,256,8,2,3,1,2,0.0017,7657
2511,256,8,3,1,1,1,0.0013,7524
2512,256,8,3,1,1,2,0.0015,7612
2520,256,8,4,2,1,2,0.0014,7102
2521,256,8,4,3,1,1,0.0015,7212
2522,256,8,4,3,1,2,0.0015,6985
2523,256,8,5,1,1,1,0.0014,7546
2524,256,8,5,1,1,2,0.0016,7622
2525,256,8,5,2,1,1,0.0016,7413
2526,256,8,5,2,1,2,0.0013,7463
2527,256,8,5,3,1,1,0.0016,9337
2528,256,8,5,3,1,2,0.0015,7412
2531,256,8,6,2,1,1,0.0009,7616
2532,256,8,6,2,1,2,0.0010,7705
2533,256,8,6,3,1,1,0.0016,7087
2534,256,8,6,3,1,2,0.0017,7170
2535,256,8,7,1,1,1,0.0014,7034
2536,256,8,7,1,1,2,0.0016,7161
2537,256,8,7,2,1,1,0.0009,7676
2538,256,8,7,2,1,2,0.0009,7164
2539,256,8,7,3,1,1,0.0015,7316
2541,256,9,1,1,1,1,0.0023,7530
2542,256,9,1,1,1,2,0.0023,7145
2543,256,9,1,2,1,1,0.0021,7549
2544,256,9,1,2,1,2,0.0017,7264
2545,256,9,1,3,1,1,0.0019,7135
2546,256,9,1,3,1,2,0.0017,7142
2547,256,9,2,1,1,1,0.0020,7495
2551,256,9,2,3,1,1,0.0016,7637
2552,256,9,2,3,1,2,0.0017,7657
2553,256,9,3,1,1,1,0.0013,7524
2554,256,9,3,1,1,2,0.0015,7612
2556,256,9,3,2,1,2,0.0017,7540
2557,256,9,3,3,1,1,0.0016,7124
2559,256,9,4,1,1,1,0.0014,7569
2560,256,9,4,1,1,2,0.0015,8003
2561,256,9,4,2,1,1,0.0016,7515
2562,256,9,4,2,1,2,0.0014,7102
2563,256,9,4,3,1,1,0.0015,7212
2565,256,9,5,1,1,1,0.0014,7546
2566,256,9,5,1,1,2,0.0016,7622
2567,256,9,5,2,1,1,0.0016,7413
2568,256,9,5,2,1,2,0.0013,7463
2569,256,9,5,3,1,1,0.0016,9337
2570,256,9,5,3,1,2,0.0015,7412
2580,256,9,7,2,1,2,0.0009,7164
2581,256,9,7,3,1,1,0.0015,7316
2583,256,10,1,1,1,1,0.0023,7530
2592,256,10,2,2,1,2,0.0015,7180
2593,256,10,2,3,1,1,0.0016,7637
2594,256,10,2,3,1,2,0.0017,7657
2595,256,10,3,1,1,1,0.0013,7524
2605,256,10,4,3,1,1,0.0015,7212
2606,256,10,4,3,1,2,0.0015,6985
2607,256,10,5,1,1,1,0.0014,7546
2616,256,10,6,2,1,2,0.0010,7705
2617,256,10,6,3,1,1,0.0016,7087
2618,256,10,6,3,1,2,0.0017,7170
2619,256,10,7,1,1,1,0.0014,7031
2628,256,11,1,2,1,2,0.0017,7264
2629,256,11,1,3,1,1,0.0019,7135
2630,256,11,1,3,1,2,0.0017,7142
2631,256,11,2,1,1,1,0.0020,7495
2640,256,11,3,2,1,2,0.0017,7540
2641,256,11,3,3,1,1,0.0016,7136
2643,256,11,4,1,1,1,0.0014,7569
2644,256,11,4,1,1,2,0.0015,8003
2645,256,11,4,2,1,1,0.0016,7515
2647,256,11,4,3,1,1,0.0015,7212
2649,256,11,5,1,1,1,0.0014,7546
2650,256,11,5,1,1,2,0.0016,7622
2651,256,11,5,2,1,1,0.0016,7413
2652,256,11,5,2,1,2,0.0013,7463
2653,256,11,5,3,1,1,0.0016,9337
2654,256,11,5,3,1,2,0.0015,7412
2664,256,11,7,2,1,2,0.0009,7164
2665,256,11,7,3,1,1,0.0015,7316
2667,256,12,1,1,1,1,0.0023,7530
2668,256,12,1,1,1,2,0.0023,7145
2669,256,12,1,2,1,1,0.0021,7549
2670,256,12,1,2,1,2,0.0017,7264
2671,256,12,1,3,1,1,0.0019,7135
2672,256,12,1,3,1,2,0.0017,7142
2673,256,12,2,1,1,1,0.0020,7495
2676,256,12,2,2,1,2,0.0015,7180
2677,256,12,2,3,1,1,0.0016,7637
2678,256,12,2,3,1,2,0.0017,7657
2679,256,12,3,1,1,1,0.0013,7524
2680,256,12,3,1,1,2,0.0015,7612
2682,256,12,3,2,1,2,0.0017,7540
2683,256,12,3,3,1,1,0.0016,7124
2685,256,12,4,1,1,1,0.0014,7569
2686,256,12,4,1,1,2,0.0015,8003
2687,256,12,4,2,1,1,0.0016,7515
2688,256,12,4,2,1,2,0.0014,7102
2689,256,12,4,3,1,1,0.0015,7212
2690,256,12,4,3,1,2,0.0015,6985
2691,256,12,5,1,1,1,0.0014,7546
2700,256,12,6,2,1,2,0.0010,7705
2701,256,12,6,3,1,1,0.0016,7087
2702,256,12,6,3,1,2,0.0017,7170
2703,256,12,7,1,1,1,0.0014,7034
2712,256,13,1,2,1,2,0.0017,7264
2713,256,13,1,3,1,1,0.0019,7135
2714,256,13,1,3,1,2,0.0017,7142
2715,256,13,2,1,1,1,0.0020,7495
2724,256,13,3,2,1,2,0.0017,7540
2725,256,13,3,3,1,1,0.0016,7124
2726,256,13,3,3,1,2,0.0018,7752
2727,256,13,4,1,1,1,0.0014,7569
2728,256,13,4,1,1,2,0.0015,8003
2729,256,13,4,2,1,1,0.0016,7515
2731,256,13,4,3,1,1,0.0015,7212
2732,256,13,4,3,1,2,0.0015,6985
2733,256,13,5,1,1,1,0.0014,7546
2734,256,13,5,1,1,2,0.0016,7622
2735,256,13,5,2,1,1,0.0016,7413
2736,256,13,5,2,1,2,0.0013,7463
2737,256,13,5,3,1,1,0.0016,9337
2738,256,13,5,3,1,2,0.0015,7412
2748,256,13,7,2,1,2,0.0009,7164
2749,256,13,7,3,1,1,0.0015,7316
2751,256,14,1,1,1,1,0.0023,7530
2752,256,14,1,1,1,2,0.0023,7145
2753,256,14,1,2,1,1,0.0021,7549
2754,256,14,1,2,1,2,0.0017,7264
2755,256,14,1,3,1,1,0.0019,7135
2756,256,14,1,3,1,2,0.0017,7142
2757,256,14,2,1,1,1,0.0020,7495
2760,256,14,2,2,1,2,0.0015,7180
2761,256,14,2,3,1,1,0.0016,7637
2762,256,14,2,3,1,2,0.0017,7657
2763,256,14,3,1,1,1,0.0013,7524
2764,256,14,3,1,1,2,0.0015,7612
2767,256,14,3,3,1,1,0.0016,7124
2769,256,14,4,1,1,1,0.0014,7569
2770,256,14,4,1,1,2,0.0015,8003
2771,256,14,4,2,1,1,0.0016,7515
2773,256,14,4,3,1,1,0.0015,7212
2774,256,14,4,3,1,2,0.0015,6985
2784,256,14,6,2,1,2,0.0010,7705
2785,256,14,6,3,1,1,0.0016,7087
2786,256,14,6,3,1,2,0.0017,7170
2796,256,15,1,2,1,2,0.0017,7264
2797,256,15,1,3,1,1,0.0019,7135
2798,256,15,1,3,1,2,0.0017,7142
2808,256,15,3,2,1,2,0.0017,7540
2809,256,15,3,3,1,1,0.0016,7124
2811,256,15,4,1,1,1,0.0014,7569
2820,256,15,5,2,1,2,0.0013,7463
2821,256,15,5,3,1,1,0.0016,9337
2822,256,15,5,3,1,2,0.0015,7412
2832,256,15,7,2,1,2,0.0009,7164
2833,256,15,7,3,1,1,0.0015,7316
