n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,lut,ff,dsp,bram
1606,256,11,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1607,256,11,7,2,0,16384,0.000959,6994,42997,8678,0,17.5
1609,256,11,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1610,256,11,7,3,0,1024,0.001753,9989,56161,10045,0,33.5
1611,256,11,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
1612,256,11,7,3,0,4096,0.001514,7490,44959,9077,0,17.5
1613,256,11,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
1614,256,11,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
1615,256,11,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1616,256,11,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1617,256,12,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1618,256,12,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1619,256,12,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1621,256,12,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1622,256,12,1,1,0,32768,0.002308,7551,42730,8570,0,17.5
1623,256,12,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1625,256,12,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1626,256,12,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1628,256,12,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1629,256,12,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
1630,256,12,1,2,0,65536,0.002122,7549,42729,8539,0,17.5
1631,256,12,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1632,256,12,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1635,256,12,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1636,256,12,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1637,256,12,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1638,256,12,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1639,256,12,2,1,0,2048,0.002100,8025,44310,8947,0,17.5
1640,256,12,2,1,0,4096,0.002122,7740,43469,8736,0,17.5
1642,256,12,2,1,0,16384,0.002043,7524,42804,8576,0,17.5
1643,256,12,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1644,256,12,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1645,256,12,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1646,256,12,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1647,256,12,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1649,256,12,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1650,256,12,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1652,256,12,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1657,256,12,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1658,256,12,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1659,256,12,3,1,0,1024,0.001324,8151,45148,9366,0,33.5
1660,256,12,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1661,256,12,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1662,256,12,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1663,256,12,3,1,0,16384,0.001346,7527,42877,8628,0,17.5
1664,256,12,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1665,256,12,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1666,256,12,3,2,0,1024,0.001756,8008,45006,9414,0,33.5
1667,256,12,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1668,256,12,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
1669,256,12,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1670,256,12,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1671,256,12,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1673,256,12,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1675,256,12,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1676,256,12,3,3,0,8192,0.001775,7476,43269,8778,0,17.5
1677,256,12,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1679,256,12,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1680,256,12,4,1,0,1024,0.001370,7988,45541,9434,0,33.5
1681,256,12,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1682,256,12,4,1,0,4096,0.001385,7747,43678,8801,0,17.5
1683,256,12,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1685,256,12,4,1,0,32768,0.001436,7370,42653,8599,0,17.5
1686,256,12,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1687,256,12,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1690,256,12,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1693,256,12,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1694,256,12,4,3,0,1024,0.001483,7721,45985,9896,0,33.5
1697,256,12,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1698,256,12,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1699,256,12,4,3,0,32768,0.001479,7405,44000,8690,0,17.5
1700,256,12,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1701,256,12,5,1,0,1024,0.001353,8146,46093,9502,0,33.5
1703,256,12,5,1,0,4096,0.001403,7661,43491,8845,0,17.5
1704,256,12,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1705,256,12,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1706,256,12,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1707,256,12,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1708,256,12,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1709,256,12,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1710,256,12,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1711,256,12,5,2,0,8192,0.001655,7117,43153,8738,0,17.5
1712,256,12,5,2,0,16384,0.001635,7175,43042,8682,0,17.5
1713,256,12,5,2,0,32768,0.001632,7666,42887,8658,0,17.5
1714,256,12,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1717,256,12,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1718,256,12,5,3,0,8192,0.001602,7463,43781,8753,0,17.5
1719,256,12,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
1720,256,12,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1721,256,12,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1722,256,12,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1723,256,12,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
1724,256,12,6,1,0,4096,0.001325,7255,43299,8821,0,17.5
1725,256,12,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
1726,256,12,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1727,256,12,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1729,256,12,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1731,256,12,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1732,256,12,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1733,256,12,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1734,256,12,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1735,256,12,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1738,256,12,6,3,0,4096,0.001666,7265,43599,9048,0,17.5
1739,256,12,6,3,0,8192,0.001701,7600,43664,8878,0,17.5
1740,256,12,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
1742,256,12,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1743,256,12,7,1,0,1024,0.001488,7677,45933,9512,0,33.5
1744,256,12,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1745,256,12,7,1,0,4096,0.001618,7953,43860,8879,0,17.5
1747,256,12,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1748,256,12,7,1,0,32768,0.001495,7308,42860,8681,0,17.5
1749,256,12,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1751,256,12,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1753,256,12,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1756,256,12,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1758,256,12,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
1759,256,12,7,3,0,4096,0.001514,7490,44959,9077,0,17.5
1760,256,12,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
1761,256,12,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
1762,256,12,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1763,256,12,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1764,256,13,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1765,256,13,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1766,256,13,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1767,256,13,1,1,0,8192,0.002410,7056,43019,8641,0,17.5
1768,256,13,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1769,256,13,1,1,0,32768,0.002308,7551,42730,8570,0,17.5
1770,256,13,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1772,256,13,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1773,256,13,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1774,256,13,1,2,0,8192,0.002050,7435,42921,8638,0,17.5
1775,256,13,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1776,256,13,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
1777,256,13,1,2,0,65536,0.002122,7549,42729,8539,0,17.5
1778,256,13,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1779,256,13,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1780,256,13,1,3,0,4096,0.001949,7740,44030,8952,0,17.5
1781,256,13,1,3,0,8192,0.001936,7159,43181,8766,0,17.5
1782,256,13,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1783,256,13,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1784,256,13,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1785,256,13,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1787,256,13,2,1,0,4096,0.002122,7740,43469,8736,0,17.5
1788,256,13,2,1,0,8192,0.001964,7639,43041,8620,0,17.5
1790,256,13,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1791,256,13,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1792,256,13,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1793,256,13,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1794,256,13,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1795,256,13,2,2,0,8192,0.001822,7261,42954,8620,0,17.5
1796,256,13,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1797,256,13,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1799,256,13,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1803,256,13,2,3,0,16384,0.001585,7064,42978,8667,0,17.5
1804,256,13,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1805,256,13,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1807,256,13,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1808,256,13,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1809,256,13,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1810,256,13,3,1,0,16384,0.001346,7527,42877,8628,0,17.5
1811,256,13,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1812,256,13,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1814,256,13,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1815,256,13,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
1816,256,13,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1817,256,13,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1818,256,13,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1820,256,13,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1822,256,13,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1823,256,13,3,3,0,8192,0.001775,7476,43269,8778,0,17.5
1824,256,13,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1825,256,13,3,3,0,32768,0.001752,8067,42982,8673,0,17.5
1826,256,13,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1827,256,13,4,1,0,1024,0.001370,7988,45541,9434,0,33.5
1828,256,13,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1830,256,13,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1833,256,13,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1834,256,13,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1835,256,13,4,2,0,2048,0.001771,8148,43800,8993,0,17.5
1837,256,13,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1840,256,13,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1842,256,13,4,3,0,2048,0.001459,7484,44564,9280,0,17.5
1843,256,13,4,3,0,4096,0.001600,7526,43681,8973,0,17.5
1844,256,13,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1845,256,13,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1847,256,13,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1849,256,13,5,1,0,2048,0.001331,7422,44291,9059,0,17.5
1850,256,13,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1851,256,13,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1852,256,13,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1853,256,13,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1854,256,13,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1855,256,13,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1856,256,13,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1857,256,13,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1859,256,13,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
1860,256,13,5,2,0,32768,0.001638,7656,42887,8658,0,17.5
1861,256,13,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1864,256,13,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1865,256,13,5,3,0,8192,0.001602,7463,43781,8753,0,17.5
1866,256,13,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
1867,256,13,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1868,256,13,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1869,256,13,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1870,256,13,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
1871,256,13,6,1,0,4096,0.001325,7255,43299,8821,0,17.5
1872,256,13,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
1873,256,13,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1874,256,13,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1875,256,13,6,1,0,65536,0.001259,7439,42745,8593,0,17.5
1876,256,13,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1878,256,13,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1879,256,13,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1880,256,13,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1881,256,13,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1882,256,13,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1884,256,13,6,3,0,2048,0.001669,7935,44468,9354,0,17.5
1885,256,13,6,3,0,4096,0.001670,7292,43597,9048,0,17.5
1887,256,13,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
1889,256,13,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1891,256,13,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1892,256,13,7,1,0,4096,0.001618,7953,43860,8879,0,17.5
1893,256,13,7,1,0,8192,0.001517,7135,43156,8756,0,17.5
1894,256,13,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1895,256,13,7,1,0,32768,0.001495,7308,42860,8681,0,17.5
1896,256,13,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1898,256,13,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1899,256,13,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
1900,256,13,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1903,256,13,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1905,256,13,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
1906,256,13,7,3,0,4096,0.001514,7490,44959,9077,0,17.5
1908,256,13,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
1909,256,13,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1910,256,13,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1911,256,14,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1912,256,14,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1913,256,14,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1914,256,14,1,1,0,8192,0.002410,7056,43019,8641,0,17.5
1915,256,14,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1916,256,14,1,1,0,32768,0.002308,7551,42730,8570,0,17.5
1917,256,14,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1919,256,14,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1920,256,14,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1921,256,14,1,2,0,8192,0.002050,7435,42921,8638,0,17.5
1922,256,14,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1923,256,14,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
1924,256,14,1,2,0,65536,0.002102,7555,42728,8539,0,17.5
1925,256,14,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1926,256,14,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1928,256,14,1,3,0,8192,0.001936,7159,43181,8766,0,17.5
1929,256,14,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1930,256,14,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1931,256,14,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1932,256,14,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1937,256,14,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1938,256,14,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1939,256,14,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1940,256,14,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1941,256,14,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1942,256,14,2,2,0,8192,0.001822,7261,42954,8620,0,17.5
1943,256,14,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1944,256,14,2,2,0,32768,0.001614,7135,42760,8546,0,17.5
1946,256,14,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1947,256,14,2,3,0,2048,0.001774,7987,45028,9242,0,17.5
1949,256,14,2,3,0,8192,0.001625,7236,43619,8754,0,17.5
1950,256,14,2,3,0,16384,0.001553,7062,42977,8667,0,17.5
1951,256,14,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1952,256,14,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1954,256,14,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1955,256,14,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1956,256,14,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1958,256,14,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1959,256,14,3,1,0,65536,0.001404,7538,42777,8590,0,17.5
1961,256,14,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1963,256,14,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1964,256,14,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1965,256,14,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1966,256,14,3,2,0,65536,0.001824,7136,42754,8559,0,17.5
1967,256,14,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1969,256,14,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1970,256,14,3,3,0,8192,0.001775,7476,43269,8778,0,17.5
1971,256,14,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1973,256,14,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1975,256,14,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1976,256,14,4,1,0,4096,0.001385,7747,43678,8801,0,17.5
1977,256,14,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1978,256,14,4,1,0,16384,0.001314,7083,42721,8625,0,17.5
1980,256,14,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1981,256,14,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1984,256,14,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1987,256,14,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1990,256,14,4,3,0,4096,0.001600,7526,43681,8973,0,17.5
1991,256,14,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1992,256,14,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1994,256,14,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1997,256,14,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1998,256,14,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1999,256,14,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
2000,256,14,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
2001,256,14,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
2002,256,14,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
2003,256,14,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
2006,256,14,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
2007,256,14,5,2,0,32768,0.001638,7656,42887,8658,0,17.5
2008,256,14,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
2011,256,14,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
2012,256,14,5,3,0,8192,0.001602,7463,43781,8753,0,17.5
2013,256,14,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
2014,256,14,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
2015,256,14,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
2017,256,14,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
2018,256,14,6,1,0,4096,0.001325,7255,43299,8821,0,17.5
2019,256,14,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
2020,256,14,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
2021,256,14,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
2023,256,14,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
2025,256,14,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
2026,256,14,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
2027,256,14,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
2028,256,14,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
2029,256,14,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
2034,256,14,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
2036,256,14,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
2038,256,14,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
2041,256,14,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
2042,256,14,7,1,0,32768,0.001495,7308,42860,8681,0,17.5
2043,256,14,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
2044,256,14,7,2,0,1024,0.000935,7657,45464,9506,0,33.5
2045,256,14,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
2046,256,14,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
2047,256,14,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
2050,256,14,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
2052,256,14,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
2053,256,14,7,3,0,4096,0.001514,7490,44959,9077,0,17.5
2054,256,14,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
2055,256,14,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
2056,256,14,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
2057,256,14,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
2058,256,15,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
2060,256,15,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
2062,256,15,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
2063,256,15,1,1,0,32768,0.002308,7551,42730,8570,0,17.5
2064,256,15,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
2065,256,15,1,2,0,1024,0.001931,7634,45006,9379,0,33.5
2066,256,15,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
2067,256,15,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
2068,256,15,1,2,0,8192,0.002050,7435,42921,8638,0,17.5
2069,256,15,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
2070,256,15,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
2071,256,15,1,2,0,65536,0.002122,7549,42729,8539,0,17.5
2072,256,15,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
2073,256,15,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
2076,256,15,1,3,0,16384,0.001925,7059,42977,8688,0,17.5
2077,256,15,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
2078,256,15,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
2079,256,15,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
2080,256,15,2,1,0,2048,0.002100,8025,44310,8947,0,17.5
2081,256,15,2,1,0,4096,0.002122,7740,43469,8736,0,17.5
2083,256,15,2,1,0,16384,0.002043,7524,42804,8576,0,17.5
2084,256,15,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
2085,256,15,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
2086,256,15,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
2087,256,15,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
2088,256,15,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
2090,256,15,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
2091,256,15,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
2097,256,15,2,3,0,16384,0.001553,7062,42977,8667,0,17.5
2098,256,15,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
2099,256,15,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
2101,256,15,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
2102,256,15,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
2103,256,15,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
2105,256,15,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
2106,256,15,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
2107,256,15,3,2,0,1024,0.001756,8008,45006,9414,0,33.5
2108,256,15,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
2109,256,15,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
2110,256,15,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
2111,256,15,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
2112,256,15,3,2,0,32768,0.001741,7424,42795,8601,0,17.5
2114,256,15,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
2115,256,15,3,3,0,2048,0.001723,7395,44974,9275,0,17.5
2116,256,15,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
2117,256,15,3,3,0,8192,0.001775,7476,43269,8778,0,17.5
