n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,FF
1491,256,11,2,1,0,1024,0.000252,874.076,74
1492,256,11,2,1,0,2048,0.000255,871.682,74
1493,256,11,2,1,0,4096,0.000252,866.362,74
1494,256,11,2,1,0,8192,0.000255,923.020,74
1495,256,11,2,1,0,16384,0.000245,863.170,74
1496,256,11,2,1,0,32768,0.000253,851.732,74
1497,256,11,2,1,0,65536,0.000256,738.416,66
1498,256,11,2,2,0,1024,0.000420,1037.932,93
1499,256,11,2,2,0,2048,0.000371,1108.422,93
1500,256,11,2,2,0,4096,0.000378,1107.092,93
1501,256,11,2,2,0,8192,0.000371,1107.092,93
1502,256,11,2,2,0,16384,0.000352,1043.252,95
1503,256,11,2,2,0,32768,0.000345,1001.224,93
1504,256,11,2,2,0,65536,0.000377,1090.068,93
1505,256,11,2,3,0,1024,0.000417,1284.514,107
1506,256,11,2,3,0,2048,0.000381,1259.510,106
1507,256,11,2,3,0,4096,0.000382,1269.618,106
1508,256,11,2,3,0,8192,0.000384,1274.406,106
1509,256,11,2,3,0,16384,0.000390,1329.468,110
1510,256,11,2,3,0,32768,0.000405,1281.056,106
1511,256,11,2,3,0,65536,0.000419,1138.746,90
1512,256,11,3,1,0,1024,0.000342,1010.002,76
1513,256,11,3,1,0,2048,0.000344,996.968,76
1514,256,11,3,1,0,4096,0.000342,1006.544,76
1515,256,11,3,1,0,8192,0.000354,999.096,76
1516,256,11,3,1,0,16384,0.000333,1011.864,78
1517,256,11,3,1,0,32768,0.000334,983.668,76
1518,256,11,3,1,0,65536,0.000334,939.512,68
1519,256,11,3,2,0,1024,0.000483,1243.816,110
1520,256,11,3,2,0,2048,0.000460,1149.120,96
1521,256,11,3,2,0,4096,0.000462,1147.258,96
1522,256,11,3,2,0,8192,0.000462,1146.194,96
1523,256,11,3,2,0,16384,0.000364,1322.552,136
1524,256,11,3,2,0,32768,0.000359,1279.194,134
1525,256,11,3,2,0,65536,0.000472,1132.894,88
1526,256,11,3,3,0,1024,0.000412,1185.562,93
1527,256,11,3,3,0,2048,0.000405,1160.292,92
1528,256,11,3,3,0,4096,0.000374,1196.468,92
1529,256,11,3,3,0,8192,0.000385,1199.926,92
1530,256,11,3,3,0,16384,0.000386,1273.076,100
1531,256,11,3,3,0,32768,0.000374,1188.222,92
1532,256,11,3,3,0,65536,0.000401,1223.068,100
1533,256,11,4,1,0,1024,0.000303,1066.660,104
1534,256,11,4,1,0,2048,0.000293,1065.064,104
1535,256,11,4,1,0,4096,0.000293,1067.192,104
1536,256,11,4,1,0,8192,0.000293,1067.724,104
1537,256,11,4,1,0,16384,0.000302,937.384,82
1538,256,11,4,1,0,32768,0.000309,921.158,80
1539,256,11,4,1,0,65536,0.000316,909.188,74
1540,256,11,4,2,0,1024,0.000344,1312.710,132
1541,256,11,4,2,0,2048,0.000349,1284.514,130
1542,256,11,4,2,0,4096,0.000345,1290.366,130
1543,256,11,4,2,0,8192,0.000343,1289.568,130
1544,256,11,4,2,0,16384,0.000343,1307.922,132
1545,256,11,4,2,0,32768,0.000333,1282.918,130
1546,256,11,4,2,0,65536,0.000395,1038.198,92
1547,256,11,4,3,0,1024,0.000365,1272.278,105
1548,256,11,4,3,0,2048,0.000343,1256.850,104
1549,256,11,4,3,0,4096,0.000345,1263.766,104
1550,256,11,4,3,0,8192,0.000362,1256.850,104
1551,256,11,4,3,0,16384,0.000349,1308.454,110
1552,256,11,4,3,0,32768,0.000339,1261.106,104
1553,256,11,4,3,0,65536,0.000371,1191.680,96
1554,256,11,5,1,0,1024,0.000343,1006.012,84
1555,256,11,5,1,0,2048,0.000330,1012.396,84
1556,256,11,5,1,0,4096,0.000349,1010.534,84
1557,256,11,5,1,0,8192,0.000351,1013.460,84
1558,256,11,5,1,0,16384,0.000351,1013.460,84
1559,256,11,5,1,0,32768,0.000342,1007.342,84
1560,256,11,5,1,0,65536,0.000329,919.562,69
1561,256,11,5,2,0,1024,0.000413,1336.650,137
1562,256,11,5,2,0,2048,0.000416,1352.078,137
1563,256,11,5,2,0,4096,0.000425,1350.216,137
1564,256,11,5,2,0,8192,0.000377,1452.094,150
1565,256,11,5,2,0,16384,0.000389,1517.530,152
1566,256,11,5,2,0,32768,0.000389,1341.704,137
1567,256,11,5,2,0,65536,0.000430,1179.976,113
1568,256,11,5,3,0,1024,0.000363,1245.412,94
1569,256,11,5,3,0,2048,0.000359,1212.960,93
1570,256,11,5,3,0,4096,0.000357,1206.310,93
1571,256,11,5,3,0,8192,0.000364,1219.610,93
1572,256,11,5,3,0,16384,0.000364,1277.864,101
1573,256,11,5,3,0,32768,0.000353,1204.182,93
1574,256,11,5,3,0,65536,0.000391,1157.898,101
1575,256,11,6,1,0,1024,0.000327,1233.176,122
1576,256,11,6,1,0,2048,0.000323,1228.388,122
1577,256,11,6,1,0,4096,0.000321,1228.920,122
1578,256,11,6,1,0,8192,0.000326,1233.974,122
1579,256,11,6,1,0,16384,0.000319,1075.704,98
1580,256,11,6,1,0,32768,0.000313,1079.428,98
1581,256,11,6,1,0,65536,0.000307,1143.002,106
1582,256,11,6,2,0,1024,0.000235,1083.418,93
1583,256,11,6,2,0,2048,0.000235,1077.034,93
1584,256,11,6,2,0,4096,0.000235,1078.896,93
1585,256,11,6,2,0,8192,0.000242,1075.172,93
1586,256,11,6,2,0,16384,0.000233,1071.182,93
1587,256,11,6,2,0,32768,0.000205,1062.404,88
1588,256,11,6,2,0,65536,0.000231,1073.576,93
1589,256,11,6,3,0,1024,0.000486,1717.562,154
1590,256,11,6,3,0,2048,0.000469,1646.806,153
1591,256,11,6,3,0,4096,0.000460,1648.668,153
1592,256,11,6,3,0,8192,0.000476,1649.200,153
1593,256,11,6,3,0,16384,0.000458,1788.052,165
1594,256,11,6,3,0,32768,0.000447,1544.396,129
1595,256,11,6,3,0,65536,0.000464,1563.548,137
1596,256,11,7,1,0,1024,0.000415,994.840,85
1597,256,11,7,1,0,2048,0.000410,1014.258,85
1598,256,11,7,1,0,4096,0.000404,1011.066,85
1599,256,11,7,1,0,8192,0.000403,1004.682,85
1600,256,11,7,1,0,16384,0.000411,1001.756,85
1601,256,11,7,1,0,32768,0.000407,992.446,85
1602,256,11,7,1,0,65536,0.000384,988.988,85
1603,256,11,7,2,0,1024,0.000212,1143.534,106
1604,256,11,7,2,0,2048,0.000214,1144.332,106
1605,256,11,7,2,0,4096,0.000212,1145.928,106
1606,256,11,7,2,0,8192,0.000216,1138.214,106
1607,256,11,7,2,0,16384,0.000218,1143.534,106
1608,256,11,7,2,0,32768,0.000228,1163.484,105
1609,256,11,7,2,0,65536,0.000228,1013.194,90
1610,256,11,7,3,0,1024,0.000433,1642.284,139
1611,256,11,7,3,0,2048,0.000430,1601.586,139
1612,256,11,7,3,0,4096,0.000412,1605.842,139
1613,256,11,7,3,0,8192,0.000411,1596.000,139
1614,256,11,7,3,0,16384,0.000409,1605.576,139
1615,256,11,7,3,0,32768,0.000423,1462.734,123
1616,256,11,7,3,0,65536,0.000421,1676.332,139
1617,256,12,1,1,0,1024,0.000285,882.056,92
1618,256,12,1,1,0,2048,0.000285,881.258,92
1619,256,12,1,1,0,4096,0.000285,879.396,92
1620,256,12,1,1,0,8192,0.000281,973.560,92
1621,256,12,1,1,0,16384,0.000292,880.992,92
1622,256,12,1,1,0,32768,0.000283,867.692,92
1623,256,12,1,1,0,65536,0.000283,868.756,92
1624,256,12,1,2,0,1024,0.000511,1162.952,110
1625,256,12,1,2,0,2048,0.000459,1127.042,96
1626,256,12,1,2,0,4096,0.000459,1126.244,96
1627,256,12,1,2,0,8192,0.000458,1126.244,96
1628,256,12,1,2,0,16384,0.000405,1139.810,113
1629,256,12,1,2,0,32768,0.000404,1073.842,111
1630,256,12,1,2,0,65536,0.000468,1091.132,88
1631,256,12,1,3,0,1024,0.000440,1210.832,109
1632,256,12,1,3,0,2048,0.000435,1185.562,108
1633,256,12,1,3,0,4096,0.000410,1267.756,108
1634,256,12,1,3,0,8192,0.000410,1272.012,108
1635,256,12,1,3,0,16384,0.000409,1335.852,116
1636,256,12,1,3,0,32768,0.000410,1262.436,108
1637,256,12,1,3,0,65536,0.000456,1231.048,108
1638,256,12,2,1,0,1024,0.000252,874.076,74
1639,256,12,2,1,0,2048,0.000255,871.682,74
1640,256,12,2,1,0,4096,0.000252,866.362,74
1641,256,12,2,1,0,8192,0.000255,923.020,74
1642,256,12,2,1,0,16384,0.000245,863.170,74
1643,256,12,2,1,0,32768,0.000253,851.732,74
1644,256,12,2,1,0,65536,0.000256,738.416,66
1645,256,12,2,2,0,1024,0.000420,1037.932,93
1646,256,12,2,2,0,2048,0.000371,1108.422,93
1647,256,12,2,2,0,4096,0.000378,1107.092,93
1648,256,12,2,2,0,8192,0.000371,1107.092,93
1649,256,12,2,2,0,16384,0.000352,1043.252,95
1650,256,12,2,2,0,32768,0.000345,1001.224,93
1651,256,12,2,2,0,65536,0.000377,1090.068,93
1652,256,12,2,3,0,1024,0.000417,1284.514,107
1653,256,12,2,3,0,2048,0.000381,1259.510,106
1654,256,12,2,3,0,4096,0.000382,1269.618,106
1655,256,12,2,3,0,8192,0.000384,1274.406,106
1656,256,12,2,3,0,16384,0.000390,1329.468,110
1657,256,12,2,3,0,32768,0.000405,1281.056,106
1658,256,12,2,3,0,65536,0.000419,1138.746,90
1659,256,12,3,1,0,1024,0.000342,1010.002,76
1660,256,12,3,1,0,2048,0.000344,996.968,76
1661,256,12,3,1,0,4096,0.000342,1006.544,76
1662,256,12,3,1,0,8192,0.000354,999.096,76
1663,256,12,3,1,0,16384,0.000333,1011.864,78
1664,256,12,3,1,0,32768,0.000334,983.668,76
1665,256,12,3,1,0,65536,0.000334,939.512,68
1666,256,12,3,2,0,1024,0.000483,1243.816,110
1667,256,12,3,2,0,2048,0.000460,1149.120,96
1668,256,12,3,2,0,4096,0.000462,1147.258,96
1669,256,12,3,2,0,8192,0.000462,1146.194,96
1670,256,12,3,2,0,16384,0.000364,1322.552,136
1671,256,12,3,2,0,32768,0.000359,1279.194,134
1672,256,12,3,2,0,65536,0.000472,1132.894,88
1673,256,12,3,3,0,1024,0.000412,1185.562,93
1674,256,12,3,3,0,2048,0.000405,1160.292,92
1675,256,12,3,3,0,4096,0.000374,1196.468,92
1676,256,12,3,3,0,8192,0.000385,1199.926,92
1677,256,12,3,3,0,16384,0.000386,1273.076,100
1678,256,12,3,3,0,32768,0.000374,1188.222,92
1679,256,12,3,3,0,65536,0.000401,1223.068,100
1680,256,12,4,1,0,1024,0.000303,1066.660,104
1681,256,12,4,1,0,2048,0.000293,1065.064,104
1682,256,12,4,1,0,4096,0.000293,1067.192,104
1683,256,12,4,1,0,8192,0.000293,1067.724,104
1684,256,12,4,1,0,16384,0.000302,937.384,82
1685,256,12,4,1,0,32768,0.000309,921.158,80
1686,256,12,4,1,0,65536,0.000316,909.188,74
1687,256,12,4,2,0,1024,0.000344,1312.710,132
1688,256,12,4,2,0,2048,0.000349,1284.514,130
1689,256,12,4,2,0,4096,0.000345,1290.366,130
1690,256,12,4,2,0,8192,0.000343,1289.568,130
1691,256,12,4,2,0,16384,0.000343,1307.922,132
1692,256,12,4,2,0,32768,0.000333,1282.918,130
1693,256,12,4,2,0,65536,0.000395,1038.198,92
1694,256,12,4,3,0,1024,0.000365,1272.278,105
1695,256,12,4,3,0,2048,0.000343,1256.850,104
1696,256,12,4,3,0,4096,0.000345,1263.766,104
1697,256,12,4,3,0,8192,0.000362,1256.850,104
1698,256,12,4,3,0,16384,0.000349,1308.454,110
1699,256,12,4,3,0,32768,0.000339,1261.106,104
1700,256,12,4,3,0,65536,0.000371,1191.680,96
1701,256,12,5,1,0,1024,0.000343,1006.012,84
1702,256,12,5,1,0,2048,0.000330,1012.396,84
1703,256,12,5,1,0,4096,0.000349,1010.534,84
1704,256,12,5,1,0,8192,0.000351,1013.460,84
1705,256,12,5,1,0,16384,0.000351,1013.460,84
1706,256,12,5,1,0,32768,0.000342,1007.342,84
1707,256,12,5,1,0,65536,0.000329,919.562,69
1708,256,12,5,2,0,1024,0.000413,1336.650,137
1709,256,12,5,2,0,2048,0.000416,1352.078,137
1710,256,12,5,2,0,4096,0.000425,1350.216,137
1711,256,12,5,2,0,8192,0.000377,1452.094,150
1712,256,12,5,2,0,16384,0.000389,1517.530,152
1713,256,12,5,2,0,32768,0.000389,1341.704,137
1714,256,12,5,2,0,65536,0.000430,1179.976,113
1715,256,12,5,3,0,1024,0.000363,1245.412,94
1716,256,12,5,3,0,2048,0.000359,1212.960,93
1717,256,12,5,3,0,4096,0.000357,1206.310,93
1718,256,12,5,3,0,8192,0.000364,1219.610,93
1719,256,12,5,3,0,16384,0.000364,1277.864,101
1720,256,12,5,3,0,32768,0.000353,1204.182,93
1721,256,12,5,3,0,65536,0.000391,1157.898,101
1722,256,12,6,1,0,1024,0.000327,1233.176,122
1723,256,12,6,1,0,2048,0.000323,1228.388,122
1724,256,12,6,1,0,4096,0.000321,1228.920,122
1725,256,12,6,1,0,8192,0.000326,1233.974,122
1726,256,12,6,1,0,16384,0.000319,1075.704,98
1727,256,12,6,1,0,32768,0.000313,1079.428,98
1728,256,12,6,1,0,65536,0.000307,1143.002,106
1729,256,12,6,2,0,1024,0.000235,1083.418,93
1730,256,12,6,2,0,2048,0.000235,1077.034,93
1731,256,12,6,2,0,4096,0.000235,1078.896,93
1732,256,12,6,2,0,8192,0.000242,1075.172,93
1733,256,12,6,2,0,16384,0.000233,1071.182,93
1734,256,12,6,2,0,32768,0.000205,1062.404,88
1735,256,12,6,2,0,65536,0.000231,1073.576,93
1736,256,12,6,3,0,1024,0.000486,1717.562,154
1737,256,12,6,3,0,2048,0.000469,1646.806,153
1738,256,12,6,3,0,4096,0.000460,1648.668,153
1739,256,12,6,3,0,8192,0.000476,1649.200,153
1740,256,12,6,3,0,16384,0.000458,1788.052,165
1741,256,12,6,3,0,32768,0.000447,1544.396,129
1742,256,12,6,3,0,65536,0.000464,1563.548,137
1743,256,12,7,1,0,1024,0.000415,994.840,85
1744,256,12,7,1,0,2048,0.000410,1014.258,85
1745,256,12,7,1,0,4096,0.000404,1011.066,85
1746,256,12,7,1,0,8192,0.000403,1004.682,85
1747,256,12,7,1,0,16384,0.000411,1001.756,85
1748,256,12,7,1,0,32768,0.000407,992.446,85
1749,256,12,7,1,0,65536,0.000384,988.988,85
1750,256,12,7,2,0,1024,0.000212,1143.534,106
1751,256,12,7,2,0,2048,0.000214,1144.332,106
1752,256,12,7,2,0,4096,0.000212,1145.928,106
1753,256,12,7,2,0,8192,0.000216,1138.214,106
1754,256,12,7,2,0,16384,0.000218,1143.534,106
1755,256,12,7,2,0,32768,0.000228,1163.484,105
1756,256,12,7,2,0,65536,0.000228,1013.194,90
1757,256,12,7,3,0,1024,0.000433,1642.284,139
1758,256,12,7,3,0,2048,0.000430,1601.586,139
1759,256,12,7,3,0,4096,0.000412,1605.842,139
1760,256,12,7,3,0,8192,0.000411,1596.000,139
1761,256,12,7,3,0,16384,0.000409,1605.576,139
1762,256,12,7,3,0,32768,0.000423,1462.734,123
1763,256,12,7,3,0,65536,0.000421,1676.332,139
1764,256,13,1,1,0,1024,0.000285,882.056,92
1765,256,13,1,1,0,2048,0.000285,881.258,92
1766,256,13,1,1,0,4096,0.000285,879.396,92
1767,256,13,1,1,0,8192,0.000281,973.560,92
1768,256,13,1,1,0,16384,0.000292,880.992,92
1769,256,13,1,1,0,32768,0.000283,867.692,92
1770,256,13,1,1,0,65536,0.000283,868.756,92
1771,256,13,1,2,0,1024,0.000511,1162.952,110
1772,256,13,1,2,0,2048,0.000459,1127.042,96
1773,256,13,1,2,0,4096,0.000459,1126.244,96
1774,256,13,1,2,0,8192,0.000458,1126.244,96
1775,256,13,1,2,0,16384,0.000405,1139.810,113
1776,256,13,1,2,0,32768,0.000404,1073.842,111
1777,256,13,1,2,0,65536,0.000468,1091.132,88
1778,256,13,1,3,0,1024,0.000440,1210.832,109
1779,256,13,1,3,0,2048,0.000435,1185.562,108
1780,256,13,1,3,0,4096,0.000410,1267.756,108
1781,256,13,1,3,0,8192,0.000410,1272.012,108
1782,256,13,1,3,0,16384,0.000409,1335.852,116
1783,256,13,1,3,0,32768,0.000410,1262.436,108
1784,256,13,1,3,0,65536,0.000456,1231.048,108
1785,256,13,2,1,0,1024,0.000252,874.076,74
1786,256,13,2,1,0,2048,0.000255,871.682,74
1787,256,13,2,1,0,4096,0.000252,866.362,74
1788,256,13,2,1,0,8192,0.000255,923.020,74
1789,256,13,2,1,0,16384,0.000245,863.170,74
1790,256,13,2,1,0,32768,0.000253,851.732,74
1791,256,13,2,1,0,65536,0.000256,738.416,66
1792,256,13,2,2,0,1024,0.000420,1037.932,93
1793,256,13,2,2,0,2048,0.000371,1108.422,93
1794,256,13,2,2,0,4096,0.000378,1107.092,93
1795,256,13,2,2,0,8192,0.000371,1107.092,93
1796,256,13,2,2,0,16384,0.000352,1043.252,95
1797,256,13,2,2,0,32768,0.000345,1001.224,93
1798,256,13,2,2,0,65536,0.000377,1090.068,93
1799,256,13,2,3,0,1024,0.000417,1284.514,107
1800,256,13,2,3,0,2048,0.000381,1259.510,106
1801,256,13,2,3,0,4096,0.000382,1269.618,106
1802,256,13,2,3,0,8192,0.000384,1274.406,106
1803,256,13,2,3,0,16384,0.000390,1329.468,110
1804,256,13,2,3,0,32768,0.000405,1281.056,106
1805,256,13,2,3,0,65536,0.000419,1138.746,90
1806,256,13,3,1,0,1024,0.000342,1010.002,76
1807,256,13,3,1,0,2048,0.000344,996.968,76
1808,256,13,3,1,0,4096,0.000342,1006.544,76
1809,256,13,3,1,0,8192,0.000354,999.096,76
1810,256,13,3,1,0,16384,0.000333,1011.864,78
1811,256,13,3,1,0,32768,0.000334,983.668,76
1812,256,13,3,1,0,65536,0.000334,939.512,68
1813,256,13,3,2,0,1024,0.000483,1243.816,110
1814,256,13,3,2,0,2048,0.000460,1149.120,96
1815,256,13,3,2,0,4096,0.000462,1147.258,96
1816,256,13,3,2,0,8192,0.000462,1146.194,96
1817,256,13,3,2,0,16384,0.000364,1322.552,136
1818,256,13,3,2,0,32768,0.000359,1279.194,134
1819,256,13,3,2,0,65536,0.000472,1132.894,88
1820,256,13,3,3,0,1024,0.000412,1185.562,93
1821,256,13,3,3,0,2048,0.000405,1160.292,92
1822,256,13,3,3,0,4096,0.000374,1196.468,92
1823,256,13,3,3,0,8192,0.000385,1199.926,92
1824,256,13,3,3,0,16384,0.000386,1273.076,100
1825,256,13,3,3,0,32768,0.000374,1188.222,92
1826,256,13,3,3,0,65536,0.000401,1223.068,100
1827,256,13,4,1,0,1024,0.000303,1066.660,104
1828,256,13,4,1,0,2048,0.000293,1065.064,104
1829,256,13,4,1,0,4096,0.000293,1067.192,104
1830,256,13,4,1,0,8192,0.000293,1067.724,104
1831,256,13,4,1,0,16384,0.000302,937.384,82
1832,256,13,4,1,0,32768,0.000309,921.158,80
1833,256,13,4,1,0,65536,0.000316,909.188,74
1834,256,13,4,2,0,1024,0.000344,1312.710,132
1835,256,13,4,2,0,2048,0.000349,1284.514,130
1836,256,13,4,2,0,4096,0.000345,1290.366,130
1837,256,13,4,2,0,8192,0.000343,1289.568,130
1838,256,13,4,2,0,16384,0.000343,1307.922,132
1839,256,13,4,2,0,32768,0.000333,1282.918,130
1840,256,13,4,2,0,65536,0.000395,1038.198,92
1841,256,13,4,3,0,1024,0.000365,1272.278,105
1842,256,13,4,3,0,2048,0.000343,1256.850,104
1843,256,13,4,3,0,4096,0.000345,1263.766,104
1844,256,13,4,3,0,8192,0.000362,1256.850,104
1845,256,13,4,3,0,16384,0.000349,1308.454,110
1846,256,13,4,3,0,32768,0.000339,1261.106,104
1847,256,13,4,3,0,65536,0.000371,1191.680,96
1848,256,13,5,1,0,1024,0.000343,1006.012,84
1849,256,13,5,1,0,2048,0.000330,1012.396,84
1850,256,13,5,1,0,4096,0.000349,1010.534,84
1851,256,13,5,1,0,8192,0.000351,1013.460,84
1852,256,13,5,1,0,16384,0.000351,1013.460,84
1853,256,13,5,1,0,32768,0.000342,1007.342,84
1854,256,13,5,1,0,65536,0.000329,919.562,69
1855,256,13,5,2,0,1024,0.000413,1336.650,137
1856,256,13,5,2,0,2048,0.000416,1352.078,137
1857,256,13,5,2,0,4096,0.000425,1350.216,137
1858,256,13,5,2,0,8192,0.000377,1452.094,150
1859,256,13,5,2,0,16384,0.000389,1517.530,152
1860,256,13,5,2,0,32768,0.000389,1341.704,137
1861,256,13,5,2,0,65536,0.000430,1179.976,113
1862,256,13,5,3,0,1024,0.000363,1245.412,94
1863,256,13,5,3,0,2048,0.000359,1212.960,93
1864,256,13,5,3,0,4096,0.000357,1206.310,93
1865,256,13,5,3,0,8192,0.000364,1219.610,93
1866,256,13,5,3,0,16384,0.000364,1277.864,101
1867,256,13,5,3,0,32768,0.000353,1204.182,93
1868,256,13,5,3,0,65536,0.000391,1157.898,101
1869,256,13,6,1,0,1024,0.000327,1233.176,122
1870,256,13,6,1,0,2048,0.000323,1228.388,122
1871,256,13,6,1,0,4096,0.000321,1228.920,122
1872,256,13,6,1,0,8192,0.000326,1233.974,122
1873,256,13,6,1,0,16384,0.000319,1075.704,98
1874,256,13,6,1,0,32768,0.000313,1079.428,98
1875,256,13,6,1,0,65536,0.000307,1143.002,106
1876,256,13,6,2,0,1024,0.000235,1083.418,93
1877,256,13,6,2,0,2048,0.000235,1077.034,93
1878,256,13,6,2,0,4096,0.000235,1078.896,93
1879,256,13,6,2,0,8192,0.000242,1075.172,93
1880,256,13,6,2,0,16384,0.000233,1071.182,93
1881,256,13,6,2,0,32768,0.000205,1062.404,88
1882,256,13,6,2,0,65536,0.000231,1073.576,93
1883,256,13,6,3,0,1024,0.000486,1717.562,154
1884,256,13,6,3,0,2048,0.000469,1646.806,153
1885,256,13,6,3,0,4096,0.000460,1648.668,153
1886,256,13,6,3,0,8192,0.000476,1649.200,153
1887,256,13,6,3,0,16384,0.000458,1788.052,165
1888,256,13,6,3,0,32768,0.000447,1544.396,129
1889,256,13,6,3,0,65536,0.000464,1563.548,137
1890,256,13,7,1,0,1024,0.000415,994.840,85
1891,256,13,7,1,0,2048,0.000410,1014.258,85
1892,256,13,7,1,0,4096,0.000404,1011.066,85
1893,256,13,7,1,0,8192,0.000403,1004.682,85
1894,256,13,7,1,0,16384,0.000411,1001.756,85
1895,256,13,7,1,0,32768,0.000407,992.446,85
1896,256,13,7,1,0,65536,0.000384,988.988,85
1897,256,13,7,2,0,1024,0.000212,1143.534,106
1898,256,13,7,2,0,2048,0.000214,1144.332,106
1899,256,13,7,2,0,4096,0.000212,1145.928,106
1900,256,13,7,2,0,8192,0.000216,1138.214,106
1901,256,13,7,2,0,16384,0.000218,1143.534,106
1902,256,13,7,2,0,32768,0.000228,1163.484,105
1903,256,13,7,2,0,65536,0.000228,1013.194,90
1904,256,13,7,3,0,1024,0.000433,1642.284,139
1905,256,13,7,3,0,2048,0.000430,1601.586,139
1906,256,13,7,3,0,4096,0.000412,1605.842,139
1907,256,13,7,3,0,8192,0.000411,1596.000,139
1908,256,13,7,3,0,16384,0.000409,1605.576,139
1909,256,13,7,3,0,32768,0.000423,1462.734,123
1910,256,13,7,3,0,65536,0.000421,1676.332,139
1911,256,14,1,1,0,1024,0.000285,882.056,92
1912,256,14,1,1,0,2048,0.000285,881.258,92
1913,256,14,1,1,0,4096,0.000285,879.396,92
1914,256,14,1,1,0,8192,0.000281,973.560,92
1915,256,14,1,1,0,16384,0.000292,880.992,92
1916,256,14,1,1,0,32768,0.000283,867.692,92
1917,256,14,1,1,0,65536,0.000283,868.756,92
1918,256,14,1,2,0,1024,0.000511,1162.952,110
1919,256,14,1,2,0,2048,0.000459,1127.042,96
1920,256,14,1,2,0,4096,0.000459,1126.244,96
1921,256,14,1,2,0,8192,0.000458,1126.244,96
1922,256,14,1,2,0,16384,0.000405,1139.810,113
1923,256,14,1,2,0,32768,0.000404,1073.842,111
1924,256,14,1,2,0,65536,0.000468,1091.132,88
1925,256,14,1,3,0,1024,0.000440,1210.832,109
1926,256,14,1,3,0,2048,0.000435,1185.562,108
1927,256,14,1,3,0,4096,0.000410,1267.756,108
1928,256,14,1,3,0,8192,0.000410,1272.012,108
1929,256,14,1,3,0,16384,0.000409,1335.852,116
1930,256,14,1,3,0,32768,0.000410,1262.436,108
1931,256,14,1,3,0,65536,0.000456,1231.048,108
1932,256,14,2,1,0,1024,0.000252,874.076,74
1933,256,14,2,1,0,2048,0.000255,871.682,74
1934,256,14,2,1,0,4096,0.000252,866.362,74
1935,256,14,2,1,0,8192,0.000255,923.020,74
1936,256,14,2,1,0,16384,0.000245,863.170,74
1937,256,14,2,1,0,32768,0.000253,851.732,74
1938,256,14,2,1,0,65536,0.000256,738.416,66
1939,256,14,2,2,0,1024,0.000420,1037.932,93
1940,256,14,2,2,0,2048,0.000371,1108.422,93
1941,256,14,2,2,0,4096,0.000378,1107.092,93
1942,256,14,2,2,0,8192,0.000371,1107.092,93
1943,256,14,2,2,0,16384,0.000352,1043.252,95
1944,256,14,2,2,0,32768,0.000345,1001.224,93
1945,256,14,2,2,0,65536,0.000377,1090.068,93
1946,256,14,2,3,0,1024,0.000417,1284.514,107
1947,256,14,2,3,0,2048,0.000381,1259.510,106
1948,256,14,2,3,0,4096,0.000382,1269.618,106
1949,256,14,2,3,0,8192,0.000384,1274.406,106
1950,256,14,2,3,0,16384,0.000390,1329.468,110
1951,256,14,2,3,0,32768,0.000405,1281.056,106
1952,256,14,2,3,0,65536,0.000419,1138.746,90
1953,256,14,3,1,0,1024,0.000342,1010.002,76
1954,256,14,3,1,0,2048,0.000344,996.968,76
1955,256,14,3,1,0,4096,0.000342,1006.544,76
1956,256,14,3,1,0,8192,0.000354,999.096,76
1957,256,14,3,1,0,16384,0.000333,1011.864,78
1958,256,14,3,1,0,32768,0.000334,983.668,76
1959,256,14,3,1,0,65536,0.000334,939.512,68
1960,256,14,3,2,0,1024,0.000483,1243.816,110
1961,256,14,3,2,0,2048,0.000460,1149.120,96
1962,256,14,3,2,0,4096,0.000462,1147.258,96
1963,256,14,3,2,0,8192,0.000462,1146.194,96
1964,256,14,3,2,0,16384,0.000364,1322.552,136
1965,256,14,3,2,0,32768,0.000359,1279.194,134
1966,256,14,3,2,0,65536,0.000472,1132.894,88
1967,256,14,3,3,0,1024,0.000412,1185.562,93
1968,256,14,3,3,0,2048,0.000405,1160.292,92
1969,256,14,3,3,0,4096,0.000374,1196.468,92
1970,256,14,3,3,0,8192,0.000385,1199.926,92
1971,256,14,3,3,0,16384,0.000386,1273.076,100
1972,256,14,3,3,0,32768,0.000374,1188.222,92
1973,256,14,3,3,0,65536,0.000401,1223.068,100
1974,256,14,4,1,0,1024,0.000303,1066.660,104
1975,256,14,4,1,0,2048,0.000293,1065.064,104
1976,256,14,4,1,0,4096,0.000293,1067.192,104
1977,256,14,4,1,0,8192,0.000293,1067.724,104
1978,256,14,4,1,0,16384,0.000302,937.384,82
1979,256,14,4,1,0,32768,0.000309,921.158,80
1980,256,14,4,1,0,65536,0.000316,909.188,74
1981,256,14,4,2,0,1024,0.000344,1312.710,132
1982,256,14,4,2,0,2048,0.000349,1284.514,130
1983,256,14,4,2,0,4096,0.000345,1290.366,130
1984,256,14,4,2,0,8192,0.000343,1289.568,130
1985,256,14,4,2,0,16384,0.000343,1307.922,132
1986,256,14,4,2,0,32768,0.000333,1282.918,130
1987,256,14,4,2,0,65536,0.000395,1038.198,92
1988,256,14,4,3,0,1024,0.000365,1272.278,105
1989,256,14,4,3,0,2048,0.000343,1256.850,104
