n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2,lut,ff,dsp,bram
2310,1024,1,8,8,4,1,0,1048576,7.895545,48,163,66,1,0
2311,1024,1,8,8,4,1,0,524288,4.87619,60,217,68,1,0
2312,1024,1,8,8,4,1,0,262144,11.138725,96,341,72,1,0
2316,1024,1,8,8,4,2,0,1048576,5.526534,39,164,67,1,0
2317,1024,1,8,8,4,2,0,524288,5.111989,61,218,69,1,0
2318,1024,1,8,8,4,2,0,262144,10.308216,106,341,73,1,0
2322,1024,1,8,8,4,4,0,1048576,5.095904,39,182,71,1,0
2323,1024,1,8,8,4,4,0,524288,4.444403,57,228,73,1,0
2324,1024,1,8,8,4,4,0,262144,6.493515,109,347,77,1,0
2328,1024,1,8,8,4,8,0,1048576,6.822888,38,189,65,1,0
2329,1024,1,8,8,4,8,0,524288,6.571353,59,223,67,1,0
2330,1024,1,8,8,4,8,0,262144,11.606891,103,348,71,1,0
2334,1024,1,8,8,4,16,0,1048576,7.13186,44,188,68,1,0
2335,1024,1,8,8,4,16,0,524288,5.039361,67,231,70,1,0
2336,1024,1,8,8,4,16,0,262144,10.672662,111,358,74,1,0
2340,1024,1,8,8,8,1,0,1048576,5.261604,46,186,69,1,0
2341,1024,1,8,8,8,1,0,524288,7.494405,65,233,71,1,0
2342,1024,1,8,8,8,1,0,262144,6.527671,110,350,75,1,0
2346,1024,1,8,8,8,2,0,1048576,6.07844,44,172,71,1,0
2347,1024,1,8,8,8,2,0,524288,5.846225,66,228,73,1,0
2348,1024,1,8,8,8,2,0,262144,4.98402,100,349,77,1,0
2352,1024,1,8,8,8,4,0,1048576,6.559171,34,187,65,1,0
2353,1024,1,8,8,8,4,0,524288,7.606413,64,221,67,1,0
2354,1024,1,8,8,8,4,0,262144,6.525311,115,355,71,1,0
2358,1024,1,8,8,8,8,0,1048576,6.268272,42,185,68,1,0
2359,1024,1,8,8,8,8,0,524288,7.881027,63,230,70,1,0
2360,1024,1,8,8,8,8,0,262144,6.775399,94,353,74,1,0
2364,1024,1,8,8,8,16,0,1048576,5.784797,39,175,69,1,0
2365,1024,1,8,8,8,16,0,524288,5.059757,69,224,71,1,0
2366,1024,1,8,8,8,16,0,262144,7.72267,107,349,75,1,0
2370,1024,1,8,8,16,1,0,1048576,3.80078,34,144,47,1,0
2371,1024,1,8,8,16,1,0,524288,3.339395,80,222,49,1,0
2372,1024,1,8,8,16,1,0,262144,4.118587,110,413,60,1,0
2376,1024,1,8,8,16,2,0,1048576,4.319701,41,183,38,1,0
2377,1024,1,8,8,16,2,0,524288,3.772749,73,206,40,1,0
2378,1024,1,8,8,16,2,0,262144,5.639027,96,333,44,1,0
2382,1024,1,8,8,16,4,0,1048576,4.137005,47,168,41,1,0
2383,1024,1,8,8,16,4,0,524288,4.881397,62,223,43,1,0
2384,1024,1,8,8,16,4,0,262144,10.587842,112,356,47,1,0
2388,1024,1,8,8,16,8,0,1048576,5.211513,36,155,75,1,0
2389,1024,1,8,8,16,8,0,524288,4.109853,58,227,77,1,0
2390,1024,1,8,8,16,8,0,262144,6.485761,114,327,81,1,0
2394,1024,1,8,8,16,16,0,1048576,5.128002,32,160,70,1,0
2395,1024,1,8,8,16,16,0,524288,4.111138,53,215,72,1,0
2396,1024,1,8,8,16,16,0,262144,7.617747,152,344,76,1,0
2400,1024,2,1,1,1,1,0,1048576,4.243884,44,150,73,1,0
2401,1024,2,1,1,1,1,0,524288,3.418965,65,239,75,1,0
2402,1024,2,1,1,1,1,0,262144,4.237164,104,353,79,1,0
2406,1024,2,1,1,1,2,0,1048576,3.95146,34,188,75,1,0
2407,1024,2,1,1,1,2,0,524288,4.491762,54,209,77,1,0
2408,1024,2,1,1,1,2,0,262144,7.593255,106,328,81,1,0
2412,1024,2,1,1,1,4,0,1048576,4.203423,40,178,70,1,0
2413,1024,2,1,1,1,4,0,524288,4.9302,58,209,72,1,0
2414,1024,2,1,1,1,4,0,262144,7.844294,120,347,76,1,0
2418,1024,2,1,1,1,8,0,1048576,4.902094,36,175,73,1,0
2419,1024,2,1,1,1,8,0,524288,5.02977,53,224,75,1,0
2420,1024,2,1,1,1,8,0,262144,6.716439,96,342,79,1,0
2424,1024,2,1,1,1,16,0,1048576,4.785047,44,186,77,1,0
2425,1024,2,1,1,1,16,0,524288,3.608951,66,229,79,1,0
2426,1024,2,1,1,1,16,0,262144,7.075933,100,343,83,1,0
2430,1024,2,1,1,2,1,0,1048576,5.681179,47,171,72,1,0
2431,1024,2,1,1,2,1,0,524288,4.625679,61,229,74,1,0
2432,1024,2,1,1,2,1,0,262144,7.807908,98,351,78,1,0
2436,1024,2,1,1,2,2,0,1048576,6.368749,42,170,75,1,0
2437,1024,2,1,1,2,2,0,524288,4.85134,66,243,77,1,0
2438,1024,2,1,1,2,2,0,262144,7.998745,123,362,81,1,0
2442,1024,2,1,1,2,4,0,1048576,4.354207,37,188,77,1,0
2443,1024,2,1,1,2,4,0,524288,3.950891,67,230,79,1,0
2444,1024,2,1,1,2,4,0,262144,7.635592,102,345,83,1,0
2448,1024,2,1,1,2,8,0,1048576,4.534723,43,192,72,1,0
2449,1024,2,1,1,2,8,0,524288,4.408904,59,228,74,1,0
2450,1024,2,1,1,2,8,0,262144,5.186535,100,350,82,1,0
2454,1024,2,1,1,2,16,0,1048576,4.127003,50,192,75,1,0
2455,1024,2,1,1,2,16,0,524288,5.283102,72,236,77,1,0
2456,1024,2,1,1,2,16,0,262144,8.380034,101,359,81,1,0
2460,1024,2,1,1,4,1,0,1048576,3.20869,37,156,45,1,0
2461,1024,2,1,1,4,1,0,524288,2.941075,71,202,47,1,0
2462,1024,2,1,1,4,1,0,262144,3.554303,102,411,54,1,0
2466,1024,2,1,1,4,2,0,1048576,4.343028,42,199,61,1,0
2467,1024,2,1,1,4,2,0,524288,3.840389,56,216,63,1,0
2468,1024,2,1,1,4,2,0,262144,4.001346,118,472,67,1,0
2472,1024,2,1,1,4,4,0,1048576,4.068568,48,216,89,1,0
2473,1024,2,1,1,4,4,0,524288,3.333106,64,236,91,1,0
2474,1024,2,1,1,4,4,0,262144,4.200332,158,421,95,1,0
2478,1024,2,1,1,4,8,0,1048576,3.787445,43,221,85,1,0
2479,1024,2,1,1,4,8,0,524288,4.768538,86,308,87,1,0
2480,1024,2,1,1,4,8,0,262144,3.670278,103,344,94,1,0
2484,1024,2,1,1,4,16,0,1048576,3.748203,40,207,89,1,0
2485,1024,2,1,1,4,16,0,524288,3.694426,83,312,91,1,0
2486,1024,2,1,1,4,16,0,262144,3.590907,103,336,98,1,0
2490,1024,2,1,1,8,1,0,1048576,3.805443,44,218,85,1,0
2491,1024,2,1,1,8,1,0,524288,4.499908,80,309,87,1,0
2492,1024,2,1,1,8,1,0,262144,4.624121,150,427,91,1,0
2496,1024,2,1,1,8,2,0,1048576,4.195976,49,217,91,1,0
2497,1024,2,1,1,8,2,0,524288,3.662065,89,336,93,1,0
2498,1024,2,1,1,8,2,0,262144,3.66879,152,518,97,1,0
2502,1024,2,1,1,8,4,0,1048576,4.306518,47,186,87,1,0
2503,1024,2,1,1,8,4,0,524288,3.750201,70,249,89,1,0
2504,1024,2,1,1,8,4,0,262144,3.984588,133,525,94,1,0
2508,1024,2,1,1,8,8,0,1048576,4.749945,44,218,91,1,0
2509,1024,2,1,1,8,8,0,524288,4.095012,84,336,93,1,0
2510,1024,2,1,1,8,8,0,262144,3.31232,118,522,99,1,0
2514,1024,2,1,1,8,16,0,1048576,3.977436,38,187,87,1,0
2515,1024,2,1,1,8,16,0,524288,3.898367,67,254,89,1,0
2516,1024,2,1,1,8,16,0,262144,3.515731,99,373,96,1,0
2520,1024,2,1,1,16,1,0,1048576,8.107975,41,136,59,1,0
2521,1024,2,1,1,16,1,0,524288,8.552866,56,186,61,1,0
2522,1024,2,1,1,16,1,0,262144,7.044106,88,287,68,1,0
2526,1024,2,1,1,16,2,0,1048576,9.048287,30,141,50,1,0
2527,1024,2,1,1,16,2,0,524288,7.100235,60,184,52,1,0
2528,1024,2,1,1,16,2,0,262144,10.127613,95,304,59,1,0
2532,1024,2,1,1,16,4,0,1048576,7.745882,28,135,53,1,0
2533,1024,2,1,1,16,4,0,524288,9.492023,49,199,55,1,0
2534,1024,2,1,1,16,4,0,262144,9.216133,96,317,62,1,0
2538,1024,2,1,1,16,8,0,1048576,9.365642,34,130,54,1,0
2539,1024,2,1,1,16,8,0,524288,6.521362,49,199,56,1,0
2540,1024,2,1,1,16,8,0,262144,9.913007,93,317,63,1,0
2544,1024,2,1,1,16,16,0,1048576,9.586554,30,129,55,1,0
2545,1024,2,1,1,16,16,0,524288,9.050128,55,201,57,1,0
2546,1024,2,1,1,16,16,0,262144,8.895453,89,318,64,1,0
2550,1024,2,1,2,1,1,0,1048576,9.580494,36,178,50,1,0
2551,1024,2,1,2,1,1,0,524288,7.755945,65,206,52,1,0
2552,1024,2,1,2,1,1,0,262144,10.873151,101,327,56,1,0
2556,1024,2,1,2,1,2,0,1048576,12.95477,33,175,60,1,0
2557,1024,2,1,2,1,2,0,524288,7.287763,73,274,62,1,0
2558,1024,2,1,2,1,2,0,262144,8.163949,87,377,66,1,0
2562,1024,2,1,2,1,4,0,1048576,11.569063,42,169,63,1,0
2563,1024,2,1,2,1,4,0,524288,8.352912,101,287,65,1,0
2564,1024,2,1,2,1,4,0,262144,8.02117,98,407,69,1,0
2568,1024,2,1,2,1,8,0,1048576,9.559664,39,169,64,1,0
2569,1024,2,1,2,1,8,0,524288,11.65829,99,288,66,1,0
2570,1024,2,1,2,1,8,0,262144,7.064816,99,409,70,1,0
2574,1024,2,1,2,1,16,0,1048576,9.760197,39,168,65,1,0
2575,1024,2,1,2,1,16,0,524288,7.58834,77,289,67,1,0
2576,1024,2,1,2,1,16,0,262144,6.824899,99,412,71,1,0
2580,1024,2,1,2,2,1,0,1048576,9.312558,38,154,86,1,0
2581,1024,2,1,2,2,1,0,524288,8.819369,57,209,88,1,0
2582,1024,2,1,2,2,1,0,262144,14.031694,144,321,92,1,0
2586,1024,2,1,2,2,2,0,1048576,11.995436,43,169,83,1,0
2587,1024,2,1,2,2,2,0,524288,8.400565,61,224,85,1,0
2588,1024,2,1,2,2,2,0,262144,9.697877,128,345,89,1,0
2592,1024,2,1,2,2,4,0,1048576,10.374403,45,157,86,1,0
2593,1024,2,1,2,2,4,0,524288,9.756338,58,231,88,1,0
2594,1024,2,1,2,2,4,0,262144,9.005582,116,358,92,1,0
2598,1024,2,1,2,2,8,0,1048576,12.668494,49,158,87,1,0
2599,1024,2,1,2,2,8,0,524288,8.860895,50,232,89,1,0
2600,1024,2,1,2,2,8,0,262144,9.928634,121,356,93,1,0
2604,1024,2,1,2,2,16,0,1048576,10.190872,46,158,88,1,0
2605,1024,2,1,2,2,16,0,524288,9.924337,60,233,90,1,0
2606,1024,2,1,2,2,16,0,262144,8.782511,120,357,94,1,0
2610,1024,2,1,2,4,1,0,1048576,9.067391,41,162,86,1,0
2611,1024,2,1,2,4,1,0,524288,12.964467,58,221,88,1,0
2612,1024,2,1,2,4,1,0,262144,7.723238,99,349,96,1,0
2616,1024,2,1,2,4,2,0,1048576,12.352451,41,169,83,1,0
2617,1024,2,1,2,4,2,0,524288,10.701697,56,233,85,1,0
2618,1024,2,1,2,4,2,0,262144,9.701468,107,360,93,1,0
2622,1024,2,1,2,4,4,0,1048576,9.637433,38,172,86,1,0
2623,1024,2,1,2,4,4,0,524288,9.501252,72,234,88,1,0
2624,1024,2,1,2,4,4,0,262144,9.452367,100,355,94,1,0
2628,1024,2,1,2,4,8,0,1048576,10.549598,47,171,87,1,0
2629,1024,2,1,2,4,8,0,524288,9.19984,67,241,89,1,0
2630,1024,2,1,2,4,8,0,262144,11.123748,118,359,97,1,0
2634,1024,2,1,2,4,16,0,1048576,11.533192,48,170,88,1,0
2635,1024,2,1,2,4,16,0,524288,10.345323,66,235,90,1,0
2636,1024,2,1,2,4,16,0,262144,9.025833,111,366,97,1,0
2640,1024,2,1,2,8,1,0,1048576,9.200204,55,180,88,1,0
2641,1024,2,1,2,8,1,0,524288,7.346624,60,228,90,1,0
2642,1024,2,1,2,8,1,0,262144,8.864948,104,348,97,1,0
2646,1024,2,1,2,8,2,0,1048576,11.638712,39,199,85,1,0
2647,1024,2,1,2,8,2,0,524288,8.457339,73,240,87,1,0
2648,1024,2,1,2,8,2,0,262144,9.829917,107,367,95,1,0
2652,1024,2,1,2,8,4,0,1048576,9.019973,43,190,88,1,0
2653,1024,2,1,2,8,4,0,524288,10.727587,65,257,90,1,0
2654,1024,2,1,2,8,4,0,262144,8.84537,107,381,98,1,0
2658,1024,2,1,2,8,8,0,1048576,9.113165,48,185,89,1,0
2659,1024,2,1,2,8,8,0,524288,11.272253,89,244,91,1,0
2660,1024,2,1,2,8,8,0,262144,13.528718,119,360,97,1,0
2664,1024,2,1,2,8,16,0,1048576,10.059751,43,186,90,1,0
2665,1024,2,1,2,8,16,0,524288,9.556269,66,242,92,1,0
2666,1024,2,1,2,8,16,0,262144,11.872941,104,361,99,1,0
2670,1024,2,1,2,16,1,0,1048576,4.749582,32,165,59,1,0
2671,1024,2,1,2,16,1,0,524288,5.93644,83,259,61,1,0
2672,1024,2,1,2,16,1,0,262144,6.796482,158,354,65,1,0
2676,1024,2,1,2,16,2,0,1048576,6.488944,33,169,51,1,0
2677,1024,2,1,2,16,2,0,524288,5.344975,81,259,53,1,0
2678,1024,2,1,2,16,2,0,262144,10.010339,117,403,59,1,0
2682,1024,2,1,2,16,4,0,1048576,7.063126,36,158,54,1,0
2683,1024,2,1,2,16,4,0,524288,4.75596,76,271,56,1,0
2684,1024,2,1,2,16,4,0,262144,6.044318,123,429,62,1,0
2688,1024,2,1,2,16,8,0,1048576,5.03751,37,157,55,1,0
2689,1024,2,1,2,16,8,0,524288,6.013084,77,271,57,1,0
2690,1024,2,1,2,16,8,0,262144,5.633941,122,429,63,1,0
2694,1024,2,1,2,16,16,0,1048576,5.108027,38,178,48,1,0
2695,1024,2,1,2,16,16,0,524288,5.662686,72,238,50,1,0
2696,1024,2,1,2,16,16,0,262144,6.42803,120,414,58,1,0
2700,1024,2,1,4,1,1,0,1048576,6.81229,37,164,63,1,0
2701,1024,2,1,4,1,1,0,524288,5.644262,66,203,65,1,0
2702,1024,2,1,4,1,1,0,262144,7.566793,97,328,69,1,0
2706,1024,2,1,4,1,2,0,1048576,6.100726,33,155,66,1,0
2707,1024,2,1,4,1,2,0,524288,4.883322,63,219,68,1,0
2708,1024,2,1,4,1,2,0,262144,6.144123,106,345,72,1,0
2712,1024,2,1,4,1,4,0,1048576,6.81491,34,155,67,1,0
2713,1024,2,1,4,1,4,0,524288,4.890596,56,219,69,1,0
2714,1024,2,1,4,1,4,0,262144,7.185141,114,344,73,1,0
2718,1024,2,1,4,1,8,0,1048576,6.554472,37,165,92,1,0
2719,1024,2,1,4,1,8,0,524288,6.141727,64,263,94,1,0
2720,1024,2,1,4,1,8,0,262144,6.036391,130,337,98,1,0
2724,1024,2,1,4,1,16,0,1048576,8.676313,39,174,90,1,0
2725,1024,2,1,4,1,16,0,524288,5.494031,85,273,92,1,0
2726,1024,2,1,4,1,16,0,262144,6.454035,125,353,96,1,0
2730,1024,2,1,4,2,1,0,1048576,7.696843,41,166,93,1,0
2731,1024,2,1,4,2,1,0,524288,5.753219,61,300,95,1,0
2732,1024,2,1,4,2,1,0,262144,9.172261,105,358,99,1,0
2736,1024,2,1,4,2,2,0,1048576,8.452737,39,162,94,1,0
2737,1024,2,1,4,2,2,0,524288,7.155897,106,299,96,1,0
2738,1024,2,1,4,2,2,0,262144,5.60634,131,364,100,1,0
2742,1024,2,1,4,2,4,0,1048576,7.715081,40,175,92,1,0
2743,1024,2,1,4,2,4,0,524288,6.893916,62,231,94,1,0
2748,1024,2,1,4,2,8,0,1048576,8.400416,49,176,90,1,0
2749,1024,2,1,4,2,8,0,524288,7.834585,57,243,92,1,0
2750,1024,2,1,4,2,8,0,262144,6.947149,100,361,98,1,0
2754,1024,2,1,4,2,16,0,1048576,8.464,43,177,93,1,0
2755,1024,2,1,4,2,16,0,524288,6.563825,58,248,95,1,0
2756,1024,2,1,4,2,16,0,262144,6.25322,105,363,101,1,0
2760,1024,2,1,4,4,1,0,1048576,7.200021,48,173,94,1,0
2761,1024,2,1,4,4,1,0,524288,6.497309,56,247,96,1,0
2762,1024,2,1,4,4,1,0,262144,6.603714,114,348,102,1,0
2766,1024,2,1,4,4,2,0,1048576,6.57432,45,179,94,1,0
2767,1024,2,1,4,4,2,0,524288,6.552821,62,255,96,1,0
2768,1024,2,1,4,4,2,0,262144,5.662773,99,354,104,1,0
2772,1024,2,1,4,4,4,0,1048576,7.825655,46,197,92,1,0
2773,1024,2,1,4,4,4,0,524288,6.981664,58,259,94,1,0
2774,1024,2,1,4,4,4,0,262144,6.737415,107,361,102,1,0
2778,1024,2,1,4,4,8,0,1048576,6.308666,47,187,95,1,0
2779,1024,2,1,4,4,8,0,524288,6.829439,71,261,97,1,0
2780,1024,2,1,4,4,8,0,262144,6.667269,92,378,105,1,0
2784,1024,2,1,4,4,16,0,1048576,6.340576,45,192,96,1,0
2785,1024,2,1,4,4,16,0,524288,7.524446,67,247,98,1,0
2786,1024,2,1,4,4,16,0,262144,6.265198,91,359,104,1,0
2790,1024,2,1,4,8,1,0,1048576,3.80078,34,144,47,1,0
2791,1024,2,1,4,8,1,0,524288,3.339395,80,222,49,1,0
2792,1024,2,1,4,8,1,0,262144,4.118587,110,413,60,1,0
2796,1024,2,1,4,8,2,0,1048576,4.319701,41,183,38,1,0
2797,1024,2,1,4,8,2,0,524288,3.772749,73,206,40,1,0
2798,1024,2,1,4,8,2,0,262144,5.639027,96,333,44,1,0
2802,1024,2,1,4,8,4,0,1048576,4.137005,47,168,41,1,0
2803,1024,2,1,4,8,4,0,524288,4.881397,62,223,43,1,0
2804,1024,2,1,4,8,4,0,262144,10.587842,112,356,47,1,0
2808,1024,2,1,4,8,8,0,1048576,5.211513,36,155,75,1,0
2809,1024,2,1,4,8,8,0,524288,4.109853,58,227,77,1,0
2810,1024,2,1,4,8,8,0,262144,6.485761,114,327,81,1,0
2814,1024,2,1,4,8,16,0,1048576,5.128002,32,160,70,1,0
2815,1024,2,1,4,8,16,0,524288,4.111138,53,215,72,1,0
2816,1024,2,1,4,8,16,0,262144,7.617747,152,344,76,1,0
2820,1024,2,1,4,16,1,0,1048576,4.243884,44,150,73,1,0
2821,1024,2,1,4,16,1,0,524288,3.418965,65,239,75,1,0
2822,1024,2,1,4,16,1,0,262144,4.237164,104,353,79,1,0
2826,1024,2,1,4,16,2,0,1048576,5.541722,42,194,106,1,0
2827,1024,2,1,4,16,2,0,524288,5.730424,73,259,108,1,0
2828,1024,2,1,4,16,2,0,262144,5.56914,134,412,115,1,0
2832,1024,2,1,4,16,4,0,1048576,7.32367,53,259,105,1,0
2833,1024,2,1,4,16,4,0,524288,6.158382,87,334,107,1,0
2834,1024,2,1,4,16,4,0,262144,6.023858,139,486,111,1,0
2838,1024,2,1,4,16,8,0,1048576,5.770628,57,253,108,1,0
2839,1024,2,1,4,16,8,0,524288,7.747929,101,374,110,1,0
2840,1024,2,1,4,16,8,0,262144,6.966752,124,508,117,1,0
2844,1024,2,1,4,16,16,0,1048576,4.170637,39,169,47,1,0
2845,1024,2,1,4,16,16,0,524288,3.109431,85,306,51,1,0
2846,1024,2,1,4,16,16,0,262144,4.389975,152,440,55,1,0
2850,1024,2,1,8,1,1,0,1048576,4.652243,56,272,38,1,0
2851,1024,2,1,8,1,1,0,524288,5.412185,92,353,40,1,0
2852,1024,2,1,8,1,1,0,262144,5.001641,118,533,44,1,0
2856,1024,2,1,8,1,2,0,1048576,5.434426,56,282,41,1,0
2857,1024,2,1,8,1,2,0,524288,6.378521,96,361,43,1,0
2858,1024,2,1,8,1,2,0,262144,5.530179,133,476,47,1,0
2862,1024,2,1,8,1,4,0,1048576,3.892181,50,211,47,1,0
2863,1024,2,1,8,1,4,0,524288,3.53732,73,295,49,1,0
2864,1024,2,1,8,1,4,0,262144,4.440602,114,392,55,1,0
2868,1024,2,1,8,1,8,0,1048576,7.715735,62,281,107,1,0
2869,1024,2,1,8,1,8,0,524288,7.850271,92,350,109,1,0
2870,1024,2,1,8,1,8,0,262144,7.216029,143,523,113,1,0
2874,1024,2,1,8,1,16,0,1048576,6.483559,67,275,110,1,0
2875,1024,2,1,8,1,16,0,524288,7.481546,93,379,112,1,0
2876,1024,2,1,8,1,16,0,262144,7.39418,142,527,116,1,0
2880,1024,2,1,8,2,1,0,1048576,3.20869,37,156,45,1,0
2881,1024,2,1,8,2,1,0,524288,2.941075,71,202,47,1,0
2882,1024,2,1,8,2,1,0,262144,3.554303,102,411,54,1,0
2887,1024,2,1,8,2,2,0,524288,3.840389,56,216,63,1,0
2888,1024,2,1,8,2,2,0,262144,4.001346,118,472,67,1,0
2892,1024,2,1,8,2,4,0,1048576,4.068568,48,216,89,1,0
2893,1024,2,1,8,2,4,0,524288,3.333106,64,236,91,1,0
2894,1024,2,1,8,2,4,0,262144,4.200332,158,421,95,1,0
2898,1024,2,1,8,2,8,0,1048576,3.787445,43,221,85,1,0
2899,1024,2,1,8,2,8,0,524288,4.768538,86,308,87,1,0
2900,1024,2,1,8,2,8,0,262144,3.670278,103,344,94,1,0
2904,1024,2,1,8,2,16,0,1048576,5.046898,41,191,45,1,0
2905,1024,2,1,8,2,16,0,524288,2.539582,81,313,47,1,0
2906,1024,2,1,8,2,16,0,262144,3.119021,136,562,58,1,0
2910,1024,2,1,8,4,1,0,1048576,5.812616,67,334,136,1,0
2911,1024,2,1,8,4,1,0,524288,7.252361,118,436,138,1,0
2912,1024,2,1,8,4,1,0,262144,6.566365,176,655,142,1,0
2916,1024,2,1,8,4,2,0,1048576,3.344718,47,216,45,1,0
2917,1024,2,1,8,4,2,0,524288,3.936227,92,316,47,1,0
2918,1024,2,1,8,4,2,0,262144,3.903963,143,490,55,1,0
2922,1024,2,1,8,4,4,0,1048576,5.801055,75,323,136,1,0
2923,1024,2,1,8,4,4,0,524288,6.210375,123,447,138,1,0
2924,1024,2,1,8,4,4,0,262144,7.558309,171,662,142,1,0
2928,1024,2,1,8,4,8,0,1048576,4.017573,45,219,45,1,0
2929,1024,2,1,8,4,8,0,524288,4.365817,87,357,47,1,0
2930,1024,2,1,8,4,8,0,262144,5.277435,151,582,51,1,0
2934,1024,2,1,8,4,16,0,1048576,5.886698,66,308,138,1,0
2935,1024,2,1,8,4,16,0,524288,8.371252,103,443,140,1,0
2936,1024,2,1,8,4,16,0,262144,6.392079,174,682,144,1,0
2940,1024,2,1,8,8,1,0,1048576,8.107975,41,136,59,1,0
2941,1024,2,1,8,8,1,0,524288,8.552866,56,186,61,1,0
2942,1024,2,1,8,8,1,0,262144,7.044106,88,287,68,1,0
2946,1024,2,1,8,8,2,0,1048576,9.048287,30,141,50,1,0
2947,1024,2,1,8,8,2,0,524288,7.100235,60,184,52,1,0
2948,1024,2,1,8,8,2,0,262144,10.127613,95,304,59,1,0
2952,1024,2,1,8,8,4,0,1048576,7.745882,28,135,53,1,0
2953,1024,2,1,8,8,4,0,524288,9.492023,49,199,55,1,0
2954,1024,2,1,8,8,4,0,262144,9.216133,96,317,62,1,0
2958,1024,2,1,8,8,8,0,1048576,9.365642,34,130,54,1,0
2959,1024,2,1,8,8,8,0,524288,6.521362,49,199,56,1,0
2960,1024,2,1,8,8,8,0,262144,9.913007,93,317,63,1,0
2964,1024,2,1,8,8,16,0,1048576,9.586554,30,129,55,1,0
2965,1024,2,1,8,8,16,0,524288,9.050128,55,201,57,1,0
2966,1024,2,1,8,8,16,0,262144,8.895453,89,318,64,1,0
2970,1024,2,1,8,16,1,0,1048576,9.580494,36,178,50,1,0
2971,1024,2,1,8,16,1,0,524288,7.755945,65,206,52,1,0
2972,1024,2,1,8,16,1,0,262144,10.873151,101,327,56,1,0
2976,1024,2,1,8,16,2,0,1048576,12.95477,33,175,60,1,0
2977,1024,2,1,8,16,2,0,524288,7.287763,73,274,62,1,0
2978,1024,2,1,8,16,2,0,262144,8.163949,87,377,66,1,0
2982,1024,2,1,8,16,4,0,1048576,11.569063,42,169,63,1,0
2983,1024,2,1,8,16,4,0,524288,8.352912,101,287,65,1,0
2984,1024,2,1,8,16,4,0,262144,8.02117,98,407,69,1,0
2988,1024,2,1,8,16,8,0,1048576,9.559664,39,169,64,1,0
2989,1024,2,1,8,16,8,0,524288,11.65829,99,288,66,1,0
2990,1024,2,1,8,16,8,0,262144,7.064816,99,409,70,1,0
2994,1024,2,1,8,16,16,0,1048576,9.760197,39,168,65,1,0
2995,1024,2,1,8,16,16,0,524288,7.404061,75,289,67,1,0
2996,1024,2,1,8,16,16,0,262144,6.824899,99,412,71,1,0
3000,1024,2,2,1,1,1,0,1048576,9.312558,38,154,86,1,0
3001,1024,2,2,1,1,1,0,524288,8.819369,57,209,88,1,0
3002,1024,2,2,1,1,1,0,262144,14.031694,144,321,92,1,0
3006,1024,2,2,1,1,2,0,1048576,11.995436,43,169,83,1,0
3007,1024,2,2,1,1,2,0,524288,8.400565,61,224,85,1,0
3008,1024,2,2,1,1,2,0,262144,9.697877,128,345,89,1,0
3012,1024,2,2,1,1,4,0,1048576,10.374403,45,157,86,1,0
3013,1024,2,2,1,1,4,0,524288,9.756338,58,231,88,1,0
3014,1024,2,2,1,1,4,0,262144,9.005582,116,358,92,1,0
3018,1024,2,2,1,1,8,0,1048576,12.668494,49,158,87,1,0
3019,1024,2,2,1,1,8,0,524288,8.860895,50,232,89,1,0
3020,1024,2,2,1,1,8,0,262144,9.928634,121,356,93,1,0
3024,1024,2,2,1,1,16,0,1048576,10.190872,46,158,88,1,0
3025,1024,2,2,1,1,16,0,524288,9.924337,60,233,90,1,0
3026,1024,2,2,1,1,16,0,262144,8.782511,120,357,94,1,0
3030,1024,2,2,1,2,1,0,1048576,14.647076,60,304,125,1,0
3031,1024,2,2,1,2,1,0,524288,11.407571,103,365,127,1,0
3032,1024,2,2,1,2,1,0,262144,11.243178,116,477,133,1,0
3036,1024,2,2,1,2,2,0,1048576,14.623648,45,218,39,1,0
3037,1024,2,2,1,2,2,0,524288,11.641762,83,281,41,1,0
3038,1024,2,2,1,2,2,0,262144,11.920021,112,415,49,1,0
3042,1024,2,2,1,2,4,0,1048576,11.152885,45,225,42,1,0
3043,1024,2,2,1,2,4,0,524288,11.634756,91,300,44,1,0
3044,1024,2,2,1,2,4,0,262144,12.071234,121,428,52,1,0
3048,1024,2,2,1,2,8,0,1048576,13.64531,44,232,43,1,0
3049,1024,2,2,1,2,8,0,524288,9.921725,79,304,45,1,0
3050,1024,2,2,1,2,8,0,262144,10.70069,114,426,53,1,0
3054,1024,2,2,1,2,16,0,1048576,12.243939,41,229,44,1,0
3055,1024,2,2,1,2,16,0,524288,11.227176,76,280,46,1,0
3056,1024,2,2,1,2,16,0,262144,10.950774,117,425,53,1,0
3060,1024,2,2,1,4,1,0,1048576,10.917505,60,270,50,1,0
3061,1024,2,2,1,4,1,0,524288,9.670066,91,313,52,1,0
3062,1024,2,2,1,4,1,0,262144,13.225427,139,463,56,1,0
3066,1024,2,2,1,4,2,0,1048576,11.088907,47,230,39,1,0
3067,1024,2,2,1,4,2,0,524288,13.78875,80,306,41,1,0
3068,1024,2,2,1,4,2,0,262144,11.115229,116,422,47,1,0
3072,1024,2,2,1,4,4,0,1048576,9.522114,50,233,42,1,0
3073,1024,2,2,1,4,4,0,524288,11.547352,79,293,44,1,0
