n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
5399,64,1,5,2,115200,0,0.229348,12600.952,696
5400,64,1,5,2,57600,0,0.238163,14200.942,743
5401,64,1,5,2,28800,0,0.267602,15993.782,769
5402,64,1,5,2,14400,0,0.24332,25569.516,942
5404,64,1,5,3,460800,0,0.263729,13007.666,753
5405,64,1,5,3,230400,0,0.242638,13342.028,750
5406,64,1,5,3,115200,0,0.242864,14320.11,800
5407,64,1,5,3,57600,0,0.259606,15315.216,821
5408,64,1,5,3,28800,0,0.300905,16690.969,838
5409,64,1,5,3,14400,0,0.272838,21223.607,875
5411,64,1,5,4,460800,0,0.231109,14093.478,796
5412,64,1,5,4,230400,0,0.237748,13969.522,800
5413,64,1,5,4,115200,0,0.236324,15431.99,840
5414,64,1,5,4,57600,0,0.233759,17818.543,878
5415,64,1,5,4,28800,0,0.234492,27343.203,1706
5418,64,1,5,5,460800,0,0.26195,13624.254,817
5419,64,1,5,5,230400,0,0.237444,14222.754,815
5420,64,1,5,5,115200,0,0.24936,15870.624,864
5421,64,1,5,5,57600,0,0.257092,16932.496,879
5422,64,1,5,5,28800,0,0.303183,18927.496,909
5425,64,2,1,1,460800,0,0.20236,13536.74,870
5426,64,2,1,1,230400,0,0.200707,14460.026,873
5427,64,2,1,1,115200,0,0.205244,14167.426,901
5428,64,2,1,1,57600,0,0.207894,15434.384,949
5429,64,2,1,1,28800,0,0.20429,15734.432,973
5430,64,2,1,1,14400,0,0.20253,18863.123,1198
5431,64,2,1,1,7200,0,0.210734,20659.156,1255
5432,64,2,1,2,460800,0,0.203675,16982.504,1073
5433,64,2,1,2,230400,0,0.200982,17283.615,1073
5434,64,2,1,2,115200,0,0.20713,18113.27,1095
5435,64,2,1,2,57600,0,0.200919,19736.934,1183
5436,64,2,1,2,28800,0,0.211984,20522.697,1202
5437,64,2,1,2,14400,0,0.20306,22111.516,1358
5439,64,2,1,3,460800,0,0.209971,18106.887,1168
5440,64,2,1,3,230400,0,0.202975,17812.955,1171
5441,64,2,1,3,115200,0,0.205625,18490.99,1210
5442,64,2,1,3,57600,0,0.204184,20951.756,1273
5443,64,2,1,3,28800,0,0.208169,22081.725,1347
5444,64,2,1,3,14400,0,0.202572,23289.098,1503
5446,64,2,1,4,460800,0,0.210057,20395.018,1247
5447,64,2,1,4,230400,0,0.202502,20606.488,1244
5448,64,2,1,4,115200,0,0.205697,21451.037,1244
5449,64,2,1,4,57600,0,0.21048,22443.484,1287
5450,64,2,1,4,28800,0,0.209184,26982.508,1432
5451,64,2,1,4,14400,0,0.208914,29285.27,1580
5453,64,2,1,5,460800,0,0.20342,19360.277,1296
5454,64,2,1,5,230400,0,0.205074,20517.91,1299
5455,64,2,1,5,115200,0,0.201279,20284.361,1338
5456,64,2,1,5,57600,0,0.211519,21621.811,1411
5457,64,2,1,5,28800,0,0.207915,23177.645,1491
5460,64,2,2,1,460800,0,0.19504,12989.312,777
5461,64,2,2,1,230400,0,0.207744,13507.48,775
5462,64,2,2,1,115200,0,0.206783,14956.116,816
5463,64,2,2,1,57600,0,0.202127,17191.58,881
5464,64,2,2,1,28800,0,0.206155,21827.693,1001
5465,64,2,2,1,14400,0,0.204459,29024.59,1237
5467,64,2,2,2,460800,0,0.208508,16211.37,998
5468,64,2,2,2,230400,0,0.195937,16597.867,1014
5469,64,2,2,2,115200,0,0.209943,17343.998,1018
5470,64,2,2,2,57600,0,0.20546,22081.191,1348
5471,64,2,2,2,28800,0,0.217836,22982.4,1143
5474,64,2,2,3,460800,0,0.225629,17968.832,1096
5475,64,2,2,3,230400,0,0.206051,18922.975,1136
5476,64,2,2,3,115200,0,0.199002,23288.566,1353
5478,64,2,2,3,28800,0,0.236014,28529.83,1367
5481,64,2,2,4,460800,0,0.207692,19372.248,1201
5482,64,2,2,4,230400,0,0.204834,21198.072,1240
5483,64,2,2,4,115200,0,0.212903,21635.109,1239
5484,64,2,2,4,57600,0,0.204258,24456.307,1308
5488,64,2,2,5,460800,0,0.215328,19762.736,1225
5489,64,2,2,5,230400,0,0.203649,20234.619,1269
5490,64,2,2,5,115200,0,0.205135,24567.494,1467
5495,64,2,3,1,460800,0,0.19504,12989.312,777
5496,64,2,3,1,230400,0,0.207744,13507.48,775
5497,64,2,3,1,115200,0,0.206783,14956.116,816
5498,64,2,3,1,57600,0,0.202127,17191.58,881
5499,64,2,3,1,28800,0,0.206155,21827.693,1001
5500,64,2,3,1,14400,0,0.204459,29024.59,1237
5502,64,2,3,2,460800,0,0.208508,16211.37,998
5503,64,2,3,2,230400,0,0.195937,16597.867,1014
5504,64,2,3,2,115200,0,0.209943,17343.998,1018
5505,64,2,3,2,57600,0,0.20546,22081.191,1348
5506,64,2,3,2,28800,0,0.217836,22982.4,1143
5509,64,2,3,3,460800,0,0.225629,17968.832,1096
5510,64,2,3,3,230400,0,0.206051,18922.975,1136
5511,64,2,3,3,115200,0,0.199002,23288.566,1353
5513,64,2,3,3,28800,0,0.236014,28529.83,1367
5516,64,2,3,4,460800,0,0.207692,19372.248,1201
5517,64,2,3,4,230400,0,0.204834,21198.072,1240
5518,64,2,3,4,115200,0,0.212903,21635.109,1239
5519,64,2,3,4,57600,0,0.204258,24456.307,1308
5523,64,2,3,5,460800,0,0.215328,19762.736,1225
5524,64,2,3,5,230400,0,0.203649,20234.619,1269
5525,64,2,3,5,115200,0,0.205135,24567.494,1467
5530,64,2,4,1,460800,0,0.19504,12989.312,777
5531,64,2,4,1,230400,0,0.207744,13507.48,775
5532,64,2,4,1,115200,0,0.206783,14956.116,816
5533,64,2,4,1,57600,0,0.202127,17191.58,881
5534,64,2,4,1,28800,0,0.206155,21827.693,1001
5535,64,2,4,1,14400,0,0.204459,29024.59,1237
5537,64,2,4,2,460800,0,0.208508,16211.37,998
5538,64,2,4,2,230400,0,0.195937,16597.867,1014
5539,64,2,4,2,115200,0,0.209943,17343.998,1018
5540,64,2,4,2,57600,0,0.20546,22081.191,1348
5541,64,2,4,2,28800,0,0.217836,22982.4,1143
5544,64,2,4,3,460800,0,0.225629,17968.832,1096
5545,64,2,4,3,230400,0,0.206051,18922.975,1136
5546,64,2,4,3,115200,0,0.199002,23288.566,1353
5547,64,2,4,3,57600,0,0.234765,24342.725,1270
5548,64,2,4,3,28800,0,0.236014,28529.83,1367
5551,64,2,4,4,460800,0,0.207692,19372.248,1201
5552,64,2,4,4,230400,0,0.204834,21198.072,1240
5553,64,2,4,4,115200,0,0.212903,21635.109,1239
5554,64,2,4,4,57600,0,0.204258,24456.307,1308
5558,64,2,4,5,460800,0,0.215328,19762.736,1225
5559,64,2,4,5,230400,0,0.203649,20234.619,1269
5565,64,2,5,1,460800,0,0.19504,12989.312,777
5566,64,2,5,1,230400,0,0.207744,13507.48,775
5567,64,2,5,1,115200,0,0.206783,14956.116,816
5568,64,2,5,1,57600,0,0.202127,17191.58,881
5569,64,2,5,1,28800,0,0.206155,21827.693,1001
5570,64,2,5,1,14400,0,0.204459,29024.59,1237
5572,64,2,5,2,460800,0,0.208508,16211.37,998
5573,64,2,5,2,230400,0,0.195937,16597.867,1014
5574,64,2,5,2,115200,0,0.209943,17343.998,1018
5575,64,2,5,2,57600,0,0.20546,22081.191,1348
5576,64,2,5,2,28800,0,0.217836,22982.4,1143
5577,64,2,5,2,14400,0,0.20663,29756.889,1215
5579,64,2,5,3,460800,0,0.225629,17968.832,1096
5580,64,2,5,3,230400,0,0.206051,18922.975,1136
5581,64,2,5,3,115200,0,0.199002,23288.566,1353
5583,64,2,5,3,28800,0,0.236014,28529.83,1367
5586,64,2,5,4,460800,0,0.207692,19372.248,1201
5587,64,2,5,4,230400,0,0.204834,21198.072,1240
5588,64,2,5,4,115200,0,0.212903,21635.109,1239
5589,64,2,5,4,57600,0,0.204258,24456.307,1308
5593,64,2,5,5,460800,0,0.215328,19762.736,1225
5594,64,2,5,5,230400,0,0.203649,20234.619,1269
5595,64,2,5,5,115200,0,0.205135,24567.494,1467
5600,64,3,1,1,460800,0,0.222074,19068.742,1244
5601,64,3,1,1,230400,0,0.222052,19126.465,1256
5602,64,3,1,1,115200,0,0.211687,19047.994,1288
5603,64,3,1,1,57600,0,0.214886,20290.48,1343
5604,64,3,1,1,28800,0,0.237357,19862.486,1315
5605,64,3,1,1,14400,0,0.221846,23061.668,1501
5606,64,3,1,1,7200,0,0.259613,21460.613,1341
5607,64,3,1,2,460800,0,0.213322,24426.779,1566
5608,64,3,1,2,230400,0,0.209267,24236.059,1578
5609,64,3,1,2,115200,0,0.210597,25284.631,1608
5610,64,3,1,2,57600,0,0.213194,27159.133,1687
5611,64,3,1,2,28800,0,0.214116,27432.314,1741
5612,64,3,1,2,14400,0,0.209396,30452.744,1910
5614,64,3,1,3,460800,0,0.223385,24937.234,1561
5615,64,3,1,3,230400,0,0.224084,25487.588,1573
5616,64,3,1,3,115200,0,0.224872,25672.457,1605
5617,64,3,1,3,57600,0,0.216626,26664.639,1644
5618,64,3,1,3,28800,0,0.21675,29982.723,1770
5619,64,3,1,3,14400,0,0.222239,30108.273,1801
5621,64,3,1,4,460800,0,0.215788,29027.25,1819
5622,64,3,1,4,230400,0,0.210921,28848.764,1831
5623,64,3,1,4,115200,0,0.216329,30250.584,1864
5624,64,3,1,4,57600,0,0.221871,32015.76,1968
5625,64,3,1,4,28800,0,0.215653,33765.508,2057
5628,64,3,1,5,460800,0,0.221376,28545.258,1882
5629,64,3,1,5,230400,0,0.218965,28971.391,1894
5630,64,3,1,5,115200,0,0.22284,27957.133,1926
5631,64,3,1,5,57600,0,0.213985,29977.137,1981
5632,64,3,1,5,28800,0,0.216557,34438.754,2104
5635,64,3,2,1,460800,0,0.235269,17405.178,1076
5636,64,3,2,1,230400,0,0.234095,18087.734,1092
5637,64,3,2,1,115200,0,0.219101,20009.85,1179
5638,64,3,2,1,57600,0,0.22818,22612.66,1272
5639,64,3,2,1,28800,0,0.253743,24140.83,1295
5640,64,3,2,1,14400,0,0.243742,27845.678,1230
5642,64,3,2,2,460800,0,0.210284,23659.369,1458
5643,64,3,2,2,230400,0,0.206725,24695.973,1474
5644,64,3,2,2,115200,0,0.209054,25911.857,1525
5645,64,3,2,2,57600,0,0.210987,29402.576,1627
5646,64,3,2,2,28800,0,0.215205,32683.42,1734
5649,64,3,2,3,460800,0,0.228024,23750.342,1498
5650,64,3,2,3,230400,0,0.220488,24389.807,1517
5651,64,3,2,3,115200,0,0.218898,25716.613,1574
5652,64,3,2,3,57600,0,0.225189,29691.984,1705
5653,64,3,2,3,28800,0,0.220834,35960.539,1880
5656,64,3,2,4,460800,0,0.220461,28355.334,1704
5657,64,3,2,4,230400,0,0.223433,30162.805,1729
5658,64,3,2,4,115200,0,0.221106,30635.486,1777
5659,64,3,2,4,57600,0,0.221722,33596.066,1823
5663,64,3,2,5,460800,0,0.223848,25568.719,1771
5664,64,3,2,5,230400,0,0.226452,26599.201,1790
5665,64,3,2,5,115200,0,0.225623,28220.205,1857
5666,64,3,2,5,57600,0,0.222558,31230.795,1984
5670,64,3,3,1,460800,0,0.212579,18748.213,1108
5671,64,3,3,1,230400,0,0.218135,19325.697,1130
5672,64,3,3,1,115200,0,0.218157,21147,1198
5673,64,3,3,1,57600,0,0.221769,23536.479,1288
5674,64,3,3,1,28800,0,0.226117,29347.514,1538
5675,64,3,3,1,14400,0,0.212623,45599.848,1998
5677,64,3,3,2,460800,0,0.216302,23315.697,1347
5678,64,3,3,2,230400,0,0.213335,24872.596,1457
5679,64,3,3,2,115200,0,0.20129,27255.689,1436
5680,64,3,3,2,57600,0,0.222658,28189.615,1436
5681,64,3,3,2,28800,0,0.238002,32137.854,1692
5684,64,3,3,3,460800,0,0.247295,24499.398,1460
5685,64,3,3,3,230400,0,0.222714,27568.24,1626
5687,64,3,3,3,57600,0,0.238779,28674.268,1659
5691,64,3,3,4,460800,0,0.223191,26942.607,1620
5692,64,3,3,4,230400,0,0.204978,27983.998,1640
5693,64,3,3,4,115200,0,0.218335,31579.254,1693
5698,64,3,3,5,460800,0,0.238945,28089.865,1699
5705,64,3,4,1,460800,0,0.212579,18748.213,1108
5706,64,3,4,1,230400,0,0.218135,19325.697,1130
5707,64,3,4,1,115200,0,0.218157,21147,1198
5708,64,3,4,1,57600,0,0.221769,23536.479,1288
5709,64,3,4,1,28800,0,0.226117,29347.514,1538
5710,64,3,4,1,14400,0,0.212623,45599.848,1998
5712,64,3,4,2,460800,0,0.216302,23315.697,1347
5713,64,3,4,2,230400,0,0.213335,24872.596,1457
5714,64,3,4,2,115200,0,0.20129,27255.689,1436
5715,64,3,4,2,57600,0,0.222658,28189.615,1436
5716,64,3,4,2,28800,0,0.238002,32137.854,1692
5719,64,3,4,3,460800,0,0.247295,24499.398,1460
5720,64,3,4,3,230400,0,0.222714,27568.24,1626
5722,64,3,4,3,57600,0,0.238779,28674.268,1659
5726,64,3,4,4,460800,0,0.223191,26942.607,1620
5727,64,3,4,4,230400,0,0.204978,27983.998,1640
5728,64,3,4,4,115200,0,0.218335,31579.254,1693
5733,64,3,4,5,460800,0,0.238945,28089.865,1699
5740,64,3,5,1,460800,0,0.212579,18748.213,1108
5741,64,3,5,1,230400,0,0.218135,19325.697,1130
5742,64,3,5,1,115200,0,0.218157,21147,1198
5743,64,3,5,1,57600,0,0.221769,23536.479,1288
5744,64,3,5,1,28800,0,0.226117,29347.514,1538
5745,64,3,5,1,14400,0,0.212623,45599.848,1998
5747,64,3,5,2,460800,0,0.216302,23315.697,1347
5748,64,3,5,2,230400,0,0.213335,24872.596,1457
5749,64,3,5,2,115200,0,0.20129,27255.689,1436
5750,64,3,5,2,57600,0,0.222658,28189.615,1436
5751,64,3,5,2,28800,0,0.238002,32137.854,1692
5754,64,3,5,3,460800,0,0.247295,24499.398,1460
5755,64,3,5,3,230400,0,0.222714,27568.24,1626
5757,64,3,5,3,57600,0,0.238779,28674.268,1659
5761,64,3,5,4,460800,0,0.223191,26942.607,1620
5762,64,3,5,4,230400,0,0.204978,27983.998,1640
5763,64,3,5,4,115200,0,0.218335,31579.254,1693
5768,64,3,5,5,460800,0,0.238945,28089.865,1699
5775,64,4,1,1,460800,0,0.210343,20539.189,1445
5776,64,4,1,1,230400,0,0.211897,21033.949,1453
5777,64,4,1,1,115200,0,0.20581,20494.236,1487
5778,64,4,1,1,57600,0,0.214789,21646.549,1537
5779,64,4,1,1,28800,0,0.218065,22732.627,1543
5780,64,4,1,1,14400,0,0.215113,24241.111,1732
5781,64,4,1,1,7200,0,0.204623,28245.742,2000
5782,64,4,1,2,460800,0,0.207442,26023.578,1887
5783,64,4,1,2,230400,0,0.208164,25758.377,1894
5784,64,4,1,2,115200,0,0.21203,26450.242,1920
5785,64,4,1,2,57600,0,0.209099,29202.545,1991
5786,64,4,1,2,28800,0,0.202663,31135.033,2031
5787,64,4,1,2,14400,0,0.21084,33708.316,2227
5789,64,4,1,3,460800,0,0.21289,27687.143,2018
5790,64,4,1,3,230400,0,0.214271,28500.836,2027
5791,64,4,1,3,115200,0,0.209328,28592.34,2064
5792,64,4,1,3,57600,0,0.214638,31846.584,2135
5793,64,4,1,3,28800,0,0.211098,31878.504,2222
5794,64,4,1,3,14400,0,0.213257,35300.859,2439
5796,64,4,1,4,460800,0,0.200761,33624.527,2216
5797,64,4,1,4,230400,0,0.207488,31668.363,2221
5798,64,4,1,4,115200,0,0.207912,33316.5,2245
5799,64,4,1,4,57600,0,0.208804,36241.172,2319
5800,64,4,1,4,28800,0,0.201928,38053.695,2360
5803,64,4,1,5,460800,0,0.206479,30727.521,2291
5804,64,4,1,5,230400,0,0.215458,30881.803,2300
5805,64,4,1,5,115200,0,0.209544,32451.201,2336
5806,64,4,1,5,57600,0,0.200716,35654.906,2425
5810,64,4,2,1,460800,0,0.201924,19806.893,1340
5811,64,4,2,1,230400,0,0.20756,19781.889,1338
5812,64,4,2,1,115200,0,0.214204,20301.652,1380
5813,64,4,2,1,57600,0,0.208139,21785.932,1480
5814,64,4,2,1,28800,0,0.20501,23496.047,1563
5815,64,4,2,1,14400,0,0.202674,27207.012,1823
5817,64,4,2,2,460800,0,0.202547,26309.527,1813
5818,64,4,2,2,230400,0,0.206532,26134.5,1813
5819,64,4,2,2,115200,0,0.202568,26684.057,1844
5820,64,4,2,2,57600,0,0.207102,28911.539,1882
5821,64,4,2,2,28800,0,0.200017,30122.105,1950
5822,64,4,2,2,14400,0,0.202716,33554.57,2229
5824,64,4,2,3,460800,0,0.203938,27279.896,1945
5825,64,4,2,3,230400,0,0.206789,27176.688,1948
5826,64,4,2,3,115200,0,0.208117,27478.066,1958
5827,64,4,2,3,57600,0,0.211975,29507.912,2065
5828,64,4,2,3,28800,0,0.213904,30808.387,2151
5831,64,4,2,4,460800,0,0.207292,31475.514,2123
5832,64,4,2,4,230400,0,0.210494,31550.525,2111
5833,64,4,2,4,115200,0,0.208704,32748.059,2137
5834,64,4,2,4,57600,0,0.206492,35839.512,2197
5838,64,4,2,5,460800,0,0.212575,29377.838,2202
5839,64,4,2,5,230400,0,0.209403,29809.023,2205
5840,64,4,2,5,115200,0,0.206981,29889.355,2234
5841,64,4,2,5,57600,0,0.202095,32666.662,2320
5845,64,4,3,1,460800,0,0.211501,21482.426,1495
5846,64,4,3,1,230400,0,0.214608,21826.098,1515
5847,64,4,3,1,115200,0,0.214183,23783.061,1590
5848,64,4,3,1,57600,0,0.223057,27023.205,1668
5849,64,4,3,1,28800,0,0.221962,32143.705,1865
5850,64,4,3,1,14400,0,0.209288,41949.266,2210
5852,64,4,3,2,460800,0,0.212434,28116.467,1959
5853,64,4,3,2,230400,0,0.210542,29751.035,1966
5854,64,4,3,2,115200,0,0.212038,31211.908,2024
5855,64,4,3,2,57600,0,0.209023,34936.176,2087
5856,64,4,3,2,28800,0,0.207659,42987.992,2260
5859,64,4,3,3,460800,0,0.216486,30227.441,2167
5860,64,4,3,3,230400,0,0.215659,31655.33,2189
5861,64,4,3,3,115200,0,0.219168,35313.895,2271
5862,64,4,3,3,57600,0,0.214206,38978.309,2367
5866,64,4,3,4,460800,0,0.209127,34378.371,2293
5867,64,4,3,4,230400,0,0.21005,35184.086,2301
5868,64,4,3,4,115200,0,0.208445,39112.375,2359
5869,64,4,3,4,57600,0,0.216339,45742.691,2479
5873,64,4,3,5,460800,0,0.216977,34669.641,2437
5874,64,4,3,5,230400,0,0.22346,35981.023,2463
5875,64,4,3,5,115200,0,0.214809,38819.773,2547
5880,64,4,4,1,460800,0,0.201413,19251.484,1321
5881,64,4,4,1,230400,0,0.20303,19595.688,1315
5882,64,4,4,1,115200,0,0.206541,20426.672,1356
5883,64,4,4,1,57600,0,0.209073,23864.189,1372
5884,64,4,4,1,28800,0,0.208033,23345.756,1520
5887,64,4,4,2,460800,0,0.208938,23794.498,1621
5888,64,4,4,2,230400,0,0.198316,24382.891,1616
5889,64,4,4,2,115200,0,0.199847,25836.314,1656
5890,64,4,4,2,57600,0,0.205228,41776.629,3347
5894,64,4,4,3,460800,0,0.211271,26456.627,1781
5895,64,4,4,3,230400,0,0.206214,26688.578,1806
5896,64,4,4,3,115200,0,0.20975,29994.16,1858
5901,64,4,4,4,460800,0,0.199547,27445.348,1933
5902,64,4,4,4,230400,0,0.200261,32452.799,2120
5903,64,4,4,4,115200,0,0.205551,30726.99,1996
5908,64,4,4,5,460800,0,0.214462,29114.764,2092
5915,64,4,5,1,460800,0,0.201413,19251.484,1321
5916,64,4,5,1,230400,0,0.20303,19595.688,1315
5917,64,4,5,1,115200,0,0.206541,20426.672,1356
5918,64,4,5,1,57600,0,0.209073,23864.189,1372
5919,64,4,5,1,28800,0,0.208033,23345.756,1520
5922,64,4,5,2,460800,0,0.208938,23794.498,1621
5923,64,4,5,2,230400,0,0.198316,24382.891,1616
5924,64,4,5,2,115200,0,0.199847,25836.314,1656
5925,64,4,5,2,57600,0,0.205228,41776.629,3347
5929,64,4,5,3,460800,0,0.211271,26456.627,1781
5930,64,4,5,3,230400,0,0.206214,26688.578,1806
5931,64,4,5,3,115200,0,0.20975,29994.16,1858
5936,64,4,5,4,460800,0,0.199547,27445.348,1933
5937,64,4,5,4,230400,0,0.200261,32452.799,2120
5938,64,4,5,4,115200,0,0.205551,30726.99,1996
5943,64,4,5,5,460800,0,0.214462,29114.764,2092
5957,64,5,1,2,460800,0,0.212418,32284.686,2226
5958,64,5,1,2,230400,0,0.21994,32136.258,2234
5959,64,5,1,2,115200,0,0.214431,32826.262,2272
5960,64,5,1,2,57600,0,0.211533,33682.25,2360
5961,64,5,1,2,28800,0,0.217705,37181.215,2474
5962,64,5,1,2,14400,0,0.211799,38191.215,2601
5964,64,5,1,3,460800,0,0.214564,34830.57,2412
5965,64,5,1,3,230400,0,0.212993,34384.223,2420
5966,64,5,1,3,115200,0,0.214166,34828.711,2476
5967,64,5,1,3,57600,0,0.219542,34658.469,2523
5968,64,5,1,3,28800,0,0.21827,37967.512,2644
5971,64,5,1,4,460800,0,0.219807,40351.137,2646
5972,64,5,1,4,230400,0,0.219387,40430.402,2654
5973,64,5,1,4,115200,0,0.208945,41327.09,2692
5974,64,5,1,4,57600,0,0.241234,39668.047,2647
5978,64,5,1,5,460800,0,0.221112,37493.23,2764
5979,64,5,1,5,230400,0,0.214077,38336.984,2772
5980,64,5,1,5,115200,0,0.209941,36550.793,2797
5988,64,5,2,1,57600,0,0.211825,27904.197,1929
5992,64,5,2,2,460800,0,0.21404,33116.469,2165
5993,64,5,2,2,230400,0,0.219833,33356.398,2195
5994,64,5,2,2,115200,0,0.2165,34671.504,2324
5995,64,5,2,2,57600,0,0.222763,36912.82,2407
5996,64,5,2,2,28800,0,0.217261,39181.535,2620
5999,64,5,2,3,460800,0,0.221578,36217.496,2408
6000,64,5,2,3,230400,0,0.21366,35245.531,2417
6001,64,5,2,3,115200,0,0.220795,35970.648,2445
6002,64,5,2,3,57600,0,0.24472,37789.023,2582
6006,64,5,2,4,460800,0,0.220191,42908.461,2613
6007,64,5,2,4,230400,0,0.215673,43810.465,2695
6008,64,5,2,4,115200,0,0.219252,43697.949,2744
6013,64,5,2,5,460800,0,0.220057,40813.711,2728
6014,64,5,2,5,230400,0,0.213749,41210.051,2737
6020,64,5,3,1,460800,0,0.213251,25114.656,1748
6021,64,5,3,1,230400,0,0.220322,26016.928,1770
6022,64,5,3,1,115200,0,0.212582,27278.301,1859
6023,64,5,3,1,57600,0,0.233452,28386.455,1960
6024,64,5,3,1,28800,0,0.245748,32839.828,2152
6027,64,5,3,2,460800,0,0.216352,36601.336,2426
6028,64,5,3,2,230400,0,0.220813,37073.484,2444
6029,64,5,3,2,115200,0,0.216508,39700.5,2549
6030,64,5,3,2,57600,0,0.214857,44967.301,2750
6034,64,5,3,3,460800,0,0.222018,38442.055,2558
6035,64,5,3,3,230400,0,0.219988,38624.797,2606
6036,64,5,3,3,115200,0,0.21798,40218.668,2670
6041,64,5,3,4,460800,0,0.211757,47023.746,2816
6042,64,5,3,4,230400,0,0.207675,47680.5,2851
6055,64,5,4,1,460800,0,0.22401,24849.986,1620
6056,64,5,4,1,230400,0,0.22636,25361.238,1646
6057,64,5,4,1,115200,0,0.227005,27457.318,1736
6058,64,5,4,1,57600,0,0.218756,34024.324,1990
6059,64,5,4,1,28800,0,0.221383,39570.426,2010
6062,64,5,4,2,460800,0,0.225761,32308.359,1941
6063,64,5,4,2,230400,0,0.229356,34123.543,1988
6064,64,5,4,2,115200,0,0.226475,35668.473,2121
6065,64,5,4,2,57600,0,0.212926,41722.898,2299
6069,64,5,4,3,460800,0,0.226107,34317.988,2159
6070,64,5,4,3,230400,0,0.219977,35894.305,2197
6071,64,5,4,3,115200,0,0.220622,39718.59,2367
6072,64,5,4,3,57600,0,0.225047,46204.73,2540
6076,64,5,4,4,460800,0,0.21599,41270.699,2334
6077,64,5,4,4,230400,0,0.2197,41720.238,2344
6090,64,5,5,1,460800,0,0.207418,25899.355,1681
6091,64,5,5,1,230400,0,0.205105,26319.902,1705
6092,64,5,5,1,115200,0,0.207243,28782.797,1775
6093,64,5,5,1,57600,0,0.209599,34441.148,2045
6094,64,5,5,1,28800,0,0.212697,42957.672,2315
6097,64,5,5,2,460800,0,0.234716,31321.766,1923
6098,64,5,5,2,230400,0,0.226085,36598.676,2264
6099,64,5,5,2,115200,0,0.221664,44667.52,2822
6104,64,5,5,3,460800,0,0.222938,34247.5,2155
6111,64,5,5,4,460800,0,0.213771,36059.492,2280
6125,128,1,1,1,460800,0,0.240178,10241.798,574
6126,128,1,1,1,230400,0,0.240518,10495.296,579
6127,128,1,1,1,115200,0,0.230153,11525.514,615
6128,128,1,1,1,57600,0,0.235372,12523.28,620
6129,128,1,1,1,28800,0,0.240202,15345.008,716
6130,128,1,1,1,14400,0,0.242013,18935.477,833
6131,128,1,1,1,7200,0,0.248,25508.602,1000
6132,128,1,1,2,460800,0,0.23574,11457.95,664
6133,128,1,1,2,230400,0,0.240809,12588.45,685
6134,128,1,1,2,115200,0,0.229348,12600.952,696
6135,128,1,1,2,57600,0,0.238163,14200.942,743
6136,128,1,1,2,28800,0,0.267602,15993.782,769
6137,128,1,1,2,14400,0,0.24332,25569.516,942
6139,128,1,1,3,460800,0,0.263729,13007.666,753
6140,128,1,1,3,230400,0,0.242638,13342.028,750
6141,128,1,1,3,115200,0,0.242864,14320.11,800
6142,128,1,1,3,57600,0,0.259606,15315.216,821
6143,128,1,1,3,28800,0,0.300905,16690.969,838
6144,128,1,1,3,14400,0,0.272838,21223.607,875
6146,128,1,1,4,460800,0,0.231109,14093.478,796
6147,128,1,1,4,230400,0,0.237748,13969.522,800
6148,128,1,1,4,115200,0,0.236324,15431.99,840
6149,128,1,1,4,57600,0,0.233759,17818.543,878
6150,128,1,1,4,28800,0,0.234492,27343.203,1706
6153,128,1,1,5,460800,0,0.26195,13624.254,817
6154,128,1,1,5,230400,0,0.237444,14222.754,815
6155,128,1,1,5,115200,0,0.24936,15870.624,864
6156,128,1,1,5,57600,0,0.257092,16932.496,879
6157,128,1,1,5,28800,0,0.303183,18927.496,909
6160,128,1,2,1,460800,0,0.240178,10241.798,574
6161,128,1,2,1,230400,0,0.240518,10495.296,579
6162,128,1,2,1,115200,0,0.230153,11525.514,615
6163,128,1,2,1,57600,0,0.235372,12523.28,620
6164,128,1,2,1,28800,0,0.240202,15345.008,716
6165,128,1,2,1,14400,0,0.242013,18935.477,833
6166,128,1,2,1,7200,0,0.248,25508.602,1000
6167,128,1,2,2,460800,0,0.23574,11457.95,664
6168,128,1,2,2,230400,0,0.240809,12588.45,685
6169,128,1,2,2,115200,0,0.229348,12600.952,696
6170,128,1,2,2,57600,0,0.238163,14200.942,743
6171,128,1,2,2,28800,0,0.267602,15993.782,769
6172,128,1,2,2,14400,0,0.24332,25569.516,942
6174,128,1,2,3,460800,0,0.263729,13007.666,753
6175,128,1,2,3,230400,0,0.242638,13342.028,750
6176,128,1,2,3,115200,0,0.242864,14320.11,800
6177,128,1,2,3,57600,0,0.259606,15315.216,821
6178,128,1,2,3,28800,0,0.300905,16690.969,838
6179,128,1,2,3,14400,0,0.272838,21223.607,875
6181,128,1,2,4,460800,0,0.231109,14093.478,796
6182,128,1,2,4,230400,0,0.237748,13969.522,800
6183,128,1,2,4,115200,0,0.236324,15431.99,840
6184,128,1,2,4,57600,0,0.233759,17818.543,878
6185,128,1,2,4,28800,0,0.234492,27343.203,1706
6188,128,1,2,5,460800,0,0.26195,13624.254,817
6189,128,1,2,5,230400,0,0.237444,14222.754,815
6190,128,1,2,5,115200,0,0.24936,15870.624,864
6191,128,1,2,5,57600,0,0.257092,16932.496,879
6192,128,1,2,5,28800,0,0.303183,18927.496,909
