n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,knob_I_B,knob_DATA_BLOCK,obj1,obj2,FF
4977,1024,4,8,4,16,16,0,131072,5.902941,3486.994,66
4978,1024,4,8,4,16,16,0,65536,6.139797,4088.154,88
4980,1024,4,8,8,1,8,0,1048576,4.635962,2503.326,60
4981,1024,4,8,8,1,8,0,524288,4.720668,2566.9,60
4982,1024,4,8,8,1,8,0,262144,4.731424,2651.754,60
4983,1024,4,8,8,1,8,0,131072,4.852433,2870.938,70
4984,1024,4,8,8,1,8,0,65536,4.988231,3402.14,92
4985,1024,4,8,8,1,8,0,32768,5.105205,4302.018,124
4986,1024,4,8,8,1,16,0,1048576,4.936524,2494.282,52
4987,1024,4,8,8,1,16,0,524288,5.019811,2559.452,52
4988,1024,4,8,8,1,16,0,262144,5.022634,2640.582,52
4989,1024,4,8,8,1,16,0,131072,5.12992,2866.15,62
4990,1024,4,8,8,1,16,0,65536,5.285201,3388.042,84
4991,1024,4,8,8,1,16,0,32768,5.437658,4277.546,116
4992,1024,4,8,8,2,8,0,1048576,4.634166,2530.99,60
4993,1024,4,8,8,2,8,0,524288,4.713486,2604.14,60
4994,1024,4,8,8,2,8,0,262144,4.709452,2668.246,60
4995,1024,4,8,8,2,8,0,131072,4.821038,2924.936,70
4996,1024,4,8,8,2,8,0,65536,4.982367,3473.162,92
4998,1024,4,8,8,2,16,0,1048576,4.902189,2705.486,52
4999,1024,4,8,8,2,16,0,524288,5.03346,2816.674,52
5000,1024,4,8,8,2,16,0,262144,4.984057,2841.678,52
5001,1024,4,8,8,2,16,0,131072,5.099801,3033.996,62
5002,1024,4,8,8,2,16,0,65536,5.195784,3639.412,84
5004,1024,4,8,8,4,8,0,1048576,4.551935,2635.262,60
5005,1024,4,8,8,4,8,0,524288,4.616463,2704.688,60
5006,1024,4,8,8,4,8,0,262144,4.632596,2744.056,60
5007,1024,4,8,8,4,8,0,131072,4.753586,2986.116,70
5010,1024,4,8,8,4,16,0,1048576,4.949951,3111.668,52
5011,1024,4,8,8,4,16,0,524288,4.964066,3193.33,52
5012,1024,4,8,8,4,16,0,262144,4.976769,3004.736,52
5013,1024,4,8,8,4,16,0,131072,4.990883,3261.958,62
5014,1024,4,8,8,4,16,0,65536,5.196955,3822.686,84
5016,1024,4,8,8,8,8,0,1048576,4.551824,2748.844,60
5017,1024,4,8,8,8,8,0,524288,4.616351,2791.936,60
5018,1024,4,8,8,8,8,0,262144,4.632483,2891.42,60
5019,1024,4,8,8,8,8,0,131072,4.75347,3178.7,70
5022,1024,4,8,8,8,16,0,1048576,4.779055,3335.64,52
5023,1024,4,8,8,8,16,0,524288,4.846803,3376.604,52
5024,1024,4,8,8,8,16,0,262144,4.86374,3436.454,52
5028,1024,4,8,8,16,8,0,1048576,4.551769,2721.712,60
5029,1024,4,8,8,16,8,0,524288,4.616295,2900.198,60
5030,1024,4,8,8,16,8,0,262144,4.632426,3000.746,60
5034,1024,4,8,8,16,16,0,1048576,4.778999,3551.366,52
5035,1024,4,8,8,16,16,0,524288,4.846747,3534.874,52
5036,1024,4,8,8,16,16,0,262144,4.863683,3735.438,52
5037,1024,4,8,8,16,16,0,131072,4.990709,3827.74,62
5040,1024,8,1,1,1,1,0,1048576,10.998424,2525.67,65
5041,1024,8,1,1,1,1,0,524288,11.201502,2587.116,65
5042,1024,8,1,1,1,1,0,262144,11.178937,2660.532,65
5043,1024,8,1,1,1,1,0,131072,11.446484,2871.47,75
5044,1024,8,1,1,1,1,0,65536,11.726925,3427.676,97
5045,1024,8,1,1,1,1,0,32768,12.181432,4270.364,129
5046,1024,8,1,1,1,2,0,1048576,12.845269,2477.524,54
5047,1024,8,1,1,1,2,0,524288,13.078409,2539.768,54
5048,1024,8,1,1,1,2,0,262144,13.055847,2611.854,54
5049,1024,8,1,1,1,2,0,131072,13.179938,2828.644,64
5050,1024,8,1,1,1,2,0,65536,13.649978,3377.136,86
5051,1024,8,1,1,1,2,0,32768,14.518613,4226.208,118
5052,1024,8,1,1,1,4,0,1048576,11.743223,2519.286,57
5053,1024,8,1,1,1,4,0,524288,11.956228,2599.618,57
5054,1024,8,1,1,1,4,0,262144,11.952737,2674.098,57
5055,1024,8,1,1,1,4,0,131072,12.102888,2878.12,67
5056,1024,8,1,1,1,4,0,65536,12.797774,3424.484,89
5057,1024,8,1,1,1,4,0,32768,13.408854,4261.054,121
5058,1024,8,1,1,1,8,0,1048576,11.291849,2524.34,58
5059,1024,8,1,1,1,8,0,524288,11.496667,2605.204,58
5060,1024,8,1,1,1,8,0,262144,11.493309,2679.684,58
5061,1024,8,1,1,1,8,0,131072,11.637689,2883.44,68
5062,1024,8,1,1,1,8,0,65536,12.305866,3431.134,90
5063,1024,8,1,1,1,8,0,32768,13.007619,4265.576,122
5064,1024,8,1,1,1,16,0,1048576,11.066162,2528.862,59
5065,1024,8,1,1,1,16,0,524288,11.266886,2610.524,59
5066,1024,8,1,1,1,16,0,262144,11.263596,2683.674,59
5067,1024,8,1,1,1,16,0,131072,11.40509,2887.962,69
5068,1024,8,1,1,1,16,0,65536,12.059912,3429.538,91
5069,1024,8,1,1,1,16,0,32768,12.5173,4263.448,123
5070,1024,8,1,1,2,1,0,1048576,10.914392,2554.132,65
5071,1024,8,1,1,2,1,0,524288,11.111019,2613.982,65
5072,1024,8,1,1,2,1,0,262144,11.107796,2689.526,65
5073,1024,8,1,1,2,1,0,131072,11.397901,2899.666,75
5074,1024,8,1,1,2,1,0,65536,11.723463,3449.222,97
5075,1024,8,1,1,2,1,0,32768,12.609894,4293.506,129
5076,1024,8,1,1,2,2,0,1048576,12.732237,2504.922,54
5077,1024,8,1,1,2,2,0,524288,12.961613,2566.9,54
5078,1024,8,1,1,2,2,0,262144,12.957853,2640.05,54
5079,1024,8,1,1,2,2,0,131072,13.115784,2850.988,64
5080,1024,8,1,1,2,2,0,65536,13.845274,3407.726,86
5081,1024,8,1,1,2,2,0,32768,14.443155,4240.306,118
5082,1024,8,1,1,2,4,0,1048576,11.743003,2542.694,57
5083,1024,8,1,1,2,4,0,524288,11.956004,2623.292,57
5084,1024,8,1,1,2,4,0,262144,11.952512,2698.038,57
5085,1024,8,1,1,2,4,0,131072,12.102661,2897.538,66
5086,1024,8,1,1,2,4,0,65536,12.797534,3448.158,89
5087,1024,8,1,1,2,4,0,32768,13.076879,4296.698,121
5088,1024,8,1,1,2,8,0,1048576,11.291629,2545.62,58
5089,1024,8,1,1,2,8,0,524288,11.496443,2628.878,58
5090,1024,8,1,1,2,8,0,262144,11.493085,2703.358,58
5091,1024,8,1,1,2,8,0,131072,11.637462,2902.592,67
5092,1024,8,1,1,2,8,0,65536,12.305626,3453.478,90
5093,1024,8,1,1,2,8,0,32768,13.051014,4302.55,122
5094,1024,8,1,1,2,16,0,1048576,11.065941,2550.142,59
5095,1024,8,1,1,2,16,0,524288,11.266662,2633.932,59
5096,1024,8,1,1,2,16,0,262144,11.263371,2707.88,59
5097,1024,8,1,1,2,16,0,131072,11.404863,2907.38,68
5098,1024,8,1,1,2,16,0,65536,12.059672,3453.478,91
5099,1024,8,1,1,2,16,0,32768,12.517051,4303.614,123
5100,1024,8,1,1,4,1,0,1048576,10.843671,2564.506,65
5101,1024,8,1,1,4,1,0,524288,11.040359,2649.36,65
5102,1024,8,1,1,4,1,0,262144,11.037135,2720.116,65
5103,1024,8,1,1,4,1,0,131072,11.330556,2933.182,75
5104,1024,8,1,1,4,1,0,65536,11.817441,3469.704,97
5105,1024,8,1,1,4,1,0,32768,12.426853,4315.85,129
5106,1024,8,1,1,4,2,0,1048576,12.649167,2548.28,54
5107,1024,8,1,1,4,2,0,524288,12.878605,2630.74,54
5108,1024,8,1,1,4,2,0,262144,12.89365,2701.23,54
5109,1024,8,1,1,4,2,0,131072,13.014011,2907.114,64
5110,1024,8,1,1,4,2,0,65536,13.785072,3445.498,86
5111,1024,8,1,1,4,2,0,32768,14.289083,4275.95,118
5112,1024,8,1,1,4,4,0,1048576,11.826754,2576.742,57
5113,1024,8,1,1,4,4,0,524288,12.039818,2641.912,57
5114,1024,8,1,1,4,4,0,262144,12.036325,2718.786,57
5115,1024,8,1,1,4,4,0,131072,12.361159,2945.684,67
5116,1024,8,1,1,4,4,0,65536,12.871113,3499.496,89
5117,1024,8,1,1,4,4,0,32768,13.220397,4306.54,121
5118,1024,8,1,1,4,8,0,1048576,11.295045,2596.426,58
5119,1024,8,1,1,4,8,0,524288,11.499921,2678.088,58
5120,1024,8,1,1,4,8,0,262144,11.496562,2749.908,58
5121,1024,8,1,1,4,8,0,131072,11.640983,2954.462,68
5122,1024,8,1,1,4,8,0,65536,12.309349,3500.826,90
5123,1024,8,1,1,4,8,0,32768,12.997866,4321.702,122
5124,1024,8,1,1,4,16,0,1048576,11.069358,2596.692,59
5125,1024,8,1,1,4,16,0,524288,11.27014,2683.94,59
5126,1024,8,1,1,4,16,0,262144,11.266848,2753.1,59
5127,1024,8,1,1,4,16,0,131072,11.408383,2958.718,69
5128,1024,8,1,1,4,16,0,65536,12.014022,3501.89,91
5129,1024,8,1,1,4,16,0,32768,12.820442,4325.16,123
5130,1024,8,1,1,8,1,0,1048576,10.843615,2563.708,65
5131,1024,8,1,1,8,1,0,524288,11.040303,2650.158,65
5132,1024,8,1,1,8,1,0,262144,11.037079,2720.648,65
5133,1024,8,1,1,8,1,0,131072,11.156381,2924.67,75
5134,1024,8,1,1,8,1,0,65536,11.817381,3468.906,97
5135,1024,8,1,1,8,1,0,32768,11.778688,4146.674,113
5136,1024,8,1,1,8,2,0,1048576,12.649112,2547.216,54
5137,1024,8,1,1,8,2,0,524288,12.878549,2632.07,54
5138,1024,8,1,1,8,2,0,262144,12.893594,2701.23,54
5139,1024,8,1,1,8,2,0,131072,13.013954,2906.316,64
5140,1024,8,1,1,8,2,0,65536,13.785012,3440.444,86
5141,1024,8,1,1,8,2,0,32768,13.739877,4123.798,102
5142,1024,8,1,1,8,4,0,1048576,11.746364,2588.712,57
5143,1024,8,1,1,8,4,0,524288,11.959426,2674.896,57
5144,1024,8,1,1,8,4,0,262144,11.955933,2744.854,57
5145,1024,8,1,1,8,4,0,131072,12.106125,2948.61,67
5146,1024,8,1,1,8,4,0,65536,12.871053,3480.078,89
5147,1024,8,1,1,8,4,0,32768,13.007273,4169.018,105
5148,1024,8,1,1,8,8,0,1048576,11.372238,2584.456,58
5149,1024,8,1,1,8,8,0,524288,11.577113,2649.36,58
5150,1024,8,1,1,8,8,0,262144,11.573754,2727.032,58
5151,1024,8,1,1,8,8,0,131072,11.876028,2969.624,68
5152,1024,8,1,1,8,8,0,65536,12.218606,3483.004,90
5153,1024,8,1,1,8,8,0,32768,12.16151,4200.938,106
5154,1024,8,1,1,8,16,0,1048576,11.145007,2584.988,59
5155,1024,8,1,1,8,16,0,524288,11.345788,2650.69,59
5156,1024,8,1,1,8,16,0,262144,11.342497,2718.786,59
5157,1024,8,1,1,8,16,0,131072,11.638731,2949.94,68
5158,1024,8,1,1,8,16,0,65536,12.129164,3487.526,91
5159,1024,8,1,1,8,16,0,32768,12.152205,4182.318,107
5160,1024,8,1,1,16,1,0,1048576,10.843588,2569.826,65
5161,1024,8,1,1,16,1,0,524288,11.040275,2654.68,65
5162,1024,8,1,1,16,1,0,262144,11.037051,2725.17,65
5163,1024,8,1,1,16,1,0,131072,11.175699,2928.394,75
5164,1024,8,1,1,16,1,0,65536,11.385284,3359.846,86
5165,1024,8,1,1,16,1,0,32768,12.020486,4100.39,102
5166,1024,8,1,1,16,2,0,1048576,12.649085,2554.132,54
5167,1024,8,1,1,16,2,0,524288,12.878521,2633.666,54
5168,1024,8,1,1,16,2,0,262144,12.893566,2706.284,54
5169,1024,8,1,1,16,2,0,131072,13.013926,2911.902,64
5170,1024,8,1,1,16,2,0,65536,13.280975,3345.482,75
5171,1024,8,1,1,16,2,0,32768,13.954239,4065.81,91
5172,1024,8,1,1,16,4,0,1048576,11.746336,2591.904,57
5173,1024,8,1,1,16,4,0,524288,11.959398,2671.704,57
5174,1024,8,1,1,16,4,0,262144,11.955905,2749.642,57
5175,1024,8,1,1,16,4,0,131072,12.106096,2948.344,67
5176,1024,8,1,1,16,4,0,65536,12.333129,3378.998,78
5177,1024,8,1,1,16,4,0,32768,13.021214,4107.306,94
5178,1024,8,1,1,16,8,0,1048576,11.294962,2597.49,58
5179,1024,8,1,1,16,8,0,524288,11.499837,2678.088,58
5180,1024,8,1,1,16,8,0,262144,11.496478,2753.366,58
5181,1024,8,1,1,16,8,0,131072,11.640898,2954.462,68
5182,1024,8,1,1,16,8,0,65536,11.859206,3386.446,79
5183,1024,8,1,1,16,8,0,32768,12.37643,4097.198,95
5184,1024,8,1,1,16,16,0,1048576,11.069275,2592.968,59
5185,1024,8,1,1,16,16,0,524288,11.270056,2678.886,59
5186,1024,8,1,1,16,16,0,262144,11.266764,2748.312,59
5187,1024,8,1,1,16,16,0,131072,11.638702,2956.856,69
5188,1024,8,1,1,16,16,0,65536,11.89873,3386.978,80
5189,1024,8,1,1,16,16,0,32768,12.270668,4112.094,96
5190,1024,8,1,2,1,2,0,1048576,7.278924,2518.222,63
5191,1024,8,1,2,1,2,0,524288,7.410057,2584.19,63
5192,1024,8,1,2,1,2,0,262144,7.407907,2652.818,63
5193,1024,8,1,2,1,2,0,131072,7.601381,2869.608,73
5194,1024,8,1,2,1,2,0,65536,7.766909,3428.208,95
5195,1024,8,1,2,1,2,0,32768,7.975431,4298.294,127
5196,1024,8,1,2,1,4,0,1048576,8.226537,2491.09,53
5197,1024,8,1,2,1,4,0,524288,8.37888,2553.866,53
5198,1024,8,1,2,1,4,0,262144,8.383717,2628.612,53
5199,1024,8,1,2,1,4,0,131072,8.565078,2872.268,63
5200,1024,8,1,2,1,4,0,65536,8.734348,3400.81,85
5201,1024,8,1,2,1,4,0,32768,9.075307,4273.556,117
5202,1024,8,1,2,1,8,0,1048576,7.680855,2529.926,56
5203,1024,8,1,2,1,8,0,524288,7.820175,2611.056,56
5204,1024,8,1,2,1,8,0,262144,7.817891,2687.93,56
5205,1024,8,1,2,1,8,0,131072,7.9161,2905.518,66
5206,1024,8,1,2,1,8,0,65536,8.178752,3437.252,88
5207,1024,8,1,2,1,8,0,32768,8.391157,4312.126,120
5208,1024,8,1,2,1,16,0,1048576,7.455168,2537.108,57
5209,1024,8,1,2,1,16,0,524288,7.590394,2616.11,57
5210,1024,8,1,2,1,16,0,262144,7.588177,2690.59,57
5211,1024,8,1,2,1,16,0,131072,7.683501,2912.168,67
5212,1024,8,1,2,1,16,0,65536,7.938435,3442.04,89
5213,1024,8,1,2,1,16,0,32768,8.144599,4316.648,121
5214,1024,8,1,2,2,2,0,1048576,7.278703,2546.418,63
5215,1024,8,1,2,2,2,0,524288,7.409831,2608.928,63
5216,1024,8,1,2,2,2,0,262144,7.420579,2684.206,63
5217,1024,8,1,2,2,2,0,131072,7.601149,2901.262,73
5218,1024,8,1,2,2,2,0,65536,7.852658,3456.138,95
5219,1024,8,1,2,2,2,0,32768,8.099867,4324.362,127
5220,1024,8,1,2,2,4,0,1048576,8.187625,2525.67,53
5221,1024,8,1,2,2,4,0,524288,8.335128,2592.702,53
5222,1024,8,1,2,2,4,0,262144,8.33271,2666.118,53
5223,1024,8,1,2,2,4,0,131072,8.550337,2907.912,63
5224,1024,8,1,2,2,4,0,65536,8.73653,3430.602,85
5225,1024,8,1,2,2,4,0,32768,9.065389,4312.924,117
5226,1024,8,1,2,2,8,0,1048576,7.680635,2563.974,56
5227,1024,8,1,2,2,8,0,524288,7.819951,2645.37,56
5228,1024,8,1,2,2,8,0,262144,7.829086,2721.446,56
5229,1024,8,1,2,2,8,0,131072,7.915873,2940.63,66
5230,1024,8,1,2,2,8,0,65536,8.171666,3472.63,88
5231,1024,8,1,2,2,8,0,32768,8.671832,4344.578,120
5232,1024,8,1,2,2,16,0,1048576,7.454948,2570.624,57
5233,1024,8,1,2,2,16,0,524288,7.59017,2648.562,57
5234,1024,8,1,2,2,16,0,262144,7.599037,2725.436,57
5235,1024,8,1,2,2,16,0,131072,7.683274,2946.748,67
5236,1024,8,1,2,2,16,0,65536,7.93155,3477.95,89
5237,1024,8,1,2,2,16,0,32768,8.26628,4351.228,121
5238,1024,8,1,2,4,2,0,1048576,7.232677,2580.998,63
5239,1024,8,1,2,4,2,0,524288,7.363867,2658.936,63
5240,1024,8,1,2,4,2,0,262144,7.361717,2736.608,63
5241,1024,8,1,2,4,2,0,131072,7.441291,2956.324,73
5242,1024,8,1,2,4,2,0,65536,7.753137,3479.546,95
5243,1024,8,1,2,4,2,0,32768,8.058531,4352.026,127
5244,1024,8,1,2,4,4,0,1048576,8.135425,2392.404,54
5245,1024,8,1,2,4,4,0,524288,8.28299,2470.076,54
5246,1024,8,1,2,4,4,0,262144,8.292667,2550.408,54
5247,1024,8,1,2,4,4,0,131072,8.481356,2768.262,64
5248,1024,8,1,2,4,4,0,65536,8.902279,3310.636,86
5249,1024,8,1,2,4,4,0,32768,8.882926,4149.866,118
5250,1024,8,1,2,4,8,0,1048576,7.823429,2413.684,57
5251,1024,8,1,2,4,8,0,524288,7.928533,2480.184,57
5252,1024,8,1,2,4,8,0,262144,7.951382,2552.536,57
5253,1024,8,1,2,4,8,0,131072,8.031353,2780.764,67
5254,1024,8,1,2,4,8,0,65536,8.46091,3333.246,89
5255,1024,8,1,2,4,8,0,32768,8.570584,4201.204,121
5256,1024,8,1,2,4,16,0,1048576,7.458364,2432.836,58
5257,1024,8,1,2,4,16,0,524288,7.593648,2513.168,58
5258,1024,8,1,2,4,16,0,262144,7.59143,2590.574,58
5259,1024,8,1,2,4,16,0,131072,7.775505,2812.684,68
5260,1024,8,1,2,4,16,0,65536,8.161397,3351.334,90
5261,1024,8,1,2,4,16,0,32768,8.318859,4207.056,122
5262,1024,8,1,2,8,2,0,1048576,7.232622,2584.988,63
5263,1024,8,1,2,8,2,0,524288,7.363811,2662.66,63
5264,1024,8,1,2,8,2,0,262144,7.372414,2738.47,63
5265,1024,8,1,2,8,2,0,131072,7.441234,2956.856,73
5266,1024,8,1,2,8,2,0,65536,7.753078,3461.99,95
5267,1024,8,1,2,8,2,0,32768,7.776735,4186.042,111
5268,1024,8,1,2,8,4,0,1048576,8.13537,2390.542,54
5269,1024,8,1,2,8,4,0,524288,8.282934,2473.002,54
5270,1024,8,1,2,8,4,0,262144,8.280515,2552.536,54
5271,1024,8,1,2,8,4,0,131072,8.481299,2772.252,64
5272,1024,8,1,2,8,4,0,65536,8.902219,3313.03,86
5273,1024,8,1,2,8,4,0,32768,8.713531,4061.554,102
5274,1024,8,1,2,8,8,0,1048576,7.683996,2429.91,57
5275,1024,8,1,2,8,8,0,524288,7.823373,2509.178,57
5276,1024,8,1,2,8,8,0,262144,7.821088,2590.042,57
5277,1024,8,1,2,8,8,0,131072,8.010731,2806.034,67
5278,1024,8,1,2,8,8,0,65536,8.383164,3331.916,89
5279,1024,8,1,2,8,8,0,32768,8.250642,4103.316,105
5280,1024,8,1,2,8,16,0,1048576,7.509317,2423.26,58
5281,1024,8,1,2,8,16,0,524288,7.615769,2489.228,58
5282,1024,8,1,2,8,16,0,262144,7.642382,2563.974,58
5283,1024,8,1,2,8,16,0,131072,7.735528,2791.404,68
5284,1024,8,1,2,8,16,0,65536,8.139159,3332.448,90
5285,1024,8,1,2,8,16,0,32768,8.054885,4107.306,106
5286,1024,8,1,2,16,2,0,1048576,7.232594,2596.692,63
5287,1024,8,1,2,16,2,0,524288,7.363783,2667.98,63
5288,1024,8,1,2,16,2,0,262144,7.372386,2745.918,63
5289,1024,8,1,2,16,2,0,131072,7.441206,2958.984,73
5290,1024,8,1,2,16,2,0,65536,7.763802,3380.594,84
5291,1024,8,1,2,16,2,0,32768,7.776705,4146.674,100
5292,1024,8,1,2,16,4,0,1048576,8.135343,2388.414,54
5293,1024,8,1,2,16,4,0,524288,8.282906,2472.204,54
5294,1024,8,1,2,16,4,0,262144,8.292582,2550.94,54
5295,1024,8,1,2,16,4,0,131072,8.474013,2771.454,64
5296,1024,8,1,2,16,4,0,65536,8.691729,3197.054,75
5297,1024,8,1,2,16,4,0,32768,8.989275,3986.01,91
5298,1024,8,1,2,16,8,0,1048576,7.683968,2425.92,57
5299,1024,8,1,2,16,8,0,524288,7.823345,2507.316,57
5300,1024,8,1,2,16,8,0,262144,7.82106,2586.318,57
5301,1024,8,1,2,16,8,0,131072,8.003848,2804.172,67
5302,1024,8,1,2,16,8,0,65536,8.401413,3222.058,78
5303,1024,8,1,2,16,8,0,32768,8.303164,4031.23,94
5304,1024,8,1,2,16,16,0,1048576,7.458281,2428.048,58
5305,1024,8,1,2,16,16,0,524288,7.593564,2511.838,58
5306,1024,8,1,2,16,16,0,262144,7.602435,2595.894,58
5307,1024,8,1,2,16,16,0,131072,7.775419,2807.896,68
5308,1024,8,1,2,16,16,0,65536,8.154654,3227.91,79
5309,1024,8,1,2,16,16,0,32768,8.074815,4034.422,95
5310,1024,8,1,4,1,4,0,1048576,5.461079,2436.56,62
5311,1024,8,1,4,1,4,0,524288,5.559463,2500.134,62
5312,1024,8,1,4,1,4,0,262144,5.553011,2584.456,62
5313,1024,8,1,4,1,4,0,131072,5.625589,2804.97,72
5314,1024,8,1,4,1,4,0,65536,5.970737,3341.758,94
5315,1024,8,1,4,1,4,0,32768,6.070733,4240.306,126
5316,1024,8,1,4,1,8,0,1048576,6.008135,2561.846,53
5317,1024,8,1,4,1,8,0,524288,6.0588,2640.848,53
5318,1024,8,1,4,1,8,0,262144,6.104223,2739.268,53
5319,1024,8,1,4,1,8,0,131072,6.191576,2918.552,63
5320,1024,8,1,4,1,8,0,65536,6.420441,3480.61,85
5321,1024,8,1,4,1,8,0,32768,6.609123,4402.832,117
5322,1024,8,1,4,1,16,0,1048576,5.649671,2621.962,56
5323,1024,8,1,4,1,16,0,524288,5.730309,2706.816,56
5324,1024,8,1,4,1,16,0,262144,5.758868,2775.71,56
5325,1024,8,1,4,1,16,0,131072,5.822706,3017.238,66
5326,1024,8,1,4,1,16,0,65536,6.125097,3522.372,88
5327,1024,8,1,4,1,16,0,32768,6.387169,4353.622,120
5328,1024,8,1,4,2,4,0,1048576,5.460858,2442.678,62
5329,1024,8,1,4,2,4,0,524288,5.559237,2506.252,62
5330,1024,8,1,4,2,4,0,262144,5.544722,2582.062,62
5331,1024,8,1,4,2,4,0,131072,5.702774,2809.492,72
5332,1024,8,1,4,2,4,0,65536,5.876954,3346.546,94
5333,1024,8,1,4,2,4,0,32768,6.138223,4287.122,126
5334,1024,8,1,4,2,8,0,1048576,5.915319,2585.786,53
5335,1024,8,1,4,2,8,0,524288,6.021885,2658.404,53
5336,1024,8,1,4,2,8,0,262144,6.020138,2723.574,53
5337,1024,8,1,4,2,8,0,131072,6.177368,2923.606,63
5338,1024,8,1,4,2,8,0,65536,6.470863,3503.486,85
5339,1024,8,1,4,2,8,0,32768,6.701466,4435.816,117
5340,1024,8,1,4,2,16,0,1048576,5.649451,2661.33,56
5341,1024,8,1,4,2,16,0,524288,5.730085,2704.688,56
5342,1024,8,1,4,2,16,0,262144,5.750244,2818.802,56
5343,1024,8,1,4,2,16,0,131072,5.903113,3056.606,66
5344,1024,8,1,4,2,16,0,65536,6.126538,3550.036,88
5345,1024,8,1,4,2,16,0,32768,6.53307,4438.742,120
5346,1024,8,1,4,4,4,0,1048576,5.42718,2668.512,62
5347,1024,8,1,4,4,4,0,524288,5.504642,2710.806,62
5348,1024,8,1,4,4,4,0,262144,5.524007,2817.472,62
5349,1024,8,1,4,4,4,0,131072,5.670862,2989.308,72
5350,1024,8,1,4,4,4,0,65536,5.819331,3522.904,94
5351,1024,8,1,4,4,4,0,32768,6.238917,4378.626,126
5352,1024,8,1,4,4,8,0,1048576,5.878554,2642.71,53
5353,1024,8,1,4,4,8,0,524288,5.985183,2711.87,53
5354,1024,8,1,4,4,8,0,262144,5.983435,2808.428,53
5355,1024,8,1,4,4,8,0,131072,6.142503,3027.878,63
5356,1024,8,1,4,4,8,0,65536,6.298076,3532.214,85
5357,1024,8,1,4,4,8,0,32768,6.651174,4452.042,117
5358,1024,8,1,4,4,16,0,1048576,5.691528,2669.576,56
5359,1024,8,1,4,4,16,0,524288,5.772211,2777.306,56
5360,1024,8,1,4,4,16,0,262144,5.792382,2780.232,56
5361,1024,8,1,4,4,16,0,131072,5.943663,3010.322,66
5362,1024,8,1,4,4,16,0,65536,6.173946,3571.848,88
5363,1024,8,1,4,4,16,0,32768,6.357164,4504.178,120
5364,1024,8,1,4,8,4,0,1048576,5.427125,2625.42,62
5365,1024,8,1,4,8,4,0,524288,5.525565,2714.53,62
5366,1024,8,1,4,8,4,0,262144,5.523951,2819.866,62
5367,1024,8,1,4,8,4,0,131072,5.670805,3020.164,72
5368,1024,8,1,4,8,4,0,65536,5.819272,3519.978,94
5369,1024,8,1,4,8,4,0,32768,5.916099,4348.568,110
5370,1024,8,1,4,8,8,0,1048576,5.878499,2665.852,53
5371,1024,8,1,4,8,8,0,524288,5.985127,2724.638,53
5372,1024,8,1,4,8,8,0,262144,5.983379,2810.556,53
5373,1024,8,1,4,8,8,0,131072,6.142446,3043.572,63
5374,1024,8,1,4,8,8,0,65536,6.464077,3551.366,85
5375,1024,8,1,4,8,8,0,32768,6.310253,4353.622,101
5376,1024,8,1,4,8,16,0,1048576,5.652812,2724.638,56
5377,1024,8,1,4,8,16,0,524288,5.733494,2749.642,56
5378,1024,8,1,4,8,16,0,262144,5.753665,2845.136,56
5379,1024,8,1,4,8,16,0,131072,5.906625,3067.512,66
5380,1024,8,1,4,8,16,0,65536,6.069671,3576.902,88
5381,1024,8,1,4,8,16,0,32768,6.146992,4407.62,104
5382,1024,8,1,4,16,4,0,1048576,5.427097,2686.6,62
5383,1024,8,1,4,16,4,0,524288,5.525537,2723.308,62
5384,1024,8,1,4,16,4,0,262144,5.531992,2813.216,62
5385,1024,8,1,4,16,4,0,131072,5.670776,3004.204,72
5386,1024,8,1,4,16,4,0,65536,5.798264,3471.832,83
5387,1024,8,1,4,16,4,0,32768,5.909614,4269.832,99
5388,1024,8,1,4,16,8,0,1048576,5.878471,2655.744,53
5389,1024,8,1,4,16,8,0,524288,5.985099,2725.968,53
5390,1024,8,1,4,16,8,0,262144,5.983351,2848.062,53
5391,1024,8,1,4,16,8,0,131072,6.058514,3053.68,63
5392,1024,8,1,4,16,8,0,65536,6.187865,3471.3,74
5393,1024,8,1,4,16,8,0,32768,6.490266,4278.876,90
5394,1024,8,1,4,16,16,0,1048576,5.652784,2678.62,56
5395,1024,8,1,4,16,16,0,524288,5.733466,2761.612,56
5396,1024,8,1,4,16,16,0,262144,5.753637,2882.908,56
5397,1024,8,1,4,16,16,0,131072,5.825915,3101.028,66
5398,1024,8,1,4,16,16,0,65536,6.039386,3518.914,77
5399,1024,8,1,4,16,16,0,32768,6.146962,4326.49,93
5400,1024,8,1,8,1,8,0,1048576,4.634166,2526.734,60
5401,1024,8,1,8,1,8,0,524288,4.697353,2595.894,60
5402,1024,8,1,8,1,8,0,262144,4.709452,2678.62,60
5403,1024,8,1,8,1,8,0,131072,4.821038,2934.246,70
5404,1024,8,1,8,1,8,0,65536,4.929935,3472.896,92
5406,1024,8,1,8,1,16,0,1048576,5.008053,2717.456,52
5407,1024,8,1,8,1,16,0,524288,5.008053,2764.272,52
5408,1024,8,1,8,1,16,0,262144,5.009464,2865.086,52
5409,1024,8,1,8,1,16,0,131072,5.099801,3046.232,62
5410,1024,8,1,8,1,16,0,65536,5.207077,3648.456,84
5412,1024,8,1,8,2,8,0,1048576,4.551935,2560.25,60
