n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
1477,8,2,5,2,2,1.010286,4021,20185,18996,84,4
1478,8,2,5,2,4,0.588953,3870,20430,14265,144,4
1479,8,2,5,2,8,0.583294,4067,22288,14263,144,4
1480,8,2,5,2,16,0.624342,4656,26144,14261,144,4
1481,8,2,5,2,32,0.590557,6292,35710,14367,144,4
1482,8,2,5,2,64,0.671894,8389,50892,14656,144,4
1485,8,2,5,3,4,0.648111,5240,27770,19511,210,4
1486,8,2,5,3,8,0.674968,5690,30821,19554,210,4
1487,8,2,5,3,16,0.671252,6525,36330,19548,210,4
1488,8,2,5,3,32,0.668887,8953,50834,19708,210,4
1499,8,2,5,5,4,0.772726,7756,41794,29469,180,4
1500,8,2,5,5,8,0.770197,8608,47267,29542,180,4
1501,8,2,5,5,16,0.769586,10432,56606,29555,180,4
1505,8,3,1,1,2,0.623303,1915,9259,7103,66,4
1506,8,3,1,1,4,0.636922,1922,9619,7100,72,4
1508,8,3,1,1,16,0.628375,2002,10303,7106,72,4
1509,8,3,1,1,32,0.638989,2188,11138,7115,72,4
1510,8,3,1,1,64,0.646691,2408,12746,7140,72,4
1512,8,3,1,2,2,0.715299,2567,13475,10510,120,4
1514,8,3,1,2,8,0.648718,2693,14491,10513,132,4
1515,8,3,1,2,16,0.653132,2893,15273,10502,132,4
1516,8,3,1,2,32,0.684497,3239,17169,10534,132,4
1518,8,3,1,2,128,0.705908,4416,26848,10726,132,4
1519,8,3,1,3,2,0.824567,3414,16628,13451,30,4
1520,8,3,1,3,4,0.864490,3258,18028,13431,48,4
1521,8,3,1,3,8,0.829110,3384,18602,13457,48,4
1522,8,3,1,3,16,0.867100,3498,19698,13444,48,4
1523,8,3,1,3,32,0.843417,4245,22568,13504,48,4
1524,8,3,1,3,64,0.821570,5085,27115,13548,48,4
1525,8,3,1,3,128,0.870000,6059,36937,13756,48,4
1526,8,3,1,4,2,0.839404,3790,20309,16632,30,4
1527,8,3,1,4,4,0.843277,3876,21497,16630,57,4
1528,8,3,1,4,8,0.860026,3992,22420,16613,57,4
1529,8,3,1,4,16,0.864286,4326,23831,16626,57,4
1530,8,3,1,4,32,0.801452,5227,27662,16655,57,4
1531,8,3,1,4,64,0.856734,5703,33643,16760,57,4
1532,8,3,1,4,128,0.824688,7977,46803,16997,57,4
1533,8,3,1,5,2,0.890929,4463,24317,19802,30,4
1534,8,3,1,5,4,0.839119,5111,26158,19817,60,4
1537,8,3,1,5,32,0.858934,6294,33630,19905,60,4
1540,8,3,2,1,2,0.594676,2026,9922,7906,66,4
1541,8,3,2,1,4,0.589243,2105,10808,7883,78,4
1542,8,3,2,1,8,0.578289,2189,11149,7881,78,4
1543,8,3,2,1,16,0.572769,2325,11989,7849,78,4
1544,8,3,2,1,32,0.586397,2602,13715,7909,78,4
1545,8,3,2,1,64,0.567595,2971,16926,7956,78,4
1546,8,3,2,1,128,0.583292,3851,23448,8099,78,4
1547,8,3,2,2,2,0.687239,2997,14773,12130,120,4
1548,8,3,2,2,4,0.681721,3117,16086,12070,144,4
1549,8,3,2,2,8,0.660250,3255,16999,12090,144,4
1550,8,3,2,2,16,0.665682,3523,18472,12088,144,4
1551,8,3,2,2,32,0.645591,4027,22278,12137,144,4
1552,8,3,2,2,64,0.671028,4937,28441,12256,144,4
1553,8,3,2,2,128,0.638607,6712,41433,12537,144,4
1554,8,3,2,3,2,0.763951,3574,18132,15828,30,4
1555,8,3,2,3,4,0.790558,3877,20998,15836,66,4
1558,8,3,2,3,32,0.795363,5319,29954,15916,66,4
1559,8,3,2,3,64,0.758700,6623,39254,16076,66,4
1562,8,3,2,4,4,0.785244,4872,25716,19727,84,4
1563,8,3,2,4,8,0.753628,5015,27225,19711,84,4
1564,8,3,2,4,16,0.769392,5703,30302,19720,84,4
1565,8,3,2,4,32,0.778743,6640,37706,19811,84,4
1566,8,3,2,4,64,0.774468,8452,49804,20004,84,4
1567,8,3,2,4,128,0.806263,12117,76179,20431,84,4
1568,8,3,2,5,2,0.785974,5042,26419,23816,30,4
1569,8,3,2,5,4,0.786063,5768,31657,23879,90,4
1570,8,3,2,5,8,0.783394,5931,33451,23866,90,4
1571,8,3,2,5,16,0.781169,7191,37425,23655,90,4
1572,8,3,2,5,32,0.808397,7976,46449,23942,90,4
1575,8,3,3,1,2,0.947477,2418,11679,10039,66,4
1576,8,3,3,1,4,0.617230,2339,11810,8477,84,4
1579,8,3,3,1,32,0.594630,3017,16405,8513,84,4
1580,8,3,3,1,64,0.618022,3574,20960,8601,84,4
1582,8,3,3,2,2,0.928881,3569,18325,16387,120,4
1584,8,3,3,2,8,0.687957,3733,19681,13259,156,4
1585,8,3,3,2,16,0.619733,3983,21940,13253,156,4
1586,8,3,3,2,32,0.651735,4991,27659,13330,156,4
1587,8,3,3,2,64,0.672660,6152,36722,13512,156,4
1588,8,3,3,2,128,0.685056,8844,56397,13925,156,4
1589,8,3,3,3,2,1.140657,4579,24183,22041,30,4
1590,8,3,3,3,4,0.750437,4556,24541,17566,84,4
1591,8,3,3,3,8,0.822524,4786,26178,17584,84,4
1592,8,3,3,3,16,0.804389,5179,29671,17567,84,4
1593,8,3,3,3,32,0.786707,6635,38089,17672,84,4
1594,8,3,3,3,64,0.784168,8757,52176,17939,84,4
1599,8,3,3,4,16,0.789545,6391,36853,22079,111,4
1600,8,3,3,4,32,0.806329,8935,48548,22243,111,4
1604,8,3,3,5,4,0.822659,7490,37185,26704,120,4
1606,8,3,3,5,16,0.819939,8067,45702,26733,120,4
1607,8,3,3,5,32,0.822206,10398,59759,26898,120,4
1610,8,3,4,1,2,0.562406,2326,10979,9169,66,4
1611,8,3,4,1,4,0.560837,2568,12684,9169,93,4
1612,8,3,4,1,8,0.540032,2652,13417,9155,93,4
1613,8,3,4,1,16,0.537555,2767,14871,9183,93,4
1614,8,3,4,1,32,0.535821,3428,18606,9201,93,4
1615,8,3,4,1,64,0.555223,4203,24831,9322,93,4
1616,8,3,4,1,128,0.546307,6142,37909,9532,93,4
1617,8,3,4,2,2,0.592073,3272,16245,14642,120,4
1618,8,3,4,2,4,0.597273,3840,20015,14666,174,4
1624,8,3,4,3,2,0.739553,4312,22957,19695,30,4
1626,8,3,4,3,8,0.748936,5349,28829,19629,111,4
1628,8,3,4,3,32,0.752434,7824,44604,19760,111,4
1629,8,3,4,3,64,0.775721,10411,63514,20094,111,4
1631,8,3,4,4,2,0.732605,5434,28513,24892,30,4
1632,8,3,4,4,4,0.729618,6720,33089,24863,147,4
1633,8,3,4,4,8,0.753768,6756,36217,24839,147,4
1634,8,3,4,4,16,0.783209,7372,42039,24803,147,4
1635,8,3,4,4,32,0.765118,10431,57296,24947,147,4
1640,8,3,4,5,8,0.760833,8045,44621,30202,165,4
1642,8,3,4,5,32,0.783521,12592,71142,30390,165,4
1646,8,3,5,1,4,0.569885,2736,13903,9776,96,4
1647,8,3,5,1,8,0.586413,2819,14770,9765,96,4
1649,8,3,5,1,32,0.591051,3855,21469,9867,96,4
1650,8,3,5,1,64,0.592485,4968,29072,9976,96,4
1651,8,3,5,1,128,0.581101,7086,45409,10309,96,4
1652,8,3,5,2,2,0.953554,4502,22339,20564,120,4
1653,8,3,5,2,4,0.649511,4316,22640,15838,180,4
1654,8,3,5,2,8,0.630963,4574,24501,15809,180,4
1655,8,3,5,2,16,0.592013,5266,28107,15840,180,4
1656,8,3,5,2,32,0.612500,6632,37625,15958,180,4
1657,8,3,5,2,64,0.651113,8821,53031,16230,180,4
1663,8,3,5,3,32,0.744246,9397,53002,21653,120,4
1667,8,3,5,4,4,0.785834,7073,37817,27165,165,4
1668,8,3,5,4,8,0.765280,7712,41696,27127,165,4
1670,8,3,5,4,32,0.761535,11902,68149,27306,165,4
1674,8,3,5,5,4,0.758567,8728,47216,33191,180,4
1675,8,3,5,5,8,0.770930,9688,52307,33204,180,4
1680,8,4,1,1,2,0.644191,2054,9935,7864,84,4
1681,8,4,1,1,4,0.682388,2016,10464,7873,90,4
1682,8,4,1,1,8,0.670657,2036,10654,7873,90,4
1687,8,4,1,2,2,0.715392,3166,15285,12358,156,4
1690,8,4,1,2,16,0.727660,3320,17191,12382,168,4
1691,8,4,1,2,32,0.774992,3625,19182,12381,168,4
1692,8,4,1,2,64,0.715972,4068,22211,12441,168,4
1693,8,4,1,2,128,0.721671,4780,28733,12570,168,4
1694,8,4,1,3,2,0.862837,3735,19126,15578,30,4
1695,8,4,1,3,4,0.835792,3868,20444,15580,48,4
1696,8,4,1,3,8,0.885826,3615,20773,15574,48,4
1697,8,4,1,3,16,0.850570,3926,21796,15577,48,4
1698,8,4,1,3,32,0.847190,4452,24876,15603,48,4
1699,8,4,1,3,64,0.850087,4993,29426,15675,48,4
1700,8,4,1,3,128,0.851053,6257,39154,15862,48,4
1701,8,4,1,4,2,0.839609,4233,23041,19452,30,4
1702,8,4,1,4,4,0.920387,4647,24817,19420,57,4
1703,8,4,1,4,8,0.845413,5132,25897,19399,57,4
1704,8,4,1,4,16,0.870082,4860,27158,19428,57,4
1710,8,4,1,5,8,0.865110,5708,31296,23332,60,4
1711,8,4,1,5,16,0.899494,6055,32585,23331,60,4
1712,8,4,1,5,32,0.906351,6953,37465,23407,60,4
1715,8,4,2,1,2,0.618792,2136,10523,8676,84,4
1716,8,4,2,1,4,0.608451,2273,11395,8673,96,4
1717,8,4,2,1,8,0.600179,2207,11750,8655,96,4
1718,8,4,2,1,16,0.576137,2408,12667,8661,96,4
1719,8,4,2,1,32,0.646625,2831,14649,8681,96,4
1720,8,4,2,1,64,0.589838,3118,17657,8716,96,4
1721,8,4,2,1,128,0.591820,3977,24193,8861,96,4
1722,8,4,2,2,2,0.726979,3407,16158,13946,156,4
1723,8,4,2,2,4,0.675497,3734,18400,13925,180,4
1724,8,4,2,2,8,0.644376,3616,19095,13922,180,4
1725,8,4,2,2,16,0.750720,3866,20491,13934,180,4
1726,8,4,2,2,32,0.686789,4351,24280,13987,180,4
1727,8,4,2,2,64,0.655491,5322,30683,14148,180,4
1731,8,4,2,3,8,0.810058,4410,24485,17949,66,4
1732,8,4,2,3,16,0.788008,4730,27008,17978,66,4
1733,8,4,2,3,32,0.800633,5823,32275,18008,66,4
1735,8,4,2,3,128,0.783474,9710,61383,18594,66,4
1736,8,4,2,4,2,0.810906,4856,25092,22448,30,4
1737,8,4,2,4,4,0.799783,5562,28979,22512,84,4
1738,8,4,2,4,8,0.821495,5580,30438,22536,84,4
1739,8,4,2,4,16,0.785902,5863,33399,22521,84,4
1740,8,4,2,4,32,0.806724,7608,40993,22592,84,4
1741,8,4,2,4,64,0.843652,8799,53676,22850,84,4
1743,8,4,2,5,2,0.769559,6153,31054,27270,30,4
1744,8,4,2,5,4,0.833571,7068,34063,27312,90,4
1745,8,4,2,5,8,0.774627,7245,37272,27308,90,4
1746,8,4,2,5,16,0.803966,7394,41026,27372,90,4
1750,8,4,3,1,2,0.979425,2520,12402,10804,84,4
1752,8,4,3,1,8,0.648321,2534,13294,9230,102,4
1754,8,4,3,1,32,0.589279,3164,16952,9272,102,4
1756,8,4,3,1,128,0.658688,5049,31551,9560,102,4
1757,8,4,3,2,2,1.128350,3906,20507,18234,156,4
1758,8,4,3,2,4,0.704732,3909,20662,15102,192,4
1760,8,4,3,2,16,0.733817,4322,23835,15095,192,4
1761,8,4,3,2,32,0.703736,5453,29631,15181,192,4
1762,8,4,3,2,64,0.717145,6594,38891,15375,192,4
1763,8,4,3,2,128,0.759096,9780,58427,15752,192,4
1764,8,4,3,3,2,1.206080,4969,26415,24163,30,4
1765,8,4,3,3,4,0.789756,4860,27013,19695,84,4
1766,8,4,3,3,8,0.805882,5328,28523,19698,84,4
1767,8,4,3,3,16,0.810231,5759,32545,19718,84,4
1768,8,4,3,3,32,0.834965,7023,40485,19840,84,4
1774,8,4,3,4,16,0.801930,7181,39998,24898,111,4
1779,8,4,3,5,4,0.819335,7650,41144,30238,120,4
1785,8,4,4,1,2,0.578792,2376,11540,9933,84,4
1786,8,4,4,1,4,0.638593,2510,13211,9933,111,4
1787,8,4,4,1,8,0.608651,2855,14353,9930,111,4
1788,8,4,4,1,16,0.572028,3023,15627,9947,111,4
1789,8,4,4,1,32,0.609971,3573,19361,9959,111,4
1790,8,4,4,1,64,0.607249,4376,25506,10064,111,4
1791,8,4,4,1,128,0.589185,6239,38550,10299,111,4
1792,8,4,4,2,2,0.668969,3612,18251,16512,156,4
1793,8,4,4,2,4,0.692493,4192,22152,16493,210,4
1797,8,4,4,2,64,0.685504,7969,46823,16781,210,4
1799,8,4,4,3,2,0.730024,4746,23077,21794,30,4
1800,8,4,4,3,4,0.755165,5236,28824,21795,111,4
1803,8,4,4,3,32,0.781499,8212,47062,21921,111,4
1804,8,4,4,3,64,0.758063,10739,65705,22231,111,4
1806,8,4,4,4,2,0.770312,6334,32171,27731,30,4
1807,8,4,4,4,4,0.735527,6662,36330,27643,147,4
1808,8,4,4,4,8,0.765026,6978,39259,27671,147,4
1809,8,4,4,4,16,0.768351,8061,45402,27516,147,4
1810,8,4,4,4,32,0.736209,11010,60428,27819,147,4
1813,8,4,4,5,2,0.763642,7289,37402,33729,30,4
1814,8,4,4,5,4,0.762960,8884,44466,33709,165,4
1815,8,4,4,5,8,0.792701,9411,47960,33627,165,4
1820,8,4,5,1,2,0.927704,2891,14308,12985,84,4
1821,8,4,5,1,4,0.612165,2963,14634,10551,114,4
1823,8,4,5,1,16,0.592198,3080,17353,10534,114,4
1824,8,4,5,1,32,0.589839,4177,22115,10612,114,4
1826,8,4,5,1,128,0.604836,7373,46089,11086,114,4
1827,8,4,5,2,2,1.049995,4932,24467,22440,156,4
1828,8,4,5,2,4,0.638118,4717,24640,17670,216,4
1829,8,4,5,2,8,0.664738,4938,26559,17703,216,4
1830,8,4,5,2,16,0.652559,5563,30175,17695,216,4
1831,8,4,5,2,32,0.688575,7065,39811,17797,216,4
1835,8,4,5,3,4,0.752636,6291,32838,23600,120,4
1838,8,4,5,3,32,0.769251,9970,55579,23778,120,4
1842,8,4,5,4,4,0.776787,7939,41232,29922,165,4
1849,8,4,5,5,4,0.811481,9587,50520,36713,180,4
1855,8,5,1,1,2,0.809846,2388,11683,8864,102,4
1856,8,5,1,1,4,0.767664,2290,12011,8856,108,4
1857,8,5,1,1,8,0.701693,2408,12320,8868,108,4
1858,8,5,1,1,16,0.728081,2518,12758,8866,108,4
1861,8,5,1,1,128,0.709989,3104,18381,8919,108,4
1862,8,5,1,2,2,0.891288,3153,16674,13457,30,4
1863,8,5,1,2,4,0.881786,3221,17394,13479,42,4
1864,8,5,1,2,8,0.921032,3296,17952,13466,42,4
1865,8,5,1,2,16,0.912873,3425,18727,13467,42,4
1866,8,5,1,2,32,0.888190,3642,20590,13494,42,4
1867,8,5,1,2,64,0.925783,4091,23877,13545,42,4
1868,8,5,1,2,128,0.901203,4893,30428,13671,42,4
1869,8,5,1,3,2,0.919738,4239,22525,18276,30,4
1870,8,5,1,3,4,0.940376,4316,23962,18271,48,4
1871,8,5,1,3,8,0.932872,4520,24643,18294,48,4
1872,8,5,1,3,16,0.914423,4717,25853,18294,48,4
1873,8,5,1,3,32,0.961744,5043,28905,18344,48,4
1874,8,5,1,3,64,0.937666,5880,33683,18420,48,4
1875,8,5,1,3,128,0.911296,7059,43672,18629,48,4
1876,8,5,1,4,2,0.929862,5082,27858,23088,30,4
1877,8,5,1,4,4,0.977269,5803,29967,23085,57,4
1878,8,5,1,4,8,0.947405,5300,30344,23075,57,4
1879,8,5,1,4,16,0.906994,5914,32150,23084,57,4
1881,8,5,1,4,64,0.931116,7272,42364,23212,57,4
1884,8,5,1,5,4,0.945920,6337,35668,27760,60,4
1885,8,5,1,5,8,0.926196,6627,35762,27738,60,4
1887,8,5,1,5,32,0.933424,7696,42903,27867,60,4
1888,8,5,1,5,64,0.957176,9631,52284,27976,60,4
1892,8,5,2,1,8,0.655069,2617,13565,9616,114,4
1893,8,5,2,1,16,0.645934,2789,14417,9637,114,4
1894,8,5,2,1,32,0.627479,3001,16152,9662,114,4
1895,8,5,2,1,64,0.618620,3397,19230,9674,114,4
1896,8,5,2,1,128,0.646672,4233,25909,9833,114,4
1897,8,5,2,2,2,0.831701,3647,18192,15053,30,4
1898,8,5,2,2,4,0.811721,3599,19822,15056,54,4
1899,8,5,2,2,8,0.835334,3714,20443,15047,54,4
1900,8,5,2,2,16,0.834283,4016,22082,15064,54,4
1901,8,5,2,2,32,0.797669,4536,25682,15114,54,4
1902,8,5,2,2,64,0.824340,5544,31872,15219,54,4
1903,8,5,2,2,128,0.844416,7036,44986,15473,54,4
1906,8,5,2,3,8,0.866743,5059,28620,20662,66,4
1907,8,5,2,3,16,0.854577,5420,31009,20660,66,4
1908,8,5,2,3,32,0.853901,6631,36691,20726,66,4
1911,8,5,2,4,2,0.854022,5743,30163,26210,30,4
1912,8,5,2,4,4,0.858952,6379,34172,26239,84,4
1913,8,5,2,4,8,0.868811,6460,35374,26172,84,4
1914,8,5,2,4,16,0.865235,7002,38461,26188,84,4
1915,8,5,2,4,32,0.885824,8151,45544,26238,84,4
1916,8,5,2,4,64,0.867361,9625,57114,26425,84,4
1918,8,5,2,5,2,0.907019,6887,36627,31705,30,4
1919,8,5,2,5,4,0.860468,7914,40710,31699,90,4
1920,8,5,2,5,8,0.880159,7616,42564,31736,90,4
1921,8,5,2,5,16,0.853682,8225,47256,31806,90,4
1922,8,5,2,5,32,0.850718,10632,56232,31822,90,4
1925,8,5,3,1,2,0.986258,2810,14157,11795,102,4
1926,8,5,3,1,4,0.656070,2805,14319,10232,120,4
1928,8,5,3,1,16,0.641129,2951,16012,10234,120,4
1930,8,5,3,1,64,0.646297,3963,23349,10356,120,4
1934,8,5,3,2,8,0.839883,4176,23034,16220,66,4
1935,8,5,3,2,16,0.852627,4600,25576,16220,66,4
1936,8,5,3,2,32,0.837548,5597,31185,16293,66,4
1937,8,5,3,2,64,0.844552,6774,40018,16497,66,4
1938,8,5,3,2,128,0.825581,9399,59921,16867,66,4
1939,8,5,3,3,2,1.280159,5736,30733,27257,30,4
1940,8,5,3,3,4,0.925627,5610,30657,22447,84,4
1941,8,5,3,3,8,0.890948,5837,32547,22420,84,4
1942,8,5,3,3,16,0.870514,6380,36104,22429,84,4
1943,8,5,3,3,32,0.899200,7870,44404,22571,84,4
1944,8,5,3,3,64,0.857939,9672,58320,22796,84,4
1949,8,5,3,4,16,0.875873,8262,45155,28596,111,4
1954,8,5,3,5,4,0.860017,8616,46425,34641,120,4
1960,8,5,4,1,2,0.677447,2632,13720,10925,102,4
1961,8,5,4,1,4,0.642808,3060,15207,10934,129,4
1962,8,5,4,1,8,0.643960,3035,15752,10926,129,4
1963,8,5,4,1,16,0.628102,3283,17469,10923,129,4
1964,8,5,4,1,32,0.614548,3909,21128,10958,129,4
1965,8,5,4,1,64,0.609055,4688,27247,11065,129,4
1966,8,5,4,1,128,0.634303,6391,40348,11270,129,4
1967,8,5,4,2,2,0.810108,3951,19832,17644,30,4
1968,8,5,4,2,4,0.810108,4316,23606,17603,84,4
1969,8,5,4,2,8,0.816174,4467,25008,17606,84,4
1970,8,5,4,2,16,0.826192,5087,28060,17593,84,4
1971,8,5,4,2,32,0.792920,6304,35450,17678,84,4
1974,8,5,4,3,2,0.834578,5138,26944,24509,30,4
1975,8,5,4,3,4,0.879618,6136,32834,24507,111,4
1976,8,5,4,3,8,0.795854,6687,35390,24502,111,4
1978,8,5,4,3,32,0.840986,9095,51463,24624,111,4
1979,8,5,4,3,64,0.813869,11691,69739,24912,111,4
1981,8,5,4,4,2,0.836913,7196,36924,31300,30,4
1982,8,5,4,4,4,0.820834,7482,41054,31279,147,4
1983,8,5,4,4,8,0.803548,8161,43667,31275,147,4
1984,8,5,4,4,16,0.815723,9198,50292,31252,147,4
1996,8,5,5,1,4,0.670805,3144,16161,11528,132,4
1998,8,5,5,1,16,0.648487,3655,19196,11518,132,4
1999,8,5,5,1,32,0.643517,4312,23766,11583,132,4
2001,8,5,5,1,128,0.646228,7576,47932,12083,132,4
2002,8,5,5,2,2,1.190651,4903,25921,23758,30,4
2003,8,5,5,2,4,0.808721,4855,25980,18810,90,4
2004,8,5,5,2,8,0.835888,5042,27915,18780,90,4
2005,8,5,5,2,16,0.824553,5682,31780,18775,90,4
2006,8,5,5,2,32,0.835981,7350,41090,18912,90,4
2007,8,5,5,2,64,0.819400,9383,56563,19230,90,4
2011,8,5,5,3,8,0.834176,7214,39643,26301,120,4
2019,8,5,5,4,16,0.840706,10673,58022,33610,165,4
2030,16,1,1,1,2,0.555918,1362,6855,4505,30,4
2031,16,1,1,1,4,0.503484,1378,7153,4505,36,4
2032,16,1,1,1,8,0.505772,1429,7352,4505,36,4
2035,16,1,1,1,64,0.519848,1844,10259,4537,36,4
2036,16,1,1,1,128,0.497766,2215,13508,4559,36,4
2038,16,1,1,2,4,0.632406,1967,10117,7384,60,4
2039,16,1,1,2,8,0.617677,2099,10489,7376,60,4
2042,16,1,1,2,64,0.602098,2918,16301,7448,60,4
2044,16,1,1,3,2,0.621622,2203,11249,9170,66,4
2045,16,1,1,3,4,0.640504,2352,12461,9186,84,4
2046,16,1,1,3,8,0.647774,2558,13067,9185,84,4
2047,16,1,1,3,16,0.647963,2761,14321,9175,84,4
2048,16,1,1,3,32,0.611047,3028,17063,9218,84,4
2049,16,1,1,3,64,0.732369,3876,21886,9294,84,4
2050,16,1,1,3,128,0.659482,5096,31536,9490,84,4
2051,16,1,1,4,2,0.659219,2652,13311,10980,84,4
2052,16,1,1,4,4,0.689480,2912,14614,10982,111,4
2053,16,1,1,4,8,0.628864,2915,15358,10964,111,4
2054,16,1,1,4,16,0.672175,2994,16999,10962,111,4
2055,16,1,1,4,32,0.668770,3748,20568,11012,111,4
2056,16,1,1,4,64,0.662435,4753,26779,11093,111,4
2057,16,1,1,4,128,0.681064,6262,39759,11338,111,4
2059,16,1,1,5,4,0.699777,3362,17193,12767,132,4
2060,16,1,1,5,8,0.682311,3408,18165,12767,132,4
2061,16,1,1,5,16,0.672681,3801,19999,12766,132,4
2063,16,1,1,5,64,0.663335,5471,32393,12968,132,4
2065,16,1,2,1,2,0.488759,1527,7459,5312,30,4
2066,16,1,2,1,4,0.481292,1644,8333,5294,42,4
2067,16,1,2,1,8,0.466598,1614,8734,5293,42,4
2068,16,1,2,1,16,0.487314,1856,9710,5293,42,4
2069,16,1,2,1,32,0.473262,2003,11257,5351,42,4
2070,16,1,2,1,64,0.476715,2463,14437,5369,42,4
2071,16,1,2,1,128,0.488117,3387,21025,5528,42,4
2072,16,1,2,2,2,0.572986,2092,10172,8968,48,4
2073,16,1,2,2,4,0.559975,2360,12335,8988,72,4
2074,16,1,2,2,8,0.572986,2530,13046,8964,72,4
2075,16,1,2,2,16,0.572552,2846,14610,8985,72,4
2076,16,1,2,2,32,0.567088,3308,18233,9040,72,4
2077,16,1,2,2,64,0.612278,4209,24550,9119,72,4
2078,16,1,2,2,128,0.575935,5985,37464,9423,72,4
2079,16,1,2,3,2,0.600112,2671,13428,11598,66,4
2080,16,1,2,3,4,0.607311,3085,15815,11574,102,4
2082,16,1,2,3,16,0.585541,3566,19217,11582,102,4
2086,16,1,2,4,2,0.640912,3123,15860,14124,84,4
2088,16,1,2,4,8,0.672337,3964,20269,14163,138,4
2089,16,1,2,4,16,0.639870,4302,23440,14119,138,4
2090,16,1,2,4,32,0.593861,5465,30750,14184,138,4
2091,16,1,2,4,64,0.628498,7293,43508,14378,138,4
2093,16,1,2,5,2,0.650399,3608,17685,16769,102,4
2094,16,1,2,5,4,0.619696,4276,22874,16773,162,4
2095,16,1,2,5,8,0.608594,4693,24952,16814,162,4
2096,16,1,2,5,16,0.613798,5192,28620,16773,162,4
2097,16,1,2,5,32,0.591161,6740,37689,16916,162,4
2098,16,1,2,5,64,0.645455,9062,54065,17223,162,4
2101,16,1,3,1,4,0.494519,1770,9385,5922,48,4
2103,16,1,3,1,16,0.477432,2020,11063,5958,48,4
2105,16,1,3,1,64,0.485146,3159,18569,6043,48,4
2108,16,1,3,2,4,0.578869,2778,14492,10227,84,4
2109,16,1,3,2,8,0.593081,2883,15682,10225,84,4
2110,16,1,3,2,16,0.586288,3235,17974,10224,84,4
2112,16,1,3,2,64,0.589863,5373,32844,10474,84,4
2113,16,1,3,2,128,0.674781,8205,52587,10908,84,4
2114,16,1,3,3,2,0.714661,3704,18729,17325,66,4
2115,16,1,3,3,4,0.584300,3662,19493,13455,120,4
2116,16,1,3,3,8,0.674935,4011,21127,13468,120,4
2117,16,1,3,3,16,0.651874,4566,24585,13517,120,4
2118,16,1,3,3,32,0.617909,5764,33050,13570,120,4
2119,16,1,3,3,64,0.640165,7936,47097,13833,120,4
2120,16,1,3,3,128,0.660366,11798,76277,14412,120,4
2121,16,1,3,4,2,0.760621,4676,23214,21756,84,4
2122,16,1,3,4,4,0.666682,4455,23628,16651,165,4
2123,16,1,3,4,8,0.698719,4779,25769,16636,165,4
2126,16,1,3,4,64,0.686728,9998,60084,17052,165,4
2128,16,1,3,5,2,0.834275,5632,27942,26011,102,4
2131,16,1,3,5,16,0.710936,6768,37237,19946,192,4
2132,16,1,3,5,32,0.654090,8888,51504,20126,192,4
2135,16,1,4,1,2,0.437898,1743,8639,6593,30,4
2136,16,1,4,1,4,0.456744,1933,10197,6586,57,4
2137,16,1,4,1,8,0.478424,2077,11072,6605,57,4
2138,16,1,4,1,16,0.441345,2301,12549,6601,57,4
2139,16,1,4,1,32,0.515273,2994,16303,6616,57,4
2140,16,1,4,1,64,0.467316,3793,22501,6717,57,4
2141,16,1,4,1,128,0.484017,5599,35562,6929,57,4
2142,16,1,4,2,2,0.528618,2538,12307,11561,48,4
2143,16,1,4,2,4,0.559264,3070,16199,11565,102,4
2144,16,1,4,2,8,0.538418,3381,17622,11552,102,4
2146,16,1,4,2,32,0.537837,4986,28056,11629,102,4
2151,16,1,4,3,8,0.573526,4502,24086,15451,147,4
2152,16,1,4,3,16,0.575935,5113,28446,15449,147,4
2156,16,1,4,4,2,0.573864,4282,21443,19322,84,4
2157,16,1,4,4,4,0.571787,5071,26530,19245,201,4
2158,16,1,4,4,8,0.592558,5546,29619,19236,201,4
2159,16,1,4,4,16,0.667998,6363,35588,19280,201,4
2160,16,1,4,4,32,0.594884,8892,50539,19238,201,4
2161,16,1,4,4,64,0.651381,12432,75384,19712,201,4
2163,16,1,4,5,2,0.580568,5330,26740,23319,102,4
2164,16,1,4,5,4,0.590118,6147,32633,23286,237,4
2165,16,1,4,5,8,0.585301,6592,36465,23243,237,4
2167,16,1,4,5,32,0.665523,11004,63297,23441,237,4
2171,16,1,5,1,4,0.466426,2173,11515,7181,60,4
2172,16,1,5,1,8,0.467536,2301,12479,7201,60,4
2174,16,1,5,1,32,0.462223,3503,18930,7278,60,4
2177,16,1,5,2,2,0.652054,3628,18132,16688,48,4
2178,16,1,5,2,4,0.588339,3681,18839,12795,108,4
2179,16,1,5,2,8,0.584224,3749,20768,12749,108,4
2180,16,1,5,2,16,0.588597,4535,24542,12807,108,4
2181,16,1,5,2,32,0.568191,5936,33933,12876,108,4
2182,16,1,5,2,64,0.610974,8188,49360,13184,108,4
2184,16,1,5,3,2,0.661235,5058,25268,23226,66,4
2185,16,1,5,3,4,0.584116,5037,26129,17255,156,4
2186,16,1,5,3,8,0.613609,5180,28665,17244,156,4
2187,16,1,5,3,16,0.627241,6167,34268,17261,156,4
2192,16,1,5,4,4,0.632849,5803,31918,21723,219,4
2194,16,1,5,4,16,0.715118,7608,43154,21656,219,4
2198,16,1,5,5,2,0.783135,7566,38169,35750,102,4
