n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2
6885,20,100,3,4,3,2,4,400,10000,0,0.331319,2575.412
6886,20,100,3,4,3,3,1,400,10000,0,0.270709,2604.938
6887,20,100,3,4,3,3,2,400,10000,0,0.292257,2870.406
6888,20,100,3,4,3,3,3,400,10000,0,0.301566,2670.64
6889,20,100,3,4,3,3,4,400,10000,0,0.391905,2702.294
6890,20,100,3,4,3,4,1,400,10000,0,0.323086,2737.938
6891,20,100,3,4,3,4,2,400,10000,0,0.328985,2789.01
6892,20,100,3,4,3,4,3,400,10000,0,0.357332,3115.392
6893,20,100,3,4,3,4,4,400,10000,0,0.369219,2863.49
6894,20,100,3,4,4,1,1,400,10000,0,0.379675,2257.808
6895,20,100,3,4,4,1,2,400,10000,0,0.406489,2684.472
6896,20,100,3,4,4,1,3,400,10000,0,0.40931,2416.61
6897,20,100,3,4,4,1,4,400,10000,0,0.405331,2664.788
6898,20,100,3,4,4,2,1,400,10000,0,0.305603,2014.152
6899,20,100,3,4,4,2,2,400,10000,0,0.277006,2290.26
6900,20,100,3,4,4,2,3,400,10000,0,0.335815,2174.55
6901,20,100,3,4,4,2,4,400,10000,0,0.444223,2670.64
6902,20,100,3,4,4,3,1,400,10000,0,0.358291,2455.18
6903,20,100,3,4,4,3,2,400,10000,0,0.467194,2702.826
6904,20,100,3,4,4,3,3,400,10000,0,0.400025,2642.976
6905,20,100,3,4,4,3,4,400,10000,0,0.436253,2865.884
6906,20,100,3,4,4,4,1,400,10000,0,0.325052,2444.274
6907,20,100,3,4,4,4,2,400,10000,0,0.320393,2725.436
6908,20,100,3,4,4,4,3,400,10000,0,0.362138,2604.406
6909,20,100,3,4,4,4,4,400,10000,0,0.430019,2719.584
6910,20,100,4,1,1,1,1,400,10000,0,0.113169,1777.412
6911,20,100,4,1,1,1,2,400,10000,0,0.121546,1855.084
6912,20,100,4,1,1,1,3,400,10000,0,0.14655,1780.604
6913,20,100,4,1,1,1,4,400,10000,0,0.148706,2150.876
6914,20,100,4,1,1,2,1,400,10000,0,0.131333,1775.018
6915,20,100,4,1,1,2,2,400,10000,0,0.100083,1608.502
6916,20,100,4,1,1,2,3,400,10000,0,0.178193,1804.81
6917,20,100,4,1,1,2,4,400,10000,0,0.133373,1694.952
6918,20,100,4,1,1,3,1,400,10000,0,0.155437,2167.9
6919,20,100,4,1,1,3,2,400,10000,0,0.168815,2098.208
6920,20,100,4,1,1,3,3,400,10000,0,0.177081,2091.026
6921,20,100,4,1,1,3,4,400,10000,0,0.149925,1973.986
6922,20,100,4,1,1,4,1,400,10000,0,0.116552,1956.43
6923,20,100,4,1,1,4,2,400,10000,0,0.130041,2112.572
6924,20,100,4,1,1,4,3,400,10000,0,0.162973,2069.214
6925,20,100,4,1,1,4,4,400,10000,0,0.115645,2092.09
6926,20,100,4,1,2,1,1,400,10000,0,0.157227,1475.768
6927,20,100,4,1,2,1,2,400,10000,0,0.160724,1581.902
6928,20,100,4,1,2,1,3,400,10000,0,0.209514,1784.594
6929,20,100,4,1,2,1,4,400,10000,0,0.170068,2263.66
6930,20,100,4,1,2,2,1,400,10000,0,0.138492,1657.978
6931,20,100,4,1,2,2,2,400,10000,0,0.142399,1804.012
6932,20,100,4,1,2,2,3,400,10000,0,0.145085,1792.308
6933,20,100,4,1,2,2,4,400,10000,0,0.212105,1628.186
6934,20,100,4,1,2,3,1,400,10000,0,0.170937,1943.396
6935,20,100,4,1,2,3,2,400,10000,0,0.153171,1827.952
6936,20,100,4,1,2,3,3,400,10000,0,0.237516,2142.63
6937,20,100,4,1,2,3,4,400,10000,0,0.185095,2672.236
6938,20,100,4,1,2,4,1,400,10000,0,0.157609,2111.774
6939,20,100,4,1,2,4,2,400,10000,0,0.147852,2108.848
6940,20,100,4,1,2,4,3,400,10000,0,0.209467,2112.572
6941,20,100,4,1,2,4,4,400,10000,0,0.175836,2137.576
6942,20,100,4,1,3,1,1,400,10000,0,0.150139,1972.656
6943,20,100,4,1,3,1,2,400,10000,0,0.124071,1976.114
6944,20,100,4,1,3,1,3,400,10000,0,0.158096,1909.082
6945,20,100,4,1,3,1,4,400,10000,0,0.139845,2211.258
6946,20,100,4,1,3,2,1,400,10000,0,0.168231,2091.824
6947,20,100,4,1,3,2,2,400,10000,0,0.164362,2107.252
6948,20,100,4,1,3,2,3,400,10000,0,0.146211,1862.266
6949,20,100,4,1,3,2,4,400,10000,0,0.123447,1953.77
6950,20,100,4,1,3,3,1,400,10000,0,0.15618,2211.524
6951,20,100,4,1,3,3,2,400,10000,0,0.160796,2391.606
6952,20,100,4,1,3,3,3,400,10000,0,0.168595,2199.554
6953,20,100,4,1,3,3,4,400,10000,0,0.17298,2413.418
6954,20,100,4,1,3,4,1,400,10000,0,0.140286,2478.322
6955,20,100,4,1,3,4,2,400,10000,0,0.159112,2447.2
6956,20,100,4,1,3,4,3,400,10000,0,0.16102,2090.494
6957,20,100,4,1,3,4,4,400,10000,0,0.130664,2687.93
6958,20,100,4,1,4,1,1,400,10000,0,0.128577,1964.41
6959,20,100,4,1,4,1,2,400,10000,0,0.11985,2077.194
6960,20,100,4,1,4,1,3,400,10000,0,0.138043,2059.372
6961,20,100,4,1,4,1,4,400,10000,0,0.149099,1686.174
6962,20,100,4,1,4,2,1,400,10000,0,0.12563,1755.6
6963,20,100,4,1,4,2,2,400,10000,0,0.143537,1854.02
6964,20,100,4,1,4,2,3,400,10000,0,0.104516,1894.452
6965,20,100,4,1,4,2,4,400,10000,0,0.141492,2084.908
6966,20,100,4,1,4,3,1,400,10000,0,0.145366,2322.712
6967,20,100,4,1,4,3,2,400,10000,0,0.120464,2542.162
6968,20,100,4,1,4,3,3,400,10000,0,0.14198,2422.994
6969,20,100,4,1,4,3,4,400,10000,0,0.149808,2110.444
6970,20,100,4,1,4,4,1,400,10000,0,0.168839,2239.72
6971,20,100,4,1,4,4,2,400,10000,0,0.134891,2507.848
6972,20,100,4,1,4,4,3,400,10000,0,0.126053,1982.498
6973,20,100,4,1,4,4,4,400,10000,0,0.203362,2337.608
6974,20,100,4,2,1,1,1,400,10000,0,0.137312,1748.95
6975,20,100,4,2,1,1,2,400,10000,0,0.131467,1808.268
6976,20,100,4,2,1,1,3,400,10000,0,0.147213,1765.176
6977,20,100,4,2,1,1,4,400,10000,0,0.201159,2080.652
6978,20,100,4,2,1,2,1,400,10000,0,0.16261,1971.06
6979,20,100,4,2,1,2,2,400,10000,0,0.110302,1797.096
6980,20,100,4,2,1,2,3,400,10000,0,0.167204,1975.848
6981,20,100,4,2,1,2,4,400,10000,0,0.164687,2120.552
6982,20,100,4,2,1,3,1,400,10000,0,0.130326,2123.212
6983,20,100,4,2,1,3,2,400,10000,0,0.123033,2122.68
6984,20,100,4,2,1,3,3,400,10000,0,0.128066,2208.598
6985,20,100,4,2,1,3,4,400,10000,0,0.170523,2574.348
6986,20,100,4,2,1,4,1,400,10000,0,0.124836,2192.106
6987,20,100,4,2,1,4,2,400,10000,0,0.118989,2129.862
6988,20,100,4,2,1,4,3,400,10000,0,0.13113,2201.682
6989,20,100,4,2,1,4,4,400,10000,0,0.142954,2374.316
6990,20,100,4,2,2,1,1,400,10000,0,0.111483,1596
6991,20,100,4,2,2,1,2,400,10000,0,0.150799,1984.892
6992,20,100,4,2,2,1,3,400,10000,0,0.118677,1657.978
6993,20,100,4,2,2,1,4,400,10000,0,0.132179,2164.176
6994,20,100,4,2,2,2,1,400,10000,0,0.166171,1773.688
6995,20,100,4,2,2,2,2,400,10000,0,0.152097,1835.134
6996,20,100,4,2,2,2,3,400,10000,0,0.170496,1846.572
6997,20,100,4,2,2,2,4,400,10000,0,0.160625,1789.116
6998,20,100,4,2,2,3,1,400,10000,0,0.110581,1847.104
6999,20,100,4,2,2,3,2,400,10000,0,0.162903,2012.556
7000,20,100,4,2,2,3,3,400,10000,0,0.11341,1757.728
7001,20,100,4,2,2,3,4,400,10000,0,0.169407,2355.962
7002,20,100,4,2,2,4,1,400,10000,0,0.145223,2042.348
7003,20,100,4,2,2,4,2,400,10000,0,0.206491,2086.77
7004,20,100,4,2,2,4,3,400,10000,0,0.171576,2028.516
7005,20,100,4,2,2,4,4,400,10000,0,0.165362,1964.676
7006,20,100,4,2,3,1,1,400,10000,0,0.149076,2144.492
7007,20,100,4,2,3,1,2,400,10000,0,0.13543,2162.846
7008,20,100,4,2,3,1,3,400,10000,0,0.159423,2141.566
7009,20,100,4,2,3,1,4,400,10000,0,0.155587,2316.062
7010,20,100,4,2,3,2,1,400,10000,0,0.15096,2180.668
7011,20,100,4,2,3,2,2,400,10000,0,0.177687,2149.014
7012,20,100,4,2,3,2,3,400,10000,0,0.158877,2218.174
7013,20,100,4,2,3,2,4,400,10000,0,0.12827,2031.974
7014,20,100,4,2,3,3,1,400,10000,0,0.153942,2474.066
7015,20,100,4,2,3,3,2,400,10000,0,0.144229,2329.096
7016,20,100,4,2,3,3,3,400,10000,0,0.15762,2388.414
7017,20,100,4,2,3,3,4,400,10000,0,0.168377,2614.514
7018,20,100,4,2,3,4,1,400,10000,0,0.135513,2191.308
7019,20,100,4,2,3,4,2,400,10000,0,0.181828,2181.998
7020,20,100,4,2,3,4,3,400,10000,0,0.146525,2221.366
7021,20,100,4,2,3,4,4,400,10000,0,0.168589,2455.18
7022,20,100,4,2,4,1,1,400,10000,0,0.17041,2014.418
7023,20,100,4,2,4,1,2,400,10000,0,0.126008,1834.602
7024,20,100,4,2,4,1,3,400,10000,0,0.171921,2016.014
7025,20,100,4,2,4,1,4,400,10000,0,0.166953,1937.544
7026,20,100,4,2,4,2,1,400,10000,0,0.1185,1969.73
7027,20,100,4,2,4,2,2,400,10000,0,0.138931,2149.28
7028,20,100,4,2,4,2,3,400,10000,0,0.125864,2075.598
7029,20,100,4,2,4,2,4,400,10000,0,0.139926,2192.904
7030,20,100,4,2,4,3,1,400,10000,0,0.159396,2340.8
7031,20,100,4,2,4,3,2,400,10000,0,0.12604,2086.238
7032,20,100,4,2,4,3,3,400,10000,0,0.162691,2475.396
7033,20,100,4,2,4,3,4,400,10000,0,0.180041,2334.15
7034,20,100,4,2,4,4,1,400,10000,0,0.125342,2234.134
7035,20,100,4,2,4,4,2,400,10000,0,0.135066,2175.88
7036,20,100,4,2,4,4,3,400,10000,0,0.137773,2258.34
7037,20,100,4,2,4,4,4,400,10000,0,0.157886,2427.782
7038,20,100,4,3,1,1,1,400,10000,0,0.132314,2016.28
7039,20,100,4,3,1,1,2,400,10000,0,0.130717,1929.564
7040,20,100,4,3,1,1,3,400,10000,0,0.163881,1930.628
7041,20,100,4,3,1,1,4,400,10000,0,0.140371,1768.634
7042,20,100,4,3,1,2,1,400,10000,0,0.11241,1939.14
7043,20,100,4,3,1,2,2,400,10000,0,0.104705,1744.96
7044,20,100,4,3,1,2,3,400,10000,0,0.166768,1942.864
7045,20,100,4,3,1,2,4,400,10000,0,0.12339,1873.438
7046,20,100,4,3,1,3,1,400,10000,0,0.155272,2334.948
7047,20,100,4,3,1,3,2,400,10000,0,0.173812,2246.104
7048,20,100,4,3,1,3,3,400,10000,0,0.159921,2296.644
7049,20,100,4,3,1,3,4,400,10000,0,0.162886,2222.43
7050,20,100,4,3,1,4,1,400,10000,0,0.129972,2009.63
7051,20,100,4,3,1,4,2,400,10000,0,0.140379,2283.344
7052,20,100,4,3,1,4,3,400,10000,0,0.161061,2168.698
7053,20,100,4,3,1,4,4,400,10000,0,0.200622,2652.02
7054,20,100,4,3,2,1,1,400,10000,0,0.193738,1607.438
7055,20,100,4,3,2,1,2,400,10000,0,0.158472,1644.146
7056,20,100,4,3,2,1,3,400,10000,0,0.212772,1866.788
7057,20,100,4,3,2,1,4,400,10000,0,0.160862,2389.744
7058,20,100,4,3,2,2,1,400,10000,0,0.15306,1697.346
7059,20,100,4,3,2,2,2,400,10000,0,0.158875,1807.204
7060,20,100,4,3,2,2,3,400,10000,0,0.152018,1911.742
7061,20,100,4,3,2,2,4,400,10000,0,0.223469,1734.054
7062,20,100,4,3,2,3,1,400,10000,0,0.149646,1958.292
7063,20,100,4,3,2,3,2,400,10000,0,0.165678,1873.704
7064,20,100,4,3,2,3,3,400,10000,0,0.239292,1964.676
7065,20,100,4,3,2,3,4,400,10000,0,0.184534,2492.952
7066,20,100,4,3,2,4,1,400,10000,0,0.16032,2275.098
7067,20,100,4,3,2,4,2,400,10000,0,0.160801,2077.992
7068,20,100,4,3,2,4,3,400,10000,0,0.218853,2217.376
7069,20,100,4,3,2,4,4,400,10000,0,0.179154,2203.81
7070,20,100,4,3,3,1,1,400,10000,0,0.141245,2080.12
7071,20,100,4,3,3,1,2,400,10000,0,0.137917,2135.714
7072,20,100,4,3,3,1,3,400,10000,0,0.160667,2035.166
7073,20,100,4,3,3,1,4,400,10000,0,0.141089,2377.508
7074,20,100,4,3,3,2,1,400,10000,0,0.144729,2218.706
7075,20,100,4,3,3,2,2,400,10000,0,0.173995,2228.548
7076,20,100,4,3,3,2,3,400,10000,0,0.154039,1992.606
7077,20,100,4,3,3,2,4,400,10000,0,0.130498,2103.528
7078,20,100,4,3,3,3,1,400,10000,0,0.160992,2230.41
7079,20,100,4,3,3,3,2,400,10000,0,0.158377,2575.412
7080,20,100,4,3,3,3,3,400,10000,0,0.164732,2457.308
7081,20,100,4,3,3,3,4,400,10000,0,0.199454,2606.8
7082,20,100,4,3,3,4,1,400,10000,0,0.163294,2462.362
7083,20,100,4,3,3,4,2,400,10000,0,0.153139,2528.064
7084,20,100,4,3,3,4,3,400,10000,0,0.160278,2264.99
7085,20,100,4,3,3,4,4,400,10000,0,0.137679,2850.456
7086,20,100,4,3,4,1,1,400,10000,0,0.103763,1938.874
7087,20,100,4,3,4,1,2,400,10000,0,0.163862,2153.004
7088,20,100,4,3,4,1,3,400,10000,0,0.132551,2145.822
7089,20,100,4,3,4,1,4,400,10000,0,0.142968,2018.408
7090,20,100,4,3,4,2,1,400,10000,0,0.128922,1754.27
7091,20,100,4,3,4,2,2,400,10000,0,0.193393,1912.806
7092,20,100,4,3,4,2,3,400,10000,0,0.142902,1967.07
7093,20,100,4,3,4,2,4,400,10000,0,0.175788,2022.132
7094,20,100,4,3,4,3,1,400,10000,0,0.122912,2461.298
7095,20,100,4,3,4,3,2,400,10000,0,0.178737,2541.63
7096,20,100,4,3,4,3,3,400,10000,0,0.135967,2604.938
7097,20,100,4,3,4,3,4,400,10000,0,0.171532,2524.34
7098,20,100,4,3,4,4,1,400,10000,0,0.169311,2173.752
7099,20,100,4,3,4,4,2,400,10000,0,0.146222,2516.36
7100,20,100,4,3,4,4,3,400,10000,0,0.122285,2036.762
7101,20,100,4,3,4,4,4,400,10000,0,0.186916,2526.734
7102,20,100,4,4,1,1,1,400,10000,0,0.130712,1938.874
7103,20,100,4,4,1,1,2,400,10000,0,0.115683,2083.312
7104,20,100,4,4,1,1,3,400,10000,0,0.140853,1973.72
7105,20,100,4,4,1,1,4,400,10000,0,0.118326,2131.724
7106,20,100,4,4,1,2,1,400,10000,0,0.127113,1887.536
7107,20,100,4,4,1,2,2,400,10000,0,0.100237,1721.286
7108,20,100,4,4,1,2,3,400,10000,0,0.141896,1948.184
7109,20,100,4,4,1,2,4,400,10000,0,0.120574,2063.096
7110,20,100,4,4,1,3,1,400,10000,0,0.141312,2149.546
7111,20,100,4,4,1,3,2,400,10000,0,0.104572,2222.962
7112,20,100,4,4,1,3,3,400,10000,0,0.142093,2333.618
7113,20,100,4,4,1,3,4,400,10000,0,0.125306,2441.348
7114,20,100,4,4,1,4,1,400,10000,0,0.145956,2076.928
7115,20,100,4,4,1,4,2,400,10000,0,0.13041,2132.788
7116,20,100,4,4,1,4,3,400,10000,0,0.158364,2101.666
7117,20,100,4,4,1,4,4,400,10000,0,0.111647,2544.29
7118,20,100,4,4,2,1,1,400,10000,0,0.207006,2155.398
7119,20,100,4,4,2,1,2,400,10000,0,0.1655,2166.836
7120,20,100,4,4,2,1,3,400,10000,0,0.1314,1955.632
7121,20,100,4,4,2,1,4,400,10000,0,0.17036,2127.202
7122,20,100,4,4,2,2,1,400,10000,0,0.216636,1787.786
7123,20,100,4,4,2,2,2,400,10000,0,0.179542,2106.188
7124,20,100,4,4,2,2,3,400,10000,0,0.232423,1907.486
7125,20,100,4,4,2,2,4,400,10000,0,0.179282,1987.286
7126,20,100,4,4,2,3,1,400,10000,0,0.16756,2445.338
7127,20,100,4,4,2,3,2,400,10000,0,0.16129,2405.704
7128,20,100,4,4,2,3,3,400,10000,0,0.171548,2488.164
7129,20,100,4,4,2,3,4,400,10000,0,0.161339,2368.73
7130,20,100,4,4,2,4,1,400,10000,0,0.163272,2009.364
7131,20,100,4,4,2,4,2,400,10000,0,0.185589,2298.24
7132,20,100,4,4,2,4,3,400,10000,0,0.193656,2292.654
7133,20,100,4,4,2,4,4,400,10000,0,0.185073,2474.332
7134,20,100,4,4,3,1,1,400,10000,0,0.149452,2140.768
7135,20,100,4,4,3,1,2,400,10000,0,0.152457,1831.144
7136,20,100,4,4,3,1,3,400,10000,0,0.121236,2105.39
7137,20,100,4,4,3,1,4,400,10000,0,0.142885,1975.848
7138,20,100,4,4,3,2,1,400,10000,0,0.135996,1896.58
7139,20,100,4,4,3,2,2,400,10000,0,0.119788,1949.78
7140,20,100,4,4,3,2,3,400,10000,0,0.137074,1862
7141,20,100,4,4,3,2,4,400,10000,0,0.139996,2465.022
7142,20,100,4,4,3,3,1,400,10000,0,0.117451,2583.392
7143,20,100,4,4,3,3,2,400,10000,0,0.145509,2127.468
7144,20,100,4,4,3,3,3,400,10000,0,0.123042,2609.194
7145,20,100,4,4,3,3,4,400,10000,0,0.160142,2399.586
7146,20,100,4,4,3,4,1,400,10000,0,0.142932,2302.496
7147,20,100,4,4,3,4,2,400,10000,0,0.1349,2260.734
7148,20,100,4,4,3,4,3,400,10000,0,0.173285,2421.398
7149,20,100,4,4,3,4,4,400,10000,0,0.180695,2796.192
7150,20,100,4,4,4,1,1,400,10000,0,0.11833,2218.706
7151,20,100,4,4,4,1,2,400,10000,0,0.185493,2390.808
7152,20,100,4,4,4,1,3,400,10000,0,0.171943,2428.314
7153,20,100,4,4,4,1,4,400,10000,0,0.127056,2512.104
7154,20,100,4,4,4,2,1,400,10000,0,0.112112,1827.42
7155,20,100,4,4,4,2,2,400,10000,0,0.146486,2012.29
7156,20,100,4,4,4,2,3,400,10000,0,0.135398,2106.72
7157,20,100,4,4,4,2,4,400,10000,0,0.134865,2633.932
7158,20,100,4,4,4,3,1,400,10000,0,0.136627,2418.738
7159,20,100,4,4,4,3,2,400,10000,0,0.183374,2598.022
7160,20,100,4,4,4,3,3,400,10000,0,0.172629,2466.618
7161,20,100,4,4,4,3,4,400,10000,0,0.152358,2725.436
7162,20,100,4,4,4,4,1,400,10000,0,0.134355,2212.854
7163,20,100,4,4,4,4,2,400,10000,0,0.129671,2412.088
7164,20,100,4,4,4,4,3,400,10000,0,0.122999,2287.6
7165,20,100,4,4,4,4,4,400,10000,0,0.117304,2360.75
7166,20,200,1,1,1,1,1,400,40000,0,2.101305,1658.244
7167,20,200,1,1,1,1,2,400,40000,0,2.144479,1921.85
7168,20,200,1,1,1,1,3,400,40000,0,2.378663,1648.668
7169,20,200,1,1,1,1,4,400,40000,0,2.520953,1678.194
7170,20,200,1,1,1,2,1,400,40000,0,2.192301,1453.158
7171,20,200,1,1,1,2,2,400,40000,0,2.11597,1890.728
7172,20,200,1,1,1,2,3,400,40000,0,2.415144,1482.684
7173,20,200,1,1,1,2,4,400,40000,0,2.052502,2030.644
7174,20,200,1,1,1,3,1,400,40000,0,2.150377,1872.64
7175,20,200,1,1,1,3,2,400,40000,0,1.706141,2129.862
7176,20,200,1,1,1,3,3,400,40000,0,2.35296,1880.886
7177,20,200,1,1,1,3,4,400,40000,0,1.915676,2102.464
7178,20,200,1,1,1,4,1,400,40000,0,2.162976,1609.3
7179,20,200,1,1,1,4,2,400,40000,0,2.417552,2011.492
7180,20,200,1,1,1,4,3,400,40000,0,2.2854,1661.702
7181,20,200,1,1,1,4,4,400,40000,0,2.176393,2177.742
7182,20,200,1,1,2,1,1,400,40000,0,2.346072,1876.098
7183,20,200,1,1,2,1,2,400,40000,0,1.997619,1468.852
7184,20,200,1,1,2,1,3,400,40000,0,2.571076,1887.802
7185,20,200,1,1,2,1,4,400,40000,0,3.016796,1656.116
7186,20,200,1,1,2,2,1,400,40000,0,1.874709,1826.622
7187,20,200,1,1,2,2,2,400,40000,0,2.104539,1966.538
7188,20,200,1,1,2,2,3,400,40000,0,2.043046,1854.02
7189,20,200,1,1,2,2,4,400,40000,0,1.788824,2173.752
7190,20,200,1,1,2,3,1,400,40000,0,2.263155,2010.162
7191,20,200,1,1,2,3,2,400,40000,0,2.768548,2143.694
7192,20,200,1,1,2,3,3,400,40000,0,2.49192,2045.806
7193,20,200,1,1,2,3,4,400,40000,0,1.781262,2207.534
7194,20,200,1,1,2,4,1,400,40000,0,1.90785,2245.572
7195,20,200,1,1,2,4,2,400,40000,0,2.245762,1939.406
7196,20,200,1,1,2,4,3,400,40000,0,2.071608,2297.708
7197,20,200,1,1,2,4,4,400,40000,0,2.231589,2388.148
7198,20,200,1,1,3,1,1,400,40000,0,2.094715,1767.304
7199,20,200,1,1,3,1,2,400,40000,0,2.225462,1551.312
7200,20,200,1,1,3,1,3,400,40000,0,2.315462,1784.328
7201,20,200,1,1,3,1,4,400,40000,0,1.943726,1884.876
7202,20,200,1,1,3,2,1,400,40000,0,2.133978,1657.446
7203,20,200,1,1,3,2,2,400,40000,0,2.446096,1543.332
7204,20,200,1,1,3,2,3,400,40000,0,2.481833,1686.174
7205,20,200,1,1,3,2,4,400,40000,0,2.969847,1674.47
7206,20,200,1,1,3,3,1,400,40000,0,2.178746,1937.278
7207,20,200,1,1,3,3,2,400,40000,0,2.342349,1969.198
7208,20,200,1,1,3,3,3,400,40000,0,2.399463,1991.542
7209,20,200,1,1,3,3,4,400,40000,0,2.118752,2057.776
7210,20,200,1,1,3,4,1,400,40000,0,2.214795,1703.464
7211,20,200,1,1,3,4,2,400,40000,0,2.453078,2175.614
7212,20,200,1,1,3,4,3,400,40000,0,2.360475,1763.048
7213,20,200,1,1,3,4,4,400,40000,0,2.7396,2227.484
7214,20,200,1,1,4,1,1,400,40000,0,1.754887,1875.034
7215,20,200,1,1,4,1,2,400,40000,0,1.642539,1804.544
7216,20,200,1,1,4,1,3,400,40000,0,1.904892,1886.738
7217,20,200,1,1,4,1,4,400,40000,0,1.71144,1858.276
7218,20,200,1,1,4,2,1,400,40000,0,1.632774,1576.848
7219,20,200,1,1,4,2,2,400,40000,0,1.763658,1675.268
7220,20,200,1,1,4,2,3,400,40000,0,1.804725,1615.418
7221,20,200,1,1,4,2,4,400,40000,0,1.533705,1969.73
7222,20,200,1,1,4,3,1,400,40000,0,1.71551,2016.812
7223,20,200,1,1,4,3,2,400,40000,0,2.780094,2160.452
7224,20,200,1,1,4,3,3,400,40000,0,1.875593,2039.422
7225,20,200,1,1,4,3,4,400,40000,0,1.94253,2092.09
7226,20,200,1,1,4,4,1,400,40000,0,2.013773,1726.872
7227,20,200,1,1,4,4,2,400,40000,0,1.903219,2005.108
7228,20,200,1,1,4,4,3,400,40000,0,2.185982,1762.25
7229,20,200,1,1,4,4,4,400,40000,0,4.089728,2156.728
7230,20,200,1,2,1,1,1,400,40000,0,1.945833,1806.938
7231,20,200,1,2,1,1,2,400,40000,0,1.463915,1955.366
7232,20,200,1,2,1,1,3,400,40000,0,2.108174,1833.006
7233,20,200,1,2,1,1,4,400,40000,0,2.544315,2156.728
7234,20,200,1,2,1,2,1,400,40000,0,1.948178,1744.694
7235,20,200,1,2,1,2,2,400,40000,0,1.794299,1774.22
7236,20,200,1,2,1,2,3,400,40000,0,2.112629,1506.624
7237,20,200,1,2,1,2,4,400,40000,0,2.294916,1655.584
7238,20,200,1,2,1,3,1,400,40000,0,1.641365,1881.152
7239,20,200,1,2,1,3,2,400,40000,0,1.725985,2123.478
7240,20,200,1,2,1,3,3,400,40000,0,1.757864,1912.54
7241,20,200,1,2,1,3,4,400,40000,0,3.092843,2080.386
7242,20,200,1,2,1,4,1,400,40000,0,1.608652,1921.318
7243,20,200,1,2,1,4,2,400,40000,0,2.56802,2026.122
7244,20,200,1,2,1,4,3,400,40000,0,1.79945,1708.784
7245,20,200,1,2,1,4,4,400,40000,0,2.46888,2108.848
7246,20,200,1,2,2,1,1,400,40000,0,1.913787,2256.212
7247,20,200,1,2,2,1,2,400,40000,0,2.290652,2253.552
7248,20,200,1,2,2,1,3,400,40000,0,2.045899,2008.3
7249,20,200,1,2,2,1,4,400,40000,0,3.010751,2094.75
7250,20,200,1,2,2,2,1,400,40000,0,2.064582,1657.978
7251,20,200,1,2,2,2,2,400,40000,0,2.751908,2001.65
7252,20,200,1,2,2,2,3,400,40000,0,2.020406,1947.918
7253,20,200,1,2,2,2,4,400,40000,0,2.80361,2162.846
7254,20,200,1,2,2,3,1,400,40000,0,1.712088,1733.788
7255,20,200,1,2,2,3,2,400,40000,0,2.499315,2120.552
7256,20,200,1,2,2,3,3,400,40000,0,1.875229,1817.844
7257,20,200,1,2,2,3,4,400,40000,0,2.314658,2257.808
7258,20,200,1,2,2,4,1,400,40000,0,2.180902,2031.442
7259,20,200,1,2,2,4,2,400,40000,0,2.890704,2233.336
7260,20,200,1,2,2,4,3,400,40000,0,2.349972,2080.918
7261,20,200,1,2,2,4,4,400,40000,0,2.013851,2415.014
7262,20,200,1,2,3,1,1,400,40000,0,1.955195,1825.292
7263,20,200,1,2,3,1,2,400,40000,0,1.935084,1809.598
7264,20,200,1,2,3,1,3,400,40000,0,2.521516,1936.746
7265,20,200,1,2,3,1,4,400,40000,0,1.895841,2068.948
7266,20,200,1,2,3,2,1,400,40000,0,1.566882,1427.888
7267,20,200,1,2,3,2,2,400,40000,0,2.021633,1285.046
7268,20,200,1,2,3,2,3,400,40000,0,2.206588,2026.654
7269,20,200,1,2,3,2,4,400,40000,0,2.557146,1637.23
7270,20,200,1,2,3,3,1,400,40000,0,1.618301,1919.722
7271,20,200,1,2,3,3,2,400,40000,0,1.518743,2136.246
7272,20,200,1,2,3,3,3,400,40000,0,1.707713,2005.64
7273,20,200,1,2,3,3,4,400,40000,0,1.986681,2176.146
7274,20,200,1,2,3,4,1,400,40000,0,2.153125,1574.454
7275,20,200,1,2,3,4,2,400,40000,0,2.363463,1666.756
7276,20,200,1,2,3,4,3,400,40000,0,2.303352,1718.626
7277,20,200,1,2,3,4,4,400,40000,0,2.629964,1854.552
7278,20,200,1,2,4,1,1,400,40000,0,2.305315,1821.834
7279,20,200,1,2,4,1,2,400,40000,0,1.790629,1955.898
7280,20,200,1,2,4,1,3,400,40000,0,2.101528,2001.65
7281,20,200,1,2,4,1,4,400,40000,0,2.875136,1827.952
7282,20,200,1,2,4,2,1,400,40000,0,2.235647,1683.514
7283,20,200,1,2,4,2,2,400,40000,0,2.527412,1678.992
7284,20,200,1,2,4,2,3,400,40000,0,2.453149,1864.128
7285,20,200,1,2,4,2,4,400,40000,0,2.592257,2019.472
7286,20,200,1,2,4,3,1,400,40000,0,1.678881,1922.914
7287,20,200,1,2,4,3,2,400,40000,0,1.915145,2140.502
7288,20,200,1,2,4,3,3,400,40000,0,1.816777,2007.502
7289,20,200,1,2,4,3,4,400,40000,0,1.845897,2141.566
7290,20,200,1,2,4,4,1,400,40000,0,1.875738,1968.932
7291,20,200,1,2,4,4,2,400,40000,0,1.71945,2033.57
7292,20,200,1,2,4,4,3,400,40000,0,2.068259,2033.57
