n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2,lut,ff,dsp,bram
8404,20,400,1,4,2,2,1,400,160000,0,1.3865,103,544,177,0,3
8405,20,400,1,4,2,2,2,400,160000,0,1.7250,112,568,178,0,3
8406,20,400,1,4,2,2,3,400,160000,0,1.4854,110,624,182,0,3
8407,20,400,1,4,2,2,4,400,160000,0,2.0893,114,638,186,0,3
8408,20,400,1,4,2,3,1,400,160000,0,1.7226,113,607,181,0,3
8409,20,400,1,4,2,3,2,400,160000,0,1.6094,108,609,182,0,3
8410,20,400,1,4,2,3,3,400,160000,0,1.5428,114,632,187,0,3
8411,20,400,1,4,2,3,4,400,160000,0,2.1938,123,658,190,0,3
8412,20,400,1,4,2,4,1,400,160000,0,1.6403,123,637,180,0,3
8413,20,400,1,4,2,4,2,400,160000,0,1.6768,120,659,181,0,3
8414,20,400,1,4,2,4,3,400,160000,0,1.6661,115,681,187,0,3
8415,20,400,1,4,2,4,4,400,160000,0,2.0393,118,629,190,0,3
8416,20,400,1,4,3,1,1,400,160000,0,1.5030,108,582,180,0,3
8417,20,400,1,4,3,1,2,400,160000,0,1.7712,120,673,184,0,3
8418,20,400,1,4,3,1,3,400,160000,0,1.2819,116,629,187,0,3
8419,20,400,1,4,3,1,4,400,160000,0,2.0491,120,670,190,0,3
8420,20,400,1,4,3,2,1,400,160000,0,1.5577,121,647,181,0,3
8421,20,400,1,4,3,2,2,400,160000,0,1.4352,124,669,185,0,3
8422,20,400,1,4,3,2,3,400,160000,0,1.5315,112,657,190,0,3
8423,20,400,1,4,3,2,4,400,160000,0,2.1994,129,677,192,0,3
8424,20,400,1,4,3,3,1,400,160000,0,1.7998,119,687,186,0,3
8425,20,400,1,4,3,3,2,400,160000,0,1.9002,118,685,190,0,3
8426,20,400,1,4,3,3,3,400,160000,0,1.5696,112,655,193,0,3
8427,20,400,1,4,3,3,4,400,160000,0,1.8135,113,694,197,0,3
8428,20,400,1,4,3,4,1,400,160000,0,1.7732,120,655,185,0,3
8429,20,400,1,4,3,4,2,400,160000,0,1.6741,120,653,188,0,3
8430,20,400,1,4,3,4,3,400,160000,0,1.5719,120,661,193,0,3
8431,20,400,1,4,3,4,4,400,160000,0,1.8074,116,660,196,0,3
8432,20,400,1,4,4,1,1,400,160000,0,1.6687,104,586,187,0,3
8433,20,400,1,4,4,1,2,400,160000,0,1.4424,114,604,191,0,3
8434,20,400,1,4,4,1,3,400,160000,0,1.5880,129,660,196,0,3
8435,20,400,1,4,4,1,4,400,160000,0,1.8814,112,614,196,0,3
8436,20,400,1,4,4,2,1,400,160000,0,1.6800,112,604,189,0,3
8437,20,400,1,4,4,2,2,400,160000,0,1.7685,119,629,187,0,3
8438,20,400,1,4,4,2,3,400,160000,0,1.4930,111,664,192,0,3
8439,20,400,1,4,4,2,4,400,160000,0,1.9983,122,659,199,0,3
8440,20,400,1,4,4,3,1,400,160000,0,1.9201,113,592,194,0,3
8441,20,400,1,4,4,3,2,400,160000,0,1.7825,113,676,196,0,3
8442,20,400,1,4,4,3,3,400,160000,0,1.2587,115,668,201,0,3
8443,20,400,1,4,4,3,4,400,160000,0,1.9075,131,660,202,0,3
8444,20,400,1,4,4,4,1,400,160000,0,1.6064,114,683,193,0,3
8445,20,400,1,4,4,4,2,400,160000,0,1.7384,120,698,195,0,3
8446,20,400,1,4,4,4,3,400,160000,0,1.6214,123,729,201,0,3
8447,20,400,1,4,4,4,4,400,160000,0,1.9680,122,667,202,0,3
8448,20,400,2,1,1,1,1,400,160000,0,0.7350,82,483,191,0,3
8449,20,400,2,1,1,1,2,400,160000,0,0.7089,95,530,193,0,3
8450,20,400,2,1,1,1,3,400,160000,0,0.7550,96,528,199,0,3
8451,20,400,2,1,1,1,4,400,160000,0,0.8494,94,516,198,0,3
8452,20,400,2,1,1,2,1,400,160000,0,0.8305,94,548,194,0,3
8453,20,400,2,1,1,2,2,400,160000,0,0.8039,96,504,197,0,3
8454,20,400,2,1,1,2,3,400,160000,0,0.9224,96,526,203,0,3
8455,20,400,2,1,1,2,4,400,160000,0,0.9845,106,575,203,0,3
8456,20,400,2,1,1,3,1,400,160000,0,0.8391,104,568,202,0,3
8457,20,400,2,1,1,3,2,400,160000,0,0.7547,109,583,205,0,3
8458,20,400,2,1,1,3,3,400,160000,0,0.8019,98,578,210,0,3
8459,20,400,2,1,1,3,4,400,160000,0,0.9064,101,546,210,0,3
8460,20,400,2,1,1,4,1,400,160000,0,0.8501,101,518,202,0,3
8461,20,400,2,1,1,4,2,400,160000,0,0.7646,98,532,205,0,3
8462,20,400,2,1,1,4,3,400,160000,0,0.8870,107,612,210,0,3
8463,20,400,2,1,1,4,4,400,160000,0,0.9593,108,589,210,0,3
8464,20,400,2,1,2,1,1,400,160000,0,0.7028,94,517,194,0,3
8465,20,400,2,1,2,1,2,400,160000,0,0.8579,97,531,197,0,3
8466,20,400,2,1,2,1,3,400,160000,0,0.8609,101,560,202,0,3
8467,20,400,2,1,2,1,4,400,160000,0,0.9068,107,572,206,0,3
8468,20,400,2,1,2,2,1,400,160000,0,0.8469,92,506,198,0,3
8469,20,400,2,1,2,2,2,400,160000,0,0.9769,99,538,200,0,3
8470,20,400,2,1,2,2,3,400,160000,0,0.8535,98,572,206,0,3
8471,20,400,2,1,2,2,4,400,160000,0,0.8891,107,585,209,0,3
8472,20,400,2,1,2,3,1,400,160000,0,0.8293,103,527,205,0,3
8473,20,400,2,1,2,3,2,400,160000,0,0.8825,103,569,209,0,3
8474,20,400,2,1,2,3,3,400,160000,0,0.8150,112,592,213,0,3
8475,20,400,2,1,2,3,4,400,160000,0,0.9584,114,600,217,0,3
8476,20,400,2,1,2,4,1,400,160000,0,0.9440,123,628,205,0,3
8477,20,400,2,1,2,4,2,400,160000,0,0.9324,105,590,209,0,3
8478,20,400,2,1,2,4,3,400,160000,0,0.8527,108,614,214,0,3
8479,20,400,2,1,2,4,4,400,160000,0,0.9983,117,625,217,0,3
8480,20,400,2,1,3,1,1,400,160000,0,0.7461,101,561,206,0,3
8481,20,400,2,1,3,1,2,400,160000,0,0.6692,107,571,208,0,3
8482,20,400,2,1,3,1,3,400,160000,0,0.7788,108,591,214,0,3
8483,20,400,2,1,3,1,4,400,160000,0,0.7950,115,602,214,0,3
8484,20,400,2,1,3,2,1,400,160000,0,0.7984,115,615,210,0,3
8485,20,400,2,1,3,2,2,400,160000,0,0.7825,120,637,213,0,3
8486,20,400,2,1,3,2,3,400,160000,0,0.8536,119,667,218,0,3
8487,20,400,2,1,3,2,4,400,160000,0,0.9885,133,682,218,0,3
8488,20,400,2,1,3,3,1,400,160000,0,0.7842,119,605,218,0,3
8489,20,400,2,1,3,3,2,400,160000,0,0.9538,107,613,220,0,3
8490,20,400,2,1,3,3,3,400,160000,0,0.8471,110,583,225,0,3
8491,20,400,2,1,3,3,4,400,160000,0,1.1167,133,691,227,0,3
8492,20,400,2,1,3,4,1,400,160000,0,0.8702,119,661,218,0,3
8493,20,400,2,1,3,4,2,400,160000,0,0.9527,115,635,220,0,3
8494,20,400,2,1,3,4,3,400,160000,0,0.7704,120,720,225,0,3
8495,20,400,2,1,3,4,4,400,160000,0,1.0002,142,712,226,0,3
8496,20,400,2,1,4,1,1,400,160000,0,0.9054,92,514,203,0,3
8497,20,400,2,1,4,1,2,400,160000,0,0.6897,106,551,206,0,3
8498,20,400,2,1,4,1,3,400,160000,0,0.8151,114,627,211,0,3
8499,20,400,2,1,4,1,4,400,160000,0,0.9749,108,603,212,0,3
8500,20,400,2,1,4,2,1,400,160000,0,0.8182,100,541,207,0,3
8501,20,400,2,1,4,2,2,400,160000,0,0.8384,103,546,209,0,3
8502,20,400,2,1,4,2,3,400,160000,0,0.7313,106,568,215,0,3
8503,20,400,2,1,4,2,4,400,160000,0,0.9959,110,611,216,0,3
8504,20,400,2,1,4,3,1,400,160000,0,0.8789,105,588,215,0,3
8505,20,400,2,1,4,3,2,400,160000,0,0.8015,113,605,218,0,3
8506,20,400,2,1,4,3,3,400,160000,0,0.7725,106,633,223,0,3
8507,20,400,2,1,4,3,4,400,160000,0,0.9061,109,626,223,0,3
8508,20,400,2,1,4,4,1,400,160000,0,0.8742,114,635,215,0,3
8509,20,400,2,1,4,4,2,400,160000,0,0.8070,110,603,218,0,3
8510,20,400,2,1,4,4,3,400,160000,0,0.8676,125,647,223,0,3
8511,20,400,2,1,4,4,4,400,160000,0,1.1809,120,675,224,0,3
8512,20,400,2,2,1,1,1,400,160000,0,0.8032,93,513,197,0,3
8513,20,400,2,2,1,1,2,400,160000,0,0.7935,113,551,201,0,3
8514,20,400,2,2,1,1,3,400,160000,0,0.6853,105,610,207,0,3
8515,20,400,2,2,1,1,4,400,160000,0,1.0085,108,529,206,0,3
8516,20,400,2,2,1,2,1,400,160000,0,0.9323,93,540,202,0,3
8517,20,400,2,2,1,2,2,400,160000,0,0.9734,111,594,206,0,3
8518,20,400,2,2,1,2,3,400,160000,0,0.7983,116,617,211,0,3
8519,20,400,2,2,1,2,4,400,160000,0,1.1252,115,609,210,0,3
8520,20,400,2,2,1,3,1,400,160000,0,0.7238,108,541,210,0,3
8521,20,400,2,2,1,3,2,400,160000,0,0.9074,117,601,214,0,3
8522,20,400,2,2,1,3,3,400,160000,0,0.7367,110,591,219,0,3
8523,20,400,2,2,1,3,4,400,160000,0,0.9721,111,577,217,0,3
8524,20,400,2,2,1,4,1,400,160000,0,0.7740,110,604,210,0,3
8525,20,400,2,2,1,4,2,400,160000,0,0.9513,113,590,214,0,3
8526,20,400,2,2,1,4,3,400,160000,0,0.9769,119,649,219,0,3
8527,20,400,2,2,1,4,4,400,160000,0,1.1449,104,623,218,0,3
8528,20,400,2,2,2,1,1,400,160000,0,0.7599,119,652,202,0,3
8529,20,400,2,2,2,1,2,400,160000,0,0.8600,115,591,205,0,3
8530,20,400,2,2,2,1,3,400,160000,0,0.7623,104,577,210,0,3
8531,20,400,2,2,2,1,4,400,160000,0,1.0705,114,626,214,0,3
8532,20,400,2,2,2,2,1,400,160000,0,0.6829,103,558,203,0,3
8533,20,400,2,2,2,2,2,400,160000,0,0.8289,115,578,205,0,3
8534,20,400,2,2,2,2,3,400,160000,0,0.6996,113,586,211,0,3
8535,20,400,2,2,2,2,4,400,160000,0,0.9961,110,630,215,0,3
8536,20,400,2,2,2,3,1,400,160000,0,0.7959,111,662,214,0,3
8537,20,400,2,2,2,3,2,400,160000,0,0.9485,121,619,217,0,3
8538,20,400,2,2,2,3,3,400,160000,0,0.8491,120,636,222,0,3
8539,20,400,2,2,2,3,4,400,160000,0,1.1774,120,652,224,0,3
8540,20,400,2,2,2,4,1,400,160000,0,0.8330,125,692,211,0,3
8541,20,400,2,2,2,4,2,400,160000,0,0.9542,128,704,214,0,3
8542,20,400,2,2,2,4,3,400,160000,0,0.9169,127,700,219,0,3
8543,20,400,2,2,2,4,4,400,160000,0,1.3898,135,760,221,0,3
8544,20,400,2,2,3,1,1,400,160000,0,0.7979,114,603,214,0,3
8545,20,400,2,2,3,1,2,400,160000,0,0.9376,122,694,213,0,3
8546,20,400,2,2,3,1,3,400,160000,0,0.8364,117,656,219,0,3
8547,20,400,2,2,3,1,4,400,160000,0,1.0941,121,646,222,0,3
8548,20,400,2,2,3,2,1,400,160000,0,0.8306,124,632,217,0,3
8549,20,400,2,2,3,2,2,400,160000,0,0.9897,131,725,217,0,3
8550,20,400,2,2,3,2,3,400,160000,0,0.8367,120,723,222,0,3
8551,20,400,2,2,3,2,4,400,160000,0,1.0775,139,804,226,0,3
8552,20,400,2,2,3,3,1,400,160000,0,0.7762,115,630,226,0,3
8553,20,400,2,2,3,3,2,400,160000,0,1.0253,127,696,226,0,3
8554,20,400,2,2,3,3,3,400,160000,0,0.9759,134,704,229,0,3
8555,20,400,2,2,3,3,4,400,160000,0,1.3960,140,762,233,0,3
8556,20,400,2,2,3,4,1,400,160000,0,0.9476,133,689,226,0,3
8557,20,400,2,2,3,4,2,400,160000,0,0.9508,134,699,225,0,3
8558,20,400,2,2,3,4,3,400,160000,0,1.0760,147,885,228,0,3
8559,20,400,2,2,3,4,4,400,160000,0,1.3467,157,896,232,0,3
8560,20,400,2,2,4,1,1,400,160000,0,0.8265,112,632,212,0,3
8561,20,400,2,2,4,1,2,400,160000,0,0.8006,122,704,213,0,3
8562,20,400,2,2,4,1,3,400,160000,0,0.8388,126,699,219,0,3
8563,20,400,2,2,4,1,4,400,160000,0,1.0662,125,677,220,0,3
8564,20,400,2,2,4,2,1,400,160000,0,0.7933,124,668,216,0,3
8565,20,400,2,2,4,2,2,400,160000,0,0.8789,141,755,216,0,3
8566,20,400,2,2,4,2,3,400,160000,0,1.0226,113,696,221,0,3
8567,20,400,2,2,4,2,4,400,160000,0,1.0621,130,679,224,0,3
8568,20,400,2,2,4,3,1,400,160000,0,0.8529,121,654,223,0,3
8569,20,400,2,2,4,3,2,400,160000,0,0.9428,118,700,225,0,3
8570,20,400,2,2,4,3,3,400,160000,0,1.1327,153,868,229,0,3
8571,20,400,2,2,4,3,4,400,160000,0,1.2505,166,867,231,0,3
8572,20,400,2,2,4,4,1,400,160000,0,0.9145,123,707,223,0,3
8573,20,400,2,2,4,4,2,400,160000,0,1.0237,121,728,224,0,3
8574,20,400,2,2,4,4,3,400,160000,0,1.0362,170,960,228,0,3
8575,20,400,2,2,4,4,4,400,160000,0,1.2574,151,887,231,0,3
8576,20,400,2,3,1,1,1,400,160000,0,0.7034,91,526,210,0,3
8577,20,400,2,3,1,1,2,400,160000,0,0.7773,94,515,214,0,3
8578,20,400,2,3,1,1,3,400,160000,0,0.7767,99,575,218,0,3
8579,20,400,2,3,1,1,4,400,160000,0,0.7920,101,550,217,0,3
8580,20,400,2,3,1,2,1,400,160000,0,0.6967,100,581,213,0,3
8581,20,400,2,3,1,2,2,400,160000,0,0.8966,107,568,218,0,3
8582,20,400,2,3,1,2,3,400,160000,0,0.7479,88,520,222,0,3
8583,20,400,2,3,1,2,4,400,160000,0,1.1585,125,689,220,0,3
8584,20,400,2,3,1,3,1,400,160000,0,0.7110,101,571,221,0,3
8585,20,400,2,3,1,3,2,400,160000,0,1.0895,122,706,224,0,3
8586,20,400,2,3,1,3,3,400,160000,0,1.0486,120,683,228,0,3
8587,20,400,2,3,1,3,4,400,160000,0,1.1236,119,677,228,0,3
8588,20,400,2,3,1,4,1,400,160000,0,0.8627,106,578,221,0,3
8589,20,400,2,3,1,4,2,400,160000,0,1.1376,133,718,224,0,3
8590,20,400,2,3,1,4,3,400,160000,0,1.0323,148,864,228,0,3
8591,20,400,2,3,1,4,4,400,160000,0,1.2456,141,833,228,0,3
8592,20,400,2,3,2,1,1,400,160000,0,0.8506,110,548,212,0,3
8593,20,400,2,3,2,1,2,400,160000,0,0.8489,106,609,216,0,3
8594,20,400,2,3,2,1,3,400,160000,0,0.7898,104,561,221,0,3
8595,20,400,2,3,2,1,4,400,160000,0,0.9789,115,607,224,0,3
8596,20,400,2,3,2,2,1,400,160000,0,0.7552,108,568,216,0,3
8597,20,400,2,3,2,2,2,400,160000,0,0.8314,106,596,219,0,3
8598,20,400,2,3,2,2,3,400,160000,0,0.9672,127,671,223,0,3
8599,20,400,2,3,2,2,4,400,160000,0,1.1676,133,739,227,0,3
8600,20,400,2,3,2,3,1,400,160000,0,0.9222,117,724,223,0,3
8601,20,400,2,3,2,3,2,400,160000,0,1.1162,132,748,226,0,3
8602,20,400,2,3,2,3,3,400,160000,0,1.0711,116,709,231,0,3
8603,20,400,2,3,2,3,4,400,160000,0,1.2263,141,784,235,0,3
8604,20,400,2,3,2,4,1,400,160000,0,0.9727,127,719,223,0,3
8605,20,400,2,3,2,4,2,400,160000,0,1.2007,127,711,226,0,3
8606,20,400,2,3,2,4,3,400,160000,0,1.1172,136,746,231,0,3
8607,20,400,2,3,2,4,4,400,160000,0,1.3393,147,804,235,0,3
8608,20,400,2,3,3,1,1,400,160000,0,0.8324,112,615,225,0,3
8609,20,400,2,3,3,1,2,400,160000,0,0.8656,112,597,225,0,3
8610,20,400,2,3,3,1,3,400,160000,0,0.8987,116,642,233,0,3
8611,20,400,2,3,3,1,4,400,160000,0,1.1835,140,796,232,0,3
8612,20,400,2,3,3,2,1,400,160000,0,0.8761,113,625,229,0,3
8613,20,400,2,3,3,2,2,400,160000,0,0.9608,105,588,229,0,3
8614,20,400,2,3,3,2,3,400,160000,0,1.0121,149,880,235,0,3
8615,20,400,2,3,3,2,4,400,160000,0,1.3140,158,918,236,0,3
8616,20,400,2,3,3,3,1,400,160000,0,1.0081,136,836,235,0,3
8617,20,400,2,3,3,3,2,400,160000,0,1.2433,155,779,235,0,3
8618,20,400,2,3,3,3,3,400,160000,0,1.1137,131,784,243,0,3
8619,20,400,2,3,3,3,4,400,160000,0,1.4611,154,871,244,0,3
8620,20,400,2,3,3,4,1,400,160000,0,1.0053,138,856,235,0,3
8621,20,400,2,3,3,4,2,400,160000,0,1.2214,146,872,235,0,3
8622,20,400,2,3,3,4,3,400,160000,0,0.9477,156,917,243,0,3
8623,20,400,2,3,3,4,4,400,160000,0,1.4309,158,926,244,0,3
8624,20,400,2,3,4,1,1,400,160000,0,0.8560,104,577,222,0,3
8625,20,400,2,3,4,1,2,400,160000,0,0.7488,102,555,223,0,3
8626,20,400,2,3,4,1,3,400,160000,0,1.1482,117,683,228,0,3
8627,20,400,2,3,4,1,4,400,160000,0,1.3180,132,757,229,0,3
8628,20,400,2,3,4,2,1,400,160000,0,0.8182,118,646,226,0,3
8629,20,400,2,3,4,2,2,400,160000,0,1.0210,116,666,227,0,3
8630,20,400,2,3,4,2,3,400,160000,0,0.9661,135,765,232,0,3
8631,20,400,2,3,4,2,4,400,160000,0,1.1972,153,846,233,0,3
8632,20,400,2,3,4,3,1,400,160000,0,0.9830,128,696,232,0,3
8633,20,400,2,3,4,3,2,400,160000,0,0.9759,126,713,234,0,3
8634,20,400,2,3,4,3,3,400,160000,0,0.9912,133,717,240,0,3
8635,20,400,2,3,4,3,4,400,160000,0,1.4200,133,794,241,0,3
8636,20,400,2,3,4,4,1,400,160000,0,1.0866,133,763,232,0,3
8637,20,400,2,3,4,4,2,400,160000,0,1.1224,130,757,235,0,3
8638,20,400,2,3,4,4,3,400,160000,0,0.9829,140,789,240,0,3
8639,20,400,2,3,4,4,4,400,160000,0,1.3738,153,897,241,0,3
8640,20,400,2,4,1,1,1,400,160000,0,0.6521,110,589,210,0,3
8641,20,400,2,4,1,1,2,400,160000,0,0.7821,117,626,212,0,3
8642,20,400,2,4,1,1,3,400,160000,0,0.7002,113,595,218,0,3
8643,20,400,2,4,1,1,4,400,160000,0,0.9548,105,581,217,0,3
8644,20,400,2,4,1,2,1,400,160000,0,0.9491,116,613,213,0,3
8645,20,400,2,4,1,2,2,400,160000,0,0.8007,114,576,216,0,3
8646,20,400,2,4,1,2,3,400,160000,0,0.9023,118,628,220,0,3
8647,20,400,2,4,1,2,4,400,160000,0,1.2264,122,683,220,0,3
8648,20,400,2,4,1,3,1,400,160000,0,0.9917,122,700,220,0,3
8649,20,400,2,4,1,3,2,400,160000,0,1.1079,127,708,223,0,3
8650,20,400,2,4,1,3,3,400,160000,0,0.9812,126,720,228,0,3
8651,20,400,2,4,1,3,4,400,160000,0,1.1915,132,758,228,0,3
8652,20,400,2,4,1,4,1,400,160000,0,1.2129,129,763,220,0,3
8653,20,400,2,4,1,4,2,400,160000,0,1.0853,135,770,223,0,3
8654,20,400,2,4,1,4,3,400,160000,0,1.0351,154,913,228,0,3
8655,20,400,2,4,1,4,4,400,160000,0,1.2636,150,849,228,0,3
8656,20,400,2,4,2,1,1,400,160000,0,0.7653,114,615,212,0,3
8657,20,400,2,4,2,1,2,400,160000,0,0.9225,115,643,216,0,3
8658,20,400,2,4,2,1,3,400,160000,0,0.8201,113,640,221,0,3
8659,20,400,2,4,2,1,4,400,160000,0,1.1955,122,705,223,0,3
8660,20,400,2,4,2,2,1,400,160000,0,0.7979,121,622,217,0,3
8661,20,400,2,4,2,2,2,400,160000,0,0.9977,117,618,219,0,3
8662,20,400,2,4,2,2,3,400,160000,0,1.0492,166,937,223,0,3
8663,20,400,2,4,2,2,4,400,160000,0,1.2324,148,846,227,0,3
8664,20,400,2,4,2,3,1,400,160000,0,1.0294,159,838,223,0,3
8665,20,400,2,4,2,3,2,400,160000,0,1.1813,145,881,226,0,3
8666,20,400,2,4,2,3,3,400,160000,0,1.0146,141,820,231,0,3
8667,20,400,2,4,2,3,4,400,160000,0,1.2606,148,844,235,0,3
8668,20,400,2,4,2,4,1,400,160000,0,1.0797,144,887,223,0,3
8669,20,400,2,4,2,4,2,400,160000,0,1.2718,160,859,226,0,3
8670,20,400,2,4,2,4,3,400,160000,0,1.1895,199,1119,231,0,3
8671,20,400,2,4,2,4,4,400,160000,0,1.4270,155,904,235,0,3
8672,20,400,2,4,3,1,1,400,160000,0,0.6929,123,669,226,0,3
8673,20,400,2,4,3,1,2,400,160000,0,0.8212,121,652,228,0,3
8674,20,400,2,4,3,1,3,400,160000,0,0.8880,131,736,232,0,3
8675,20,400,2,4,3,1,4,400,160000,0,1.2674,137,840,232,0,3
8676,20,400,2,4,3,2,1,400,160000,0,0.7971,128,716,230,0,3
8677,20,400,2,4,3,2,2,400,160000,0,1.0756,131,704,231,0,3
8678,20,400,2,4,3,2,3,400,160000,0,0.9428,149,852,236,0,3
8679,20,400,2,4,3,2,4,400,160000,0,1.2287,168,955,236,0,3
8680,20,400,2,4,3,3,1,400,160000,0,1.0849,146,839,236,0,3
8681,20,400,2,4,3,3,2,400,160000,0,1.1418,138,744,239,0,3
8682,20,400,2,4,3,3,3,400,160000,0,0.9849,143,799,244,0,3
8683,20,400,2,4,3,3,4,400,160000,0,1.5142,144,890,244,0,3
8684,20,400,2,4,3,4,1,400,160000,0,1.1298,152,924,236,0,3
8685,20,400,2,4,3,4,2,400,160000,0,1.0848,155,881,239,0,3
8686,20,400,2,4,3,4,3,400,160000,0,1.0285,151,861,244,0,3
8687,20,400,2,4,3,4,4,400,160000,0,1.4297,165,981,244,0,3
8688,20,400,2,4,4,1,1,400,160000,0,0.9731,118,649,223,0,3
8689,20,400,2,4,4,1,2,400,160000,0,0.8173,120,619,226,0,3
8690,20,400,2,4,4,1,3,400,160000,0,1.0614,141,869,229,0,3
8691,20,400,2,4,4,1,4,400,160000,0,1.4068,152,882,230,0,3
8692,20,400,2,4,4,2,1,400,160000,0,1.0191,109,630,227,0,3
8693,20,400,2,4,4,2,2,400,160000,0,1.1207,148,894,228,0,3
8694,20,400,2,4,4,2,3,400,160000,0,0.9947,161,912,233,0,3
8695,20,400,2,4,4,2,4,400,160000,0,1.4306,148,902,234,0,3
8696,20,400,2,4,4,3,1,400,160000,0,1.1099,155,919,233,0,3
8697,20,400,2,4,4,3,2,400,160000,0,1.0352,137,808,236,0,3
8698,20,400,2,4,4,3,3,400,160000,0,1.0948,146,892,241,0,3
8699,20,400,2,4,4,3,4,400,160000,0,1.3926,145,857,242,0,3
8700,20,400,2,4,4,4,1,400,160000,0,1.0308,159,901,233,0,3
8701,20,400,2,4,4,4,2,400,160000,0,1.0822,175,983,236,0,3
8702,20,400,2,4,4,4,3,400,160000,0,1.1616,164,954,241,0,3
8703,20,400,2,4,4,4,4,400,160000,0,1.2309,157,928,242,0,3
8704,20,400,3,1,1,1,1,400,160000,0,1.5563,106,601,203,0,3
8705,20,400,3,1,1,1,2,400,160000,0,1.8696,116,642,214,0,3
8706,20,400,3,1,1,1,3,400,160000,0,1.7077,144,766,227,0,3
8707,20,400,3,1,1,1,4,400,160000,0,2.0248,120,648,234,0,3
8708,20,400,3,1,1,2,1,400,160000,0,1.9790,112,637,209,0,3
8709,20,400,3,1,1,2,2,400,160000,0,2.2461,134,783,220,0,3
8710,20,400,3,1,1,2,3,400,160000,0,1.9724,123,704,233,0,3
8711,20,400,3,1,1,2,4,400,160000,0,2.5131,113,662,157,0,3
8712,20,400,3,1,1,3,1,400,160000,0,1.6104,125,721,221,0,3
8713,20,400,3,1,1,3,2,400,160000,0,1.8604,137,780,232,0,3
8714,20,400,3,1,1,3,3,400,160000,0,2.1149,123,744,245,0,3
8715,20,400,3,1,1,3,4,400,160000,0,2.2863,116,685,252,0,3
8716,20,400,3,1,1,4,1,400,160000,0,2.0957,126,686,221,0,3
8717,20,400,3,1,1,4,2,400,160000,0,2.0400,149,836,232,0,3
8718,20,400,3,1,1,4,3,400,160000,0,1.8614,141,786,245,0,3
8719,20,400,3,1,1,4,4,400,160000,0,2.6195,135,792,251,0,3
8720,20,400,3,1,2,1,1,400,160000,0,1.4611,110,702,202,0,3
8721,20,400,3,1,2,1,2,400,160000,0,1.8582,130,716,209,0,3
8722,20,400,3,1,2,1,3,400,160000,0,2.0003,127,790,227,0,3
8723,20,400,3,1,2,1,4,400,160000,0,2.3367,123,730,231,0,3
8724,20,400,3,1,2,2,1,400,160000,0,1.6805,149,830,208,0,3
8725,20,400,3,1,2,2,2,400,160000,0,2.0214,120,683,215,0,3
8726,20,400,3,1,2,2,3,400,160000,0,1.8279,122,706,150,0,3
8727,20,400,3,1,2,2,4,400,160000,0,2.3152,138,753,237,0,3
8728,20,400,3,1,2,3,1,400,160000,0,1.8427,148,853,220,0,3
8729,20,400,3,1,2,3,2,400,160000,0,2.0830,115,672,227,0,3
8730,20,400,3,1,2,3,3,400,160000,0,2.0856,141,831,245,0,3
8731,20,400,3,1,2,3,4,400,160000,0,2.2188,140,801,249,0,3
8732,20,400,3,1,2,4,1,400,160000,0,2.0715,156,957,223,0,3
8733,20,400,3,1,2,4,2,400,160000,0,2.2311,137,823,230,0,3
8734,20,400,3,1,2,4,3,400,160000,0,2.0534,143,851,245,0,3
8735,20,400,3,1,2,4,4,400,160000,0,2.5212,163,888,249,0,3
8736,20,400,3,1,3,1,1,400,160000,0,1.5518,125,663,211,0,3
8737,20,400,3,1,3,1,2,400,160000,0,1.8983,142,808,221,0,3
8738,20,400,3,1,3,1,3,400,160000,0,1.5738,134,765,235,0,3
8739,20,400,3,1,3,1,4,400,160000,0,2.4247,128,796,158,0,3
8740,20,400,3,1,3,2,1,400,160000,0,1.6431,140,816,217,0,3
8741,20,400,3,1,3,2,2,400,160000,0,2.0493,150,879,227,0,3
8742,20,400,3,1,3,2,3,400,160000,0,2.0829,158,903,241,0,3
8743,20,400,3,1,3,2,4,400,160000,0,2.3247,152,901,247,0,3
8744,20,400,3,1,3,3,1,400,160000,0,1.6814,146,824,229,0,3
8745,20,400,3,1,3,3,2,400,160000,0,1.9756,137,814,156,0,3
8746,20,400,3,1,3,3,3,400,160000,0,1.7659,164,899,253,0,3
8747,20,400,3,1,3,3,4,400,160000,0,2.0561,178,1023,259,0,3
8748,20,400,3,1,3,4,1,400,160000,0,1.7167,165,898,229,0,3
8749,20,400,3,1,3,4,2,400,160000,0,2.0628,145,841,156,0,3
8750,20,400,3,1,3,4,3,400,160000,0,1.8561,174,1017,253,0,3
8751,20,400,3,1,3,4,4,400,160000,0,2.5343,189,1089,258,0,3
8752,20,400,3,1,4,1,1,400,160000,0,1.9300,151,856,216,0,3
8753,20,400,3,1,4,1,2,400,160000,0,2.0346,111,672,220,0,3
8754,20,400,3,1,4,1,3,400,160000,0,1.7810,123,739,152,0,3
8755,20,400,3,1,4,1,4,400,160000,0,2.5528,152,844,243,0,3
8756,20,400,3,1,4,2,1,400,160000,0,1.9144,154,942,222,0,3
8757,20,400,3,1,4,2,2,400,160000,0,1.9080,166,940,227,0,3
8758,20,400,3,1,4,2,3,400,160000,0,2.0003,150,903,242,0,3
